,,,,,Games,,Receiving,,,,,,,,,,,Rushing,,,,,,,,Total Yds,,,,
33,Amon-Ra St. Brown,DET,23,WR,10,10,8.8,6.5,71.6,11,0.4,3.8,49,6.5,71.6,73.9%,8.1,0.5,8.1,0,0.2,58,16.2,8.1,0.5,7,11.4,79.7,4,
34,Amari Cooper,CLE,28,WR,11,11,8.45,5.18,72,13.9,0.64,3.91,55,5.2,72,61.3%,8.5,,,0,0,,,,,5.18,13.9,72,7,
35,Jamaal Williams,DET,27,RB,11,6,1.09,0.82,5.18,6.3,0,0.27,17,0.8,5.2,75.0%,4.8,16.1,66.7,1.18,4.36,51,4.1,66.7,16.1,16.9,4.3,71.9,13,0.27
36,Antonio Gibson,WAS,24,RB,12,6,3.92,3.33,25.5,7.7,0.17,1.25,26,3.3,25.5,85.1%,6.5,10.8,39.7,0.25,2.42,20,3.7,39.7,10.8,14.2,4.6,65.2,5,
37,Leonard Fournette,TAM,27,RB,10,9,5,4.3,31.5,7.3,0.3,1.5,25,4.3,31.5,86.0%,6.3,13.5,46.2,0.3,2.7,17,3.4,46.2,13.5,17.8,4.4,77.7,6,
38,Lamar Jackson,BAL,25,QB,11,11,,,,,0,0,,,,,,10.1,68.6,0.27,4.27,79,6.8,68.6,10.1,10.1,6.8,68.6,3,0.45
39,Michael Pittman Jr.,IND,25,WR,11,11,9.36,6.73,67.2,10,0.18,3.55,28,6.7,67.2,71.8%,7.2,,,0,0,,,,,6.73,10,67.2,2,0.18
40,Christian Kirk,JAX,26,WR,11,11,8.27,5.09,65.9,12.9,0.64,3.45,49,5.1,65.9,61.5%,8,0.36,0.64,0,0,5,1.8,0.6,0.4,5.45,12.2,66.5,7,0.09
41,Kenneth Walker III,SEA,22,RB,10,6,2.5,1.9,11.6,6.1,0,0.4,23,1.9,11.6,76.0%,4.6,13.5,61.3,0.9,3.1,74,4.5,61.3,13.5,15.4,4.7,72.9,9,
42,Najee Harris,PIT,24,RB,11,11,3.27,2.64,12.9,4.9,0.18,0.82,14,2.6,12.9,80.6%,3.9,14.4,53.2,0.36,2,36,3.7,53.2,14.4,17,3.9,66.1,6,0.18
43,Deebo Samuel,SFO,26,WR,10,9,7.6,4.4,51.1,11.6,0.2,1.9,57,4.4,51.1,57.9%,6.7,3.3,20.2,0.2,0.6,51,6.1,20.2,3.3,7.7,9.3,71.3,4,0.2
44,Tyler Lockett,SEA,30,WR,11,11,7.09,5.18,64.4,12.4,0.55,3.09,40,5.2,64.4,73.1%,9.1,,,0,0,,,,,5.18,12.4,64.4,6,0.18
45,Khalil Herbert,CHI,24,RB,10,1,0.7,0.6,6.2,10.3,0.1,0.2,25,0.6,6.2,85.7%,8.9,10.8,64.3,0.4,2.2,63,6,64.3,10.8,11.4,6.2,70.5,5,
46,Mike Evans,TAM,29,WR,10,10,8.5,5.1,70.2,13.8,0.3,3.5,51,5.1,70.2,60.0%,8.3,,,0,0,,,,,5.1,13.8,70.2,3,
47,Courtland Sutton,DEN,27,WR,11,11,8,4.73,62.5,13.2,0.09,2.91,51,4.7,62.5,59.1%,7.8,0.09,0.45,0,0,5,5,0.5,0.1,4.82,13.1,63,1,
48,Breece Hall,NYJ,21,RB,7,2,4.43,2.71,31.1,11.5,0.14,1.14,79,2.7,31.1,61.3%,7,11.4,66.1,0.57,2.86,62,5.8,66.1,11.4,14.1,6.9,97.3,5,0.14
49,D.K. Metcalf,SEA,25,WR,11,11,8.36,5.36,61,11.4,0.36,2.91,54,5.4,61,64.1%,7.3,,,0,0,,,,,5.36,11.4,61,4,0.18
50,Gabriel Davis,BUF,23,WR,11,11,6.09,3.18,60.5,19,0.55,2.45,98,3.2,60.5,52.2%,9.9,,,0,0,,,,,3.18,19,60.5,6,
51,AJ Dillon,GNB,24,RB,12,2,2.5,1.67,11.1,6.7,0,0.42,12,1.7,11.1,66.7%,4.4,10.4,44.3,0.17,2.5,27,4.2,44.3,10.4,12.1,4.6,55.3,2,0.08
52,Raheem Mostert,MIA,30,RB,10,8,2.6,1.7,11.9,7,0.1,0.5,18,1.7,11.9,65.4%,4.6,11.8,54.3,0.3,2.8,25,4.6,54.3,11.8,13.5,4.9,66.2,4,
53,Brandon Aiyuk,SFO,24,WR,11,11,6.73,4.64,59.3,12.8,0.55,2.73,34,4.6,59.3,68.9%,8.8,0.09,0.64,0,0,7,7,0.6,0.1,4.73,12.7,59.9,6,0.09
54,Curtis Samuel,WAS,26,WR,12,9,6,4,41.1,10.3,0.25,2.33,49,4,41.1,66.7%,6.8,2.33,13.8,0.08,0.83,21,5.9,13.8,2.3,6.33,8.7,54.8,4,0.08
55,JuJu Smith-Schuster,KAN,26,WR,10,9,6.7,4.9,65.3,13.3,0.2,3.2,53,4.9,65.3,73.1%,9.7,,,0,0,,,,,4.9,13.3,65.3,2,0.2
56,James Conner,ARI,27,RB,9,9,3.89,3,19,6.3,0.11,0.78,21,3,19,77.1%,4.9,13.4,52.9,0.44,3.56,20,3.9,52.9,13.4,16.4,4.4,71.9,5,0.33
57,D.J. Moore,CAR,25,WR,12,12,7.33,3.83,50.4,13.2,0.33,2.42,62,3.8,50.4,52.3%,6.9,0.58,3.25,0,0.08,11,5.6,3.3,0.6,4.42,12.2,53.7,4,
58,Tyler Allgeier,ATL,22,RB,11,4,0.91,0.91,7.91,8.7,0.09,0.45,25,0.9,7.9,100.0%,8.7,11,50.2,0.09,2.27,44,4.6,50.2,11,11.9,4.9,58.1,2,
59,Garrett Wilson,NYJ,22,WR,11,6,7.18,4.45,57.1,12.8,0.36,2.82,54,4.5,57.1,62.0%,7.9,0.36,0.36,0,0,7,1,0.4,0.4,4.82,11.9,57.5,4,0.09
60,Ezekiel Elliott,DAL,27,RB,9,9,1.11,0.89,4.44,5,0,0.22,31,0.9,4.4,80.0%,4,15.6,64.1,0.78,4,27,4.1,64.1,15.6,16.4,4.2,68.6,7,
61,DeVonta Smith,PHI,24,WR,11,11,7.18,5.09,55.4,10.9,0.27,2.82,45,5.1,55.4,70.9%,7.7,,,0,0,,,,,5.09,10.9,55.4,3,0.09
62,Mark Andrews,BAL,27,TE,10,10,7.9,5.2,60.1,11.6,0.5,3.4,25,5.2,60.1,65.8%,7.6,0.2,0.7,0,0.2,4,3.5,0.7,0.2,5.4,11.3,60.8,5,0.1
63,Ja'Marr Chase,CIN,22,WR,7,7,10.6,6.71,86.4,12.9,0.86,4.86,60,6.7,86.4,63.5%,8.2,0.57,0.29,0,0,4,0.5,0.3,0.6,7.29,11.9,86.7,6,0.14
64,Jakobi Meyers,NWE,26,WR,10,9,6.7,5,59.3,11.9,0.3,2.8,30,5,59.3,74.6%,8.9,0.2,0.9,0,0.2,7,4.5,0.9,0.2,5.2,11.6,60.2,3,0.1
65,Jalen Hurts,PHI,24,QB,11,11,,,,,0,0,,,,,,11.5,54.3,0.73,4.55,42,4.7,54.3,11.5,11.5,4.7,54.3,8,0.73
66,Tyler Boyd,CIN,28,WR,11,9,5.45,3.73,54.1,14.5,0.36,2.55,60,3.7,54.1,68.3%,9.9,,,0,0,,,,,3.73,14.5,54.1,4,
67,Donovan Peoples-Jones,CLE,23,WR,11,9,5.91,3.82,53.9,14.1,0.09,2.18,42,3.8,53.9,64.6%,9.1,0.09,0.18,0,0,2,2,0.2,0.1,3.91,13.8,54.1,1,0.09
68,Chris Godwin,TAM,26,WR,9,8,9.56,6.67,65,9.8,0.22,3.22,44,6.7,65,69.8%,6.8,0.33,0.56,0,0,2,1.7,0.6,0.3,7,9.4,65.6,2,
69,D'Onta Foreman,CAR,26,RB,12,5,0.67,0.33,2.08,6.3,0,0.08,23,0.3,2.1,50.0%,3.1,10.5,46.9,0.33,2.25,60,4.5,46.9,10.5,10.8,4.5,49,4,
70,T.J. Hockenson,2TM,25,TE,11,11,7,4.73,53.4,11.3,0.36,2.55,81,4.7,53.4,67.5%,7.6,,,0,0,,,,,4.73,11.3,53.4,4,
71,Zay Jones,JAX,27,WR,10,9,7.9,5.8,56.2,9.7,0.1,3.2,29,5.8,56.2,73.4%,7.1,0.3,2.1,0,0.1,14,7,2.1,0.3,6.1,9.6,58.3,1,
72,Josh Allen,BUF,26,QB,12,12,,,,,0,0,,,,,,7.42,48.4,0.42,3.5,36,6.5,48.4,7.4,7.42,6.5,48.4,5,0.83
73,Michael Carter,NYJ,23,RB,11,9,3.27,2.55,19,7.5,0,0.82,37,2.5,19,77.8%,5.8,9,33.6,0.27,1.18,25,3.7,33.6,9,11.5,4.6,52.6,3,0.09
74,DeAndre Hopkins,ARI,30,WR,6,6,10.7,8.17,95.7,11.7,0.5,4.5,33,8.2,95.7,76.6%,9,,,0,0,,,,,8.17,11.7,95.7,3,0.17
75,Cordarrelle Patterson,ATL,31,RB,8,7,2,1.38,8.13,5.9,0,0.38,15,1.4,8.1,68.8%,4.1,12.1,63.3,0.63,3.5,40,5.2,63.3,12.1,13.5,5.3,71.4,5,0.13
76,Josh Palmer,LAC,24,WR,10,9,7.5,5,55.2,11,0.3,3,50,5,55.2,66.7%,7.4,0.1,0.4,0,0.1,4,4,0.4,0.1,5.1,10.9,55.6,3,0.1
77,Allen Lazard,GNB,27,WR,10,10,6.9,4,55.3,13.8,0.5,3.1,47,4,55.3,58.0%,8,,,0,0,,,,,4,13.8,55.3,5,
78,Adam Thielen,MIN,32,WR,11,11,7,4.91,50.3,10.2,0.27,3.18,36,4.9,50.3,70.1%,7.2,,,0,0,,,,,4.91,10.2,50.3,3,
79,Dallas Goedert,PHI,27,TE,9,9,5.89,4.78,60.4,12.7,0.33,3.44,31,4.8,60.4,81.1%,10.3,,,0,0,,,,,4.78,12.7,60.4,3,0.11
80,Melvin Gordon,DEN,29,RB,10,6,3.2,2.5,22.3,8.9,0,1.1,24,2.5,22.3,78.1%,7,9,31.8,0.2,1.5,17,3.5,31.8,9,11.5,4.7,54.1,2,0.5
81,George Pickens,PIT,21,WR,11,6,5.36,3.27,46.4,14.2,0.18,2.27,36,3.3,46.4,61.0%,8.6,0.27,2.18,0.09,0.18,22,8,2.2,0.3,3.55,13.7,48.5,3,
82,Marquise Brown,ARI,25,WR,7,7,10.3,7,75.9,10.8,0.43,3.71,26,7,75.9,68.1%,7.4,,,0,0,,,,,7,10.8,75.9,3,0.14
83,Mack Hollins,LVR,29,WR,11,10,5.82,3.64,48.3,13.3,0.27,2.09,60,3.6,48.3,62.5%,8.3,0.09,0,0,0,0,0,0,0.1,3.73,13,48.3,3,
84,Diontae Johnson,PIT,26,WR,11,11,8.55,5.09,45.9,9,0,2.27,36,5.1,45.9,59.6%,5.4,0.55,2.09,0,0.09,8,3.8,2.1,0.5,5.64,8.5,48,0,0.09
85,Brandin Cooks,HOU,29,WR,10,10,7.1,4.4,52,11.8,0.1,2.1,44,4.4,52,62.0%,7.3,0.2,0.7,0,0,5,3.5,0.7,0.2,4.6,11.5,52.7,1,
86,Pat Freiermuth,PIT,24,TE,10,5,7.1,4.7,52.1,11.1,0.1,2.6,31,4.7,52.1,66.2%,7.3,,,0,0,,,,,4.7,11.1,52.1,1,
87,Kareem Hunt,CLE,27,RB,11,0,2.55,2.09,14.1,6.7,0.09,0.82,24,2.1,14.1,82.1%,5.5,8.45,32.8,0.27,2.27,24,3.9,32.8,8.5,10.5,4.4,46.9,4,
88,Marquez Valdes-Scantling,KAN,28,WR,11,6,4.73,2.82,46.8,16.6,0.09,2.18,57,2.8,46.8,59.6%,9.9,0.09,-0.27,0,0,-3,-3,-0.3,0.1,2.91,16,46.5,1,
89,Mike Williams,LAC,28,WR,8,8,7.5,4.75,63.8,13.4,0.38,2.75,50,4.8,63.8,63.3%,8.5,,,0,0,,,,,4.75,13.4,63.8,3,
90,Darnell Mooney,CHI,25,WR,12,12,5.08,3.33,41.1,12.3,0.17,1.67,56,3.3,41.1,65.6%,8.1,0.08,0.17,0,0,2,2,0.2,0.1,3.42,12.1,41.3,2,
91,Brian Robinson Jr.,WAS,23,RB,8,6,0.88,0.75,3.38,4.5,0.13,0.13,14,0.8,3.4,85.7%,3.9,15.8,58.4,0.25,3.75,24,3.7,58.4,15.8,16.5,3.7,61.8,3,
92,Isiah Pacheco,KAN,22,RB,11,5,0.36,0.36,2.73,7.5,0,0.18,17,0.4,2.7,100.0%,7.5,8.82,41.4,0.18,1.45,28,4.7,41.4,8.8,9.18,4.8,44.1,2,0.27
93,Eno Benjamin,ARI,23,RB,10,3,3.3,2.4,18.4,7.7,0,1,22,2.4,18.4,72.7%,5.6,7,29.9,0.2,1.4,45,4.3,29.9,7,9.4,5.1,48.3,2,
94,Parris Campbell,IND,25,WR,12,11,5.25,3.83,37.8,9.9,0.25,2,38,3.8,37.8,73.0%,7.2,0.17,2.42,0,0.08,28,14.5,2.4,0.2,4,10.1,40.3,3,
95,D'Andre Swift,DET,23,RB,8,5,4.38,3,23.3,7.8,0.25,1,25,3,23.3,68.6%,5.3,6.25,36.5,0.38,1.38,50,5.8,36.5,6.3,9.25,6.5,59.8,5,0.13
96,Darius Slayton,NYG,25,WR,10,6,4.4,2.7,47.6,17.6,0.2,2.2,54,2.7,47.6,61.4%,10.8,,,0,0,,,,,2.7,17.6,47.6,2,
97,James Cook,BUF,23,RB,12,0,2,1.25,12.6,10.1,0,0.33,41,1.3,12.6,62.5%,6.3,5,26.9,0.08,1.17,33,5.4,26.9,5,6.25,6.3,39.5,1,0.08
98,Olamide Zaccheaus,ATL,25,WR,12,9,3.25,2.5,38.8,15.5,0.17,1.75,45,2.5,38.8,76.9%,11.9,0.17,0.58,0,0.08,13,3.5,0.6,0.2,2.67,14.8,39.3,2,0.08
99,James Robinson,2TM,24,RB,10,5,1.4,1.1,5.1,4.6,0.2,0.5,10,1.1,5.1,78.6%,3.6,10.6,41.5,0.3,2.1,50,3.9,41.5,10.6,11.7,4,46.6,5,0.1
100,Rachaad White,TAM,23,RB,11,2,3.09,2.64,16.4,6.2,0,0.82,20,2.6,16.4,85.3%,5.3,6.73,26,0.09,1.64,35,3.9,26,6.7,9.36,4.5,42.4,1,0.09
101,Damien Harris,NWE,25,RB,9,8,1.78,1.44,8.33,5.8,0,0.44,15,1.4,8.3,81.3%,4.7,9.33,42.6,0.33,2.11,30,4.6,42.6,9.3,10.8,4.7,50.9,3,
102,David Njoku,CLE,26,TE,9,9,5.78,4.56,51.6,11.3,0.22,2.78,38,4.6,51.6,78.8%,8.9,0.11,-0.67,0,0,-6,-6,-0.7,0.1,4.67,10.9,50.9,2,0.11
103,Chase Claypool,2TM,24,WR,12,10,5.5,3.25,32.8,10.1,0.08,1.75,31,3.3,32.8,59.1%,6,0.75,4.92,0,0.25,15,6.6,4.9,0.8,4,9.4,37.8,1,
104,Clyde Edwards-Helaire,KAN,23,RB,10,6,2.3,1.7,15.1,8.9,0.3,1.1,25,1.7,15.1,73.9%,6.6,7.1,30.2,0.3,1.5,52,4.3,30.2,7.1,8.8,5.1,45.3,6,
105,Daniel Jones,NYG,25,QB,11,11,,,,,0,0,,,,,,7.18,41,0.36,3.27,24,5.7,41,7.2,7.18,5.7,41,4,0.36
106,Jerry Jeudy,DEN,23,WR,9,9,6.11,3.33,49.9,15,0.33,2.33,67,3.3,49.9,54.5%,8.2,0.11,0.11,0,0.11,1,1,0.1,0.1,3.44,14.5,50,3,
107,George Kittle,SFO,29,TE,9,9,5.67,4,50,12.5,0.44,2.22,39,4,50,70.6%,8.8,,,0,0,,,,,4,12.5,50,4,0.11
108,DeAndre Carter,LAC,29,WR,11,7,4.64,3.45,41.1,11.9,0.27,2.27,35,3.5,41.1,74.5%,8.9,0.09,-0.45,0,0,-5,-5,-0.5,0.1,3.55,11.5,40.6,3,0.09
109,Nico Collins,HOU,23,WR,9,7,6.22,3.78,49.6,13.1,0.11,2,58,3.8,49.6,60.7%,8,,,0,0,,,,,3.78,13.1,49.6,1,
110,Kenyan Drake,BAL,28,RB,9,5,1.78,1.22,5.78,4.7,0.11,0.56,15,1.2,5.8,68.8%,3.3,9.44,43.6,0.33,2,40,4.6,43.6,9.4,10.7,4.6,49.3,4,
111,Taysom Hill,NOR,32,TE,11,6,0.73,0.45,2.82,6.2,0.09,0.27,11,0.5,2.8,62.5%,3.9,5.27,37.2,0.45,2.09,60,7.1,37.2,5.3,5.73,7,40,6,0.09
112,Drake London,ATL,21,WR,12,10,5.75,3.42,36.5,10.7,0.33,2.17,31,3.4,36.5,59.4%,6.3,,,0,0,,,,,3.42,10.7,36.5,4,0.08
113,DeVante Parker,NWE,29,WR,11,9,3.45,2.09,39.6,19,0.09,1.64,43,2.1,39.6,60.5%,11.5,,,0,0,,,,,2.09,19,39.6,1,
114,Samaje Perine,CIN,27,RB,11,1,3,2.36,19.4,8.2,0.36,0.73,32,2.4,19.4,78.8%,6.5,4.82,20.1,0.09,1.18,29,4.2,20.1,4.8,7.18,5.5,39.5,5,
115,Tyler Higbee,LAR,29,TE,11,11,6.64,4.36,39.1,9,0,1.91,26,4.4,39.1,65.8%,5.9,,,0,0,,,,,4.36,9,39.1,0,
116,Latavius Murray,2TM,32,RB,7,1,2.14,1.86,10,5.4,0,0.29,14,1.9,10,86.7%,4.7,12.4,51.1,0.57,2.71,52,4.1,51.1,12.4,14.3,4.3,61.1,4,
117,Alec Pierce,IND,22,WR,11,8,4.73,2.55,38.5,15.1,0.09,1.73,47,2.5,38.5,53.8%,8.2,,,0,0,,,,,2.55,15.1,38.5,1,0.09
118,Marcus Mariota,ATL,29,QB,12,12,,,,,0,0,,,,,,6.83,35.1,0.33,2.42,30,5.1,35.1,6.8,6.83,5.1,35.1,4,0.67
119,Devin Duvernay,BAL,25,WR,11,11,3.55,2.64,31.3,11.9,0.27,1.55,31,2.6,31.3,74.4%,8.8,0.91,6.82,0.09,0.55,18,7.5,6.8,0.9,3.55,10.7,38.1,4,
120,Kyler Murray,ARI,25,QB,10,10,,,,,0,0,,,,,,6.6,41.5,0.3,2.3,42,6.3,41.5,6.6,6.6,6.3,41.5,3,0.8
121,Rondale Moore,ARI,22,WR,8,8,7,5.13,51.8,10.1,0.13,2,38,5.1,51.8,73.2%,7.4,0.75,-0.63,0,0.13,9,-0.8,-0.6,0.8,5.88,8.7,51.1,1,
122,Zach Ertz,ARI,32,TE,10,10,6.9,4.7,40.6,8.6,0.4,2.4,32,4.7,40.6,68.1%,5.9,,,0,0,,,,,4.7,8.6,40.6,4,
123,Isaiah McKenzie,BUF,27,WR,11,7,4.55,3.18,32.6,10.3,0.36,2,30,3.2,32.6,70.0%,7.2,0.64,3.82,0.09,0.27,18,6,3.8,0.6,3.82,9.5,36.5,5,
124,Kalif Raymond,DET,28,WR,11,4,4,2.73,33.6,12.3,0,1.36,43,2.7,33.6,68.2%,8.4,0.36,2.73,0,0.18,12,7.5,2.7,0.4,3.09,11.8,36.4,0,0.27
125,Hayden Hurst,CIN,29,TE,11,11,5.45,4.18,35.3,8.4,0.18,2,29,4.2,35.3,76.7%,6.5,,,0,0,,,,,4.18,8.4,35.3,2,
126,Jerick McKinnon,KAN,30,RB,11,0,3.64,2.64,21.6,8.2,0.09,1.09,34,2.6,21.6,72.5%,6,3.55,13.5,0,0.45,30,3.8,13.5,3.5,6.18,5.7,35.2,1,0.09
127,Darrell Henderson,LAR,25,RB,10,7,2.2,1.7,10.2,6,0,0.5,15,1.7,10.2,77.3%,4.6,7,28.3,0.3,1.4,23,4,28.3,7,8.7,4.4,38.5,3,
128,Noah Brown,DAL,26,WR,10,10,4.5,2.8,38.4,13.7,0.1,1.7,45,2.8,38.4,62.2%,8.5,,,0,0,,,,,2.8,13.7,38.4,1,0.1
129,Tyler Conklin,NYJ,27,TE,11,11,5.09,3.45,34.6,10,0.27,1.64,29,3.5,34.6,67.9%,6.8,0.09,0.09,0,0.09,1,1,0.1,0.1,3.55,9.8,34.7,3,0.18
130,Gerald Everett,LAC,28,TE,10,6,5.9,3.8,38.2,10.1,0.2,1.7,26,3.8,38.2,64.4%,6.5,0.1,0,0,0,0,0,0,0.1,3.9,9.8,38.2,2,
131,Christian Watson,GNB,23,WR,9,6,3.78,2.44,39.2,16,0.67,1.56,63,2.4,39.2,64.7%,10.4,0.44,2.44,0.11,0.11,15,5.5,2.4,0.4,2.89,14.4,41.7,7,
132,Marvin Jones,JAX,32,WR,10,7,5.3,3.1,36.8,11.9,0.2,2,37,3.1,36.8,58.5%,6.9,,,0,0,,,,,3.1,11.9,36.8,2,
133,Rashaad Penny,SEA,26,RB,5,5,1,0.8,3.2,4,0,0.4,6,0.8,3.2,80.0%,3.2,11.4,69.2,0.4,3,41,6.1,69.2,11.4,12.2,5.9,72.4,2,0.2
