Rk,Player,Tm,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds,Sk%,NY/A,ANY/A,4QC,GWD
12,Tua Tagovailoa,MIA,24,QB,11,11,8-3-0,20.5,31.4,65.5,273.1,2,6.4,0.45,1.4,13,75,8.7,9.3,13.3,273.1,108.2,73.5,1.55,11.8,4.7,7.94,8.53,0.18,0.18
13,Matt Ryan,IND,37,QB,11,11,4-6-1,26.4,38.9,67.8,261.4,1.18,3,1.18,3,13.2,45,6.7,6,9.9,261.4,84,44.9,3.18,25,7.6,5.62,4.91,0.45,0.36
14,Aaron Rodgers,GNB,39,QB,13,13,5-8-0,20.9,32.5,64.3,220.3,1.69,5.2,0.69,2.1,10.2,58,6.8,6.9,10.5,220.3,92.4,41.3,1.85,14.4,5.4,5.99,6.07,0.23,0.23
15,Russell Wilson,DEN,34,QB,12,12,3-9-0,19.8,32.8,60.4,233.8,0.92,2.8,0.5,1.5,9.5,67,7.1,7,11.8,233.8,85,37.2,3.58,23.3,9.8,5.78,5.67,0.25,0.25
16,Jacoby Brissett,CLE,30,QB,13,11,4-7-0,18.2,28.4,64,200.6,0.92,3.3,0.46,1.6,9.92,55,7.1,7,11.1,200.6,88.9,59.5,1.85,12.3,6.1,6.23,6.15,0.15,0.15
17,Daniel Jones,NYG,25,QB,13,13,7-5-1,19,28.8,66,194.9,0.92,3.2,0.31,1.1,9.54,65,6.8,6.9,10.3,194.9,91.6,56.3,3.15,17.5,9.9,5.56,5.7,0.31,0.38
18,Jimmy Garoppolo,SFO,31,QB,11,10,7-3-0,18.8,28,67.2,221.5,1.45,5.2,0.36,1.3,10.4,57,7.9,8.4,11.8,221.5,103,53.5,1.64,9.09,5.5,7.17,7.6,0.09,0.09
19,Ryan Tannehill,TEN,34,QB,11,11,6-5-0,17.9,27.5,65,215.5,1.18,4.3,0.45,1.7,9.91,69,7.8,7.9,12,215.5,96.3,51.2,2.64,19.1,8.7,6.51,6.61,,
20,Kyler Murray,ARI,25,QB,11,11,3-8-0,23.5,35.5,66.4,215.3,1.27,3.6,0.64,1.8,10.8,38,6.1,6,9.1,215.3,87.2,51.1,2.27,17.5,6,5.24,5.16,0.09,0.09
21,Davis Mills,HOU,24,QB,11,11,1-9-1,19.9,31.7,62.8,210.8,1,3.2,1.09,3.4,9,58,6.6,5.7,10.6,210.8,78.2,32.8,2.55,20.2,7.4,5.56,4.71,0,0.09
22,Andy Dalton,NOR,35,QB,10,10,3-7-0,20,29.9,66.9,225.2,1.5,5,0.7,2.3,10.5,64,7.5,7.5,11.3,225.2,96.2,53.1,1.6,12.4,5.1,6.76,6.71,0.1,0.1
23,Lamar Jackson,BAL,25,QB,12,12,8-4-0,16.9,27.2,62.3,186.8,1.42,5.2,0.58,2.1,8.75,75,6.9,7,11,186.8,91.1,59.4,2.17,9.5,7.4,6.05,6.12,0.08,0.17
24,Marcus Mariota,ATL,29,QB,13,13,5-8-0,14.2,23.1,61.3,170.7,1.15,5,0.69,3,8.54,75,7.4,7,12.1,170.7,88.2,55.4,2.15,15,8.5,6.17,5.85,0.15,0.23
25,Mac Jones,NWE,24,QB,10,10,5-5-0,20.8,30.5,68.2,219.8,0.7,2.3,0.8,2.6,9,48,7.2,6.5,10.6,219.8,85.7,33.8,2.6,17.5,7.9,6.11,5.45,0,0
26,Matthew Stafford,LAR,34,QB,9,9,3-6-0,22.9,33.7,68,231.9,1.11,3.3,0.89,2.6,11.7,75,6.9,6.4,10.1,231.9,87.4,51.3,3.22,23.1,8.7,5.66,5.18,,
27,Justin Fields,CHI,23,QB,12,12,3-9-0,13,21.1,61.7,158,1.08,5.1,0.83,4,6.42,56,7.5,6.7,12.2,158,85.4,58.3,3.33,19.8,13.7,5.66,5.01,0.08,0.17
28,Dak Prescott,DAL,29,QB,8,8,6-2-0,21,31.4,66.9,230.9,1.75,5.6,1.13,3.6,11,68,7.4,6.9,11,230.9,92.2,52.3,1.13,6.5,3.5,6.9,6.42,0.13,0.13
29,Kenny Pickett,PIT,24,QB,10,9,4-5-0,19.1,29.4,65,179.7,0.4,1.4,0.8,2.7,9.1,57,6.1,5.2,9.4,179.7,74.9,44.9,2.4,16.1,7.5,5.14,4.26,0.1,0.2
30,Baker Mayfield,2TM,27,,8,6,1-5-0,17.6,30.1,58.5,192.9,0.88,2.9,0.75,2.5,7.63,75,6.4,5.9,10.9,192.9,76.8,23.2,2.88,18.1,8.7,5.3,4.8,0,0
31,Carson Wentz,WAS,30,QB,6,6,2-4-0,24,38.7,62.1,248.2,1.67,4.3,1,2.6,11.3,75,6.4,6.1,10.3,248.2,84.1,32.1,3.83,23.3,9,5.29,5.02,0.33,0.33
32,Taylor Heinicke,WAS,29,QB,7,7,5-1-1,18.7,30.3,61.8,206.3,1.29,4.2,0.71,2.4,10.4,49,6.8,6.6,11,206.3,86.3,42.3,2,14.4,6.2,5.94,5.74,0.29,0.14
33,Zach Wilson,NYJ,23,QB,7,7,5-2-0,15,27,55.6,182.7,0.57,2.1,0.71,2.6,8,79,6.8,6,12.2,182.7,72.6,43.2,2.29,17.7,7.8,5.63,4.93,0.14,0.29
34,Mitchell Trubisky,PIT,28,QB,6,4,1-3-0,16.7,26.3,63.3,178.8,0.67,2.5,0.83,3.2,9.33,45,6.8,5.9,10.7,178.8,78.4,51.7,1.67,9.67,6,6.04,5.18,0,0.17
35,Cooper Rush,DAL,29,QB,8,5,4-1-0,11.8,20.1,58.4,131.4,0.63,3.1,0.38,1.9,6.5,46,6.5,6.3,11.2,131.4,80.5,59.9,0.88,6.13,4.2,5.96,5.76,0,0.25
36,Mike White,NYJ,27,QB,3,3,1-2-0,26.7,43,62,317.3,1,2.3,0.67,1.6,14,60,7.4,7.1,11.9,317.3,85.8,49,1.67,13.3,3.7,6.81,6.58,,
37,Joe Flacco,NYJ,37,QB,4,3,1-2-0,23,39.5,58.2,225.5,1.25,3.2,0.75,1.9,11.5,66,5.7,5.5,9.8,225.5,77,28.5,2.5,16.5,6,4.98,4.77,0.25,0.25
38,Jameis Winston,NOR,28,QB,3,3,1-2-0,24.3,38.3,63.5,286,1.33,3.5,1.67,4.3,11.7,51,7.5,6.2,11.8,286,79.5,33.9,3.67,24.7,8.7,6.22,5.07,0.33,0.33
39,Bailey Zappe,NWE,23,QB,4,2,2-0-0,16.3,23,70.7,195.3,1.25,5.4,0.75,3.3,9.25,53,8.5,8.1,12,195.3,100.9,33.2,1.5,10,6.1,7.56,7.2,,
40,P.J. Walker,CAR,27,QB,6,5,2-3-0,10.5,17.7,59.4,121.8,0.5,2.8,0.5,2.8,5,62,6.9,6.2,11.6,121.8,78,23.1,1.17,7.67,6.2,6.06,5.4,,
41,Colt McCoy,ARI,36,QB,3,2,1-1-0,25.7,37,69.4,234,0.33,0.9,0.67,1.8,10,47,6.3,5.7,9.1,234,81.7,40.5,3.67,31,9,4.99,4.42,,
42,Brock Purdy,SFO,23,QB,6,2,2-0-0,10.3,15.5,66.7,113,1,6.5,0.33,2.2,5.5,54,7.3,7.6,10.9,113,100.6,68.2,0.67,5.33,4.1,6.66,6.97,,
43,Teddy Bridgewater,MIA,30,QB,4,1,0-1-0,9.25,15,61.7,130.5,0.75,5,0.75,5,5.75,64,8.7,7.5,14.1,130.5,85.6,53.5,1.5,8.25,9.1,7.41,6.27,,
44,Kyle Allen,HOU,26,QB,2,2,0-2-0,23,39,59,208,1,2.6,2,5.1,9.5,39,5.3,3.5,9,208,60.6,3.2,2.5,20.5,6,4.52,2.83,,
45,Deshaun Watson,CLE,27,QB,2,2,1-1-0,19,32,59.4,203.5,0.5,1.6,1,3.1,9,28,6.4,5.3,10.7,203.5,70.2,48.2,1.5,2,4.5,6.01,4.97,,
46,John Wolford,LAR,27,QB,3,3,1-2-0,12.7,20.7,61.3,130,0.33,1.6,1,4.8,6.33,30,6.3,4.4,10.3,130,64.6,21,2.33,16.3,10.1,4.94,3.28,,
47,Sam Ehlinger,IND,24,QB,2,2,0-2-0,16,26,61.5,152,0,0,0.5,1.9,5.5,47,5.8,5,9.5,152,69.7,34.1,5.5,36,17.5,3.68,2.97,,
48,Sam Darnold,CAR,25,QB,2,2,2-0-0,12.5,21.5,58.1,142,1,4.7,0,0,8.5,52,6.6,7.5,11.4,142,93.6,47.2,1,7.5,4.4,5.98,6.87,,
49,Skylar Thompson,MIA,25,QB,5,1,0-1-0,5.6,10.6,52.8,55.6,0,0,0.4,3.8,2.6,30,5.2,3.5,9.9,55.6,52.2,30.2,0.8,4.4,7,4.49,2.91,,
50,Tyler Huntley,BAL,24,QB,3,1,1-0-0,11.7,14.7,79.5,91.7,0,0,0.33,2.3,4,25,6.3,5.2,7.9,91.7,83.2,65.1,1,4,6.4,5.6,4.64,0.33,0.33
51,Brett Rypien,DEN,26,QB,2,1,0-1-0,14,27,51.9,120.5,0.5,1.9,1,3.7,5.5,45,4.5,3.2,8.6,120.5,54.6,28.9,0.5,3,1.8,4.27,3,,
52,Trey Lance,SFO,22,QB,2,2,1-1-0,7.5,15.5,48.4,97,0,0,0.5,3.2,3,44,6.3,4.8,12.9,97,55,35.5,1,4.5,6.1,5.61,4.24,,
53,Jordan Love,GNB,24,QB,3,0,,4,6,66.7,62,0.33,5.6,0,0,2.67,63,10.3,11.4,15.5,62,119.2,86,0,0,0,10.33,11.44,,
54,Trevor Siemian,CHI,31,QB,2,1,0-1-0,7.5,13,57.7,92,0.5,3.8,0.5,3.8,3.5,33,7.1,6.1,12.3,92,76.4,27.5,1,7,7.1,6.07,5.18,,
55,Bryce Perkins,LAR,26,QB,4,1,0-1-0,4.75,8.5,55.9,40.3,0.25,2.9,0.5,5.9,2.5,20,4.7,2.7,8.5,40.3,53.7,25.8,1.5,12.5,15,2.78,1.03,,
56,Malik Willis,TEN,23,QB,6,2,1-1-0,2.33,5.67,41.2,26.2,0,0,0.17,2.9,1,48,4.6,3.3,11.2,26.2,43.4,3.8,1,6.33,15,2.98,1.85,,
57,Taysom Hill,NOR,32,TE,12,7,,0.75,1.25,60,11.3,0.08,6.7,0,0,0.67,41,9.1,10.4,15.1,11.3,112.1,84,0.08,0.58,6.3,8.06,9.31,,
58,Jarrett Stidham,LVR,26,QB,3,0,,2.67,4.33,61.5,24,0,0,0,0,1.33,18,5.5,5.5,9,24,76.4,37.5,0.33,2.67,7.1,4.57,4.57,,
59,Trace McSorley,ARI,27,QB,3,0,,2.67,4.67,57.1,23.7,0,0,0.33,7.1,1.67,18,5.1,1.9,8.9,23.7,41.1,40.1,0.33,2.67,6.7,4.2,1.2,,
60,Jacob Eason,CAR,25,QB,1,0,,3,5,60,59,0,0,1,20,2,49,11.8,2.8,19.7,59,61.7,0.8,0,0,0,11.8,2.8,,
61,Tyrod Taylor,NYG,33,QB,2,0,,3,4,75,29,0.5,12.5,0.5,12.5,1.5,19,7.3,4.1,9.7,29,94.8,11.5,1.5,9,27.3,3.64,1.36,,
62,Nick Mullens,MIN,27,QB,2,0,,3,4,75,25.5,0,0,0,0,1.5,15,6.4,6.4,8.5,25.5,91.1,29.3,0,0,0,6.38,6.38,,
63,Jeff Driskel,HOU,29,QB,3,0,,1.33,2,66.7,12.7,0.33,16.7,0,0,0.33,28,6.3,9.7,9.5,12.7,123.6,66.1,0,0,0,6.33,9.67,,
64,Brian Hoyer,NWE,37,QB,1,1,0-1-0,5,6,83.3,37,0,0,0,0,2,27,6.2,6.2,7.4,37,92.4,22.9,1,8,14.3,4.14,4.14,,
65,Justin Jefferson,MIN,23,WR,13,13,,0.15,0.15,100,2.62,0,0,0,0,0.15,23,17,17,17,2.6,118.7,95.2,0,0,0,17,17,,
66,Christian McCaffrey,2TM,26,RB,14,13,,0.07,0.07,100,2.43,0.07,100,0,0,0.07,34,34,54,34,2.4,158.3,100,0,0,0,34,54,0,0
67,Gardner Minshew II,PHI,26,QB,3,0,,0.67,1.33,50,11.3,0,0,0,0,0.67,23,8.5,8.5,17,11.3,79.2,36.1,0,0,0,8.5,8.5,,
68,Tyler Boyd,CIN,28,WR,13,11,,0.08,0.08,100,1.77,0,0,0,0,0.08,23,23,23,23,1.8,118.7,12.8,0.08,0.92,50,5.5,5.5,,
69,Brandon Allen,CIN,30,QB,1,0,,3,3,100,22,0,0,0,0,1,13,7.3,7.3,7.3,22,97.2,49.3,1,0,25,5.5,5.5,,
70,Riley Dixon,LAR,29,P,13,0,,0.15,0.15,100,1.38,0,0,0,0,0.15,12,9,9,9,1.4,104.2,,0,0,0,9,9,,
71,Braden Mann,NYJ,25,P,13,0,,0.08,0.15,50,1.31,0,0,0,0,0.08,17,8.5,8.5,17,1.3,79.2,0,0,0,0,8.5,8.5,,
72,Anthony Brown,BAL,24,,1,0,,3,5,60,16,0,0,0,0,1,7,3.2,3.2,5.3,16,65.4,,1,4,16.7,2,2,,
73,Ryan Wright,MIN,22,P,13,0,,0.08,0.08,100,1,0,0,0,0,0.08,13,13,13,13,1,118.7,,0,0,0,13,13,,
74,Josh Johnson,SFO,36,QB,1,0,,1,2,50,10,0,0,0,0,1,10,5,5,10,10,64.6,20,0,0,0,5,5,,
75,Case Keenum,BUF,34,QB,2,0,,1,3.5,28.6,4,0,0,0,0,0,5,1.1,1.1,4,4,39.6,4.3,0,0,0,1.14,1.14,,
76,C.J. Beathard,JAX,29,QB,2,0,,1,1.5,66.7,3,0,0,0,0,0,3,2,2,3,3,70.1,50.2,0,0,0,2,2,,
77,Jack Fox,DET,26,P,13,0,,0.08,0.08,100,0.46,0,0,0,0,0.08,6,6,6,6,0.5,91.7,,0,0,0,6,6,,
78,Najee Harris,PIT,24,RB,13,13,,0.08,0.08,100,0.31,0,0,0,0,0,4,4,4,4,0.3,83.3,9.5,0,0,0,4,4,,
79,Derrick Henry,TEN,28,RB,13,13,,0.15,0.15,100,0.31,0.08,50,0,0,0.08,3,2,12,2,0.3,118.7,22.5,0,0,0,2,12,,
80,Mack Hollins,LVR,29,WR,13,12,,0.08,0.08,100,0.31,0,0,0,0,0,4,4,4,4,0.3,83.3,22.6,0,0,0,4,4,,
81,Braxton Berrios,NYJ,27,WR,13,2,,0.08,0.08,100,0.15,0.08,100,0,0,0.08,2,2,22,2,0.2,118.7,99.5,0,0,0,2,22,,
82,Chase Claypool,2TM,24,WR,13,11,,0.08,0.08,100,0.08,0.08,100,0,0,0.08,1,1,21,1,0.1,118.7,100,0,0,0,1,21,0,0
83,Rex Burkhead,HOU,32,RB,12,0,,0,0.08,0,0,0,0,0,0,0,0,0,0,,0,39.6,3,0,0,0,0,0,,
84,Amari Cooper,CLE,28,WR,13,13,,0,0.08,0,0,0,0,0.08,100,0,0,0,-45,,0,0,0,0,0,0,0,-45,,
85,DeeJay Dallas,SEA,24,RB,12,0,,0,0.08,0,0,0,0,0.08,100,0,0,0,-45,,0,0,0,0,0,0,0,-45,,
86,Chase Daniel,LAC,36,QB,2,0,,0,1,0,0,0,0,0,0,0,0,0,0,,0,39.6,28.6,0.5,0.5,33.3,-0.33,-0.33,,
87,Leonard Fournette,TAM,27,RB,12,9,,0,0.08,0,0,0,0,0.08,100,0,0,0,-45,,0,0,0,0,0,0,0,-45,,
88,Chad Henne,KAN,37,QB,2,0,,0,1,0,0,0,0,0,0,0,0,0,0,,0,39.6,3.7,0,0,0,0,0,,
89,Christian Kirk,JAX,26,WR,13,13,,0,0.08,0,0,0,0,0,0,0,0,0,0,,0,39.6,10.5,0,0,0,0,0,,
90,Cooper Kupp,LAR,29,WR,9,9,,0,0.11,0,0,0,0,0,0,0,0,0,0,,0,39.6,3.1,0,0,0,0,0,,
91,James Proche,BAL,26,WR,11,0,,0,0.09,0,0,0,0,0.09,100,0,0,0,-45,,0,0,0,0,0,0,0,-45,,
92,Tommy Townsend,KAN,26,P,13,0,,0,0.08,0,0,0,0,0,0,0,0,0,0,,0,39.6,,0,0,0,0,0,,
93,Garrett Wilson,NYJ,22,WR,13,8,,0,0.08,0,0,0,0,0,0,0,0,0,0,,0,39.6,0.8,0,0,0,0,0,,
