player,pos,age,g_number,week,team,opp,home_away,yds_rec,tgt_rec,yds_2_rec,tgt_2_rec,rec_rec,yds_3_rec,y_r_rec,td_rec,ctch_percent_rec,y_tgt_rec,yds_rus,att_rus,yds_2_rus,att_2_rus,yds_3_rus,y_a_rus,td_rus,att_pas,cmp_pas,att_2_pas,inc_pas,cmp_percent_pas,yds_pas,td_pas,int_pas,pick6_pas,td_percent_pas,int_percent_pas,rate_3_pas,sk_pas,yds_2_pas,sk_percent_pas,y_a_pas,ay_a_pas,any_a_pas,y_c_pas,points
Chigoziem Okonkwo,TE,23-059,8,9,TEN,KAN,away,48,3,48,3,1,48,48,0,33.3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.300000000000001
Noah Gray,TE,23-190,8,9,KAN,TEN,home,45,3,45,3,3,45,15,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Tyler Boyd,WR,27-356,9,9,CIN,CAR,home,44,6,44,6,5,44,8.8,0,83.3,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9
Darnell Mooney,WR,25-008,9,9,CHI,MIA,home,43,8,43,8,7,43,6.1,1,87.5,5.4,2,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Chris Moore,WR,29-140,8,9,HOU,PHI,home,43,5,43,5,4,43,10.8,1,80,8.6,2,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5
Juwan Johnson,TE,26-055,9,9,NOR,BAL,home,42,2,42,2,2,42,21,1,100,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2
Jakobi Meyers,WR,25-362,9,9,NWE,IND,home,42,6,42,6,5,42,8.4,0,83.3,7,2,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9
Foster Moreau,TE,25-184,8,9,LVR,JAX,away,42,5,42,5,2,42,21,0,40,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2
Josiah Deguara,TE,25-265,9,9,GNB,DET,away,41,5,41,5,5,41,8.2,0,100,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6000000000000005
Leonard Fournette,RB,27-292,9,9,TAM,LAR,home,41,7,41,7,5,41,8.2,0,71.4,5.9,19,9,19,9,19,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5
Cole Kmet,TE,23-241,9,9,CHI,MIA,home,41,6,41,6,5,41,8.2,2,83.3,6.8,9,2,9,2,9,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5
Raheem Blackshear,RB,23-154,9,9,CAR,CIN,away,40,4,40,4,4,40,10,0,100,10,13,5,13,5,13,2.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3
Zach Ertz,TE,31-361,9,9,ARI,SEA,home,40,8,40,8,5,40,8,1,62.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5
Mike Evans,WR,29-077,9,9,TAM,LAR,home,40,11,40,11,5,40,8,0,45.5,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5
Zay Jones,WR,27-221,9,9,JAX,LVR,home,40,5,40,5,5,40,8,0,100,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5
Jerick McKinnon,RB,30-187,8,9,KAN,TEN,home,40,8,40,8,6,40,6.7,0,75,5,4,3,4,3,4,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4
D Andre Swift,RB,23-296,8,9,DET,GNB,home,40,4,40,4,3,40,13.3,0,75,10,10,2,10,2,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5
D K Metcalf,WR,24-327,9,9,SEA,ARI,away,37,6,37,6,5,37,7.4,1,83.3,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2
Justin Watson,WR,26-216,8,9,KAN,TEN,home,37,5,37,5,2,37,18.5,0,40,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7
Gerald Everett,TE,28-134,8,9,LAC,ATL,away,36,8,36,8,5,36,7.2,0,62.5,4.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1
Chris Godwin,WR,26-252,9,9,TAM,LAR,home,36,10,36,10,7,36,5.1,0,70,3.6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.199999999999999
DeAndre Hopkins,WR,30-153,9,9,ARI,SEA,home,36,5,36,5,4,36,9,1,80,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6
Hayden Hurst,TE,29-074,9,9,CIN,CAR,home,35,5,35,5,5,35,7,0,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Austin Hooper,TE,28-008,8,9,TEN,KAN,away,34,3,34,3,2,34,17,0,66.7,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4
Samori Toure,WR,24-227,9,9,GNB,DET,away,34,4,34,4,2,34,17,0,50,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4
Gabriel Davis,WR,23-219,8,9,BUF,NYJ,away,33,5,33,5,2,33,16.5,0,40,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.300000000000001
Alvin Kamara,RB,27-105,9,9,NOR,BAL,home,32,4,32,4,3,32,10.7,0,75,8,30,9,30,9,30,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7
Tre Quan Smith,WR,26-304,9,9,NOR,BAL,home,29,4,29,4,3,29,9.7,0,75,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4
Robert Tonyan,TE,28-190,9,9,GNB,DET,away,29,4,29,4,3,29,9.7,0,75,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4
Julio Jones,WR,33-271,9,9,TAM,LAR,home,28,5,28,5,2,28,14,0,40,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8000000000000003
Kyle Pitts,TE,22-031,9,9,ATL,LAC,home,27,7,27,7,2,27,13.5,0,28.6,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7
Trent Sherfield,WR,26-253,9,9,MIA,CHI,away,27,3,27,3,3,27,9,0,100,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2
Michael Bandy,WR,24-336,8,9,LAC,ATL,away,26,8,26,8,5,26,5.2,0,62.5,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1
Hunter Renfrow,WR,26-320,8,9,LVR,JAX,away,26,4,26,4,3,26,8.7,0,75,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1
Travis Homer,RB,24-091,9,9,SEA,ARI,away,25,3,25,3,3,25,8.3,0,100,8.3,7,1,7,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7
Dawson Knox,TE,25-357,8,9,BUF,NYJ,away,25,4,25,4,3,25,8.3,0,75,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Quez Watkins,WR,24-147,8,9,PHI,HOU,away,25,2,25,2,2,25,12.5,0,100,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
Tyler Allgeier,RB,22-205,9,9,ATL,LAC,home,24,1,24,1,1,24,24,0,100,24,99,10,99,10,99,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8
Marquez Callaway,WR,24-225,9,9,NOR,BAL,home,24,5,24,5,3,24,8,0,60,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9000000000000004
Will Dissly,TE,26-121,9,9,SEA,ARI,away,24,4,24,4,3,24,8,0,75,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9000000000000004
Austin Ekeler,RB,27-173,8,9,LAC,ATL,away,24,8,24,8,7,24,3.4,1,87.5,3,47,14,47,14,47,3.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6
Isaiah Likely,TE,22-203,9,9,BAL,NOR,away,24,5,24,5,1,24,24,1,20,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9
D J Moore,WR,25-206,9,9,CAR,CIN,away,24,6,24,6,2,24,12,0,33.3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4000000000000004
Allen Robinson,WR,29-074,8,9,LAR,TAM,away,24,5,24,5,3,24,8,0,60,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9000000000000004
Devin Singletary,RB,25-064,8,9,BUF,NYJ,away,24,5,24,5,4,24,6,0,80,4.8,24,8,24,8,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.800000000000001
Christian Watson,WR,23-178,9,9,GNB,DET,away,24,2,24,2,2,24,12,0,100,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4000000000000004
Drake London,WR,21-105,9,9,ATL,LAC,home,23,7,23,7,3,23,7.7,0,42.9,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8000000000000003
Alec Pierce,WR,22-188,9,9,IND,NWE,away,23,2,23,2,1,23,23,0,50,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8000000000000003
Cedrick Wilson Jr,WR,26-351,9,9,MIA,CHI,away,23,2,23,2,2,23,11.5,0,100,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3000000000000003
Michael Pittman Jr,WR,25-032,9,9,IND,NWE,away,22,6,22,6,3,22,7.3,0,50,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7
James Proche,WR,26-047,9,9,BAL,NOR,away,22,2,22,2,2,22,11,0,100,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2
DeVonta Smith,WR,23-354,8,9,PHI,HOU,away,22,2,22,2,2,22,11,0,100,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2
Jonnu Smith,TE,27-076,9,9,NWE,IND,home,21,3,21,3,3,21,7,0,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6
Jeff Wilson,RB,26-355,9,9,MIA,CHI,away,21,3,21,3,3,21,7,1,100,7,51,9,51,9,51,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.700000000000001
Josh Jacobs,RB,24-268,8,9,LVR,JAX,away,20,3,20,3,3,20,6.7,0,100,6.7,67,17,67,17,67,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2
Aaron Jones,RB,27-339,9,9,GNB,DET,away,20,2,20,2,2,20,10,0,100,10,25,9,25,9,25,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5
Shi Smith,WR,24-011,9,9,CAR,CIN,away,20,2,20,2,1,20,20,0,50,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
Kenneth Walker III,RB,22-017,9,9,SEA,ARI,away,20,4,20,4,3,20,6.7,0,75,5,109,26,109,26,109,4.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.4
Dan Arnold,TE,27-236,9,9,JAX,LVR,home,19,1,19,1,1,19,19,0,100,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4000000000000004
James Conner,RB,27-185,9,9,ARI,SEA,home,19,5,19,5,5,19,3.8,0,100,3.8,45,7,45,7,45,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9
KhaDarel Hodge,WR,27-307,9,9,ATL,LAC,home,19,2,19,2,1,19,19,0,50,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4000000000000004
Marcedes Lewis,TE,38-171,9,9,GNB,DET,away,19,1,19,1,1,19,19,0,100,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4000000000000004
Josh Oliver,TE,25-231,9,9,BAL,NOR,away,19,3,19,3,1,19,19,0,33.3,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4000000000000004
Olamide Zaccheaus,WR,25-106,9,9,ATL,LAC,home,19,2,19,2,2,19,9.5,0,100,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9000000000000004
James Cook,RB,23-042,8,9,BUF,NYJ,away,18,4,18,4,2,18,9,0,50,4.5,15,4,15,4,15,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3
Romeo Doubs,WR,22-207,9,9,GNB,DET,away,18,1,18,1,1,18,18,0,100,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3
Travis Etienne,RB,23-284,9,9,JAX,LVR,home,17,2,17,2,2,17,8.5,0,100,8.5,109,28,109,28,109,3.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6
Mack Hollins,WR,29-051,8,9,LVR,JAX,away,17,4,17,4,2,17,8.5,0,50,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7
Kalif Raymond,WR,28-090,8,9,DET,GNB,home,17,3,17,3,3,17,5.7,0,100,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2
Kenyan Drake,RB,28-285,9,9,BAL,NOR,away,16,2,16,2,2,16,8,0,100,8,93,24,93,24,93,3.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9
Kenneth Gainwell,RB,23-234,8,9,PHI,HOU,away,16,3,16,3,3,16,5.3,0,100,5.3,22,4,22,4,22,5.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3
DeSean Jackson,WR,35-341,9,9,BAL,NOR,away,16,2,16,2,1,16,16,0,50,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1
Tom Kennedy,WR,26-100,8,9,DET,GNB,home,16,4,16,4,1,16,16,0,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1
C J Uzomah,TE,29-296,9,9,NYJ,BUF,home,16,3,16,3,3,16,5.3,0,100,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1
Eno Benjamin,RB,23-207,9,9,ARI,SEA,home,15,1,15,1,1,15,15,0,100,15,12,4,12,4,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2
Parris Campbell,WR,25-113,9,9,IND,NWE,away,15,5,15,5,2,15,7.5,0,40,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6
Luke Farrell,TE,25-023,9,9,JAX,LVR,home,15,1,15,1,1,15,15,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Jordan Wilkins,RB,28-111,9,9,IND,NWE,away,15,5,15,5,4,15,3.8,0,80,3,13,3,13,3,13,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8
Clyde Edwards Helaire,RB,23-209,8,9,KAN,TEN,home,14,2,14,2,1,14,14,0,50,7,5,4,5,4,5,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4000000000000004
O J Howard,TE,27-350,8,9,HOU,PHI,home,14,2,14,2,1,14,14,0,50,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9000000000000001
Trenton Irwin,WR,26-331,9,9,CIN,CAR,home,14,1,14,1,1,14,14,0,100,14,11,1,11,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Trent Taylor,WR,28-190,9,9,CIN,CAR,home,14,2,14,2,2,14,7,0,100,7,18,3,18,3,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2
Mo Alie Cox,TE,29-048,9,9,IND,NWE,away,13,2,13,2,2,13,6.5,0,100,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3
Chase Claypool,WR,24-122,9,9,CHI,MIA,home,13,6,13,6,2,13,6.5,0,33.3,2.2,4,1,4,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6999999999999997
Deon Jackson,RB,23-261,9,9,IND,NWE,away,13,3,13,3,2,13,6.5,0,66.7,4.3,23,11,23,11,23,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6
Jack Stoll,TE,24-279,8,9,PHI,HOU,away,13,2,13,2,1,13,13,0,50,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8
Isaiah McKenzie,WR,27-211,8,9,BUF,NYJ,away,12,3,12,3,2,12,6,0,66.7,4,9,1,9,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1
Denzel Mims,WR,25-027,9,9,NYJ,BUF,home,12,4,12,4,1,12,12,0,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7000000000000002
Dante Pettis,WR,27-014,9,9,CHI,MIA,home,12,1,12,1,1,12,12,0,100,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7000000000000002
