,,Receiving,,,,,,,,,,,,Receiving,,,,,,,,,
23,Curtis Samuel,65,4,65,Sun,9,9,2022-11-06,26-087,WAS,,MIN,L 17-20,4,3,65,21.7,1,75,16.3,2,WR,2-40
24,Tee Higgins,60,8,60,Sun,9,9,2022-11-06,23-292,CIN,,CAR,W 42-21,8,7,60,8.6,0,87.5,7.5,2,WR,2-33
25,A.J. Brown,59,6,59,Thu,8,9,2022-11-03,25-126,PHI,@,HOU,W 29-17,6,4,59,14.8,1,66.7,9.8,3,WR,2-51
26,Joe Mixon,58,5,58,Sun,9,9,2022-11-06,26-105,CIN,,CAR,W 42-21,5,4,58,14.5,1,80,11.6,3,RB,2-48
27,Terry McLaurin,56,9,56,Sun,9,9,2022-11-06,27-052,WAS,,MIN,L 17-20,9,5,56,11.2,0,55.6,6.2,3,WR,3-76
28,Amon-Ra St. Brown,55,9,55,Sun,8,9,2022-11-06,23-013,DET,,GNB,W 15-9,9,4,55,13.8,0,44.4,6.1,3,WR,4-112
29,DeAndre Carter,53,6,53,Sun,8,9,2022-11-06,29-210,LAC,@,ATL,W 20-17,6,5,53,10.6,0,83.3,8.8,5,WR,
30,Terrace Marshall Jr.,53,6,53,Sun,9,9,2022-11-06,22-150,CAR,@,CIN,L 21-42,6,3,53,17.7,1,50,8.8,3,WR,2-59
31,Scott Miller,53,8,53,Sun,9,9,2022-11-06,25-098,TAM,,LAR,W 16-13,8,7,53,7.6,0,87.5,6.6,2,WR,6-208
32,Hunter Henry,50,4,50,Sun,9,9,2022-11-06,27-334,NWE,,IND,W 26-3,4,4,50,12.5,0,100,12.5,2,TE,2-35
33,Marvin Jones,48,6,48,Sun,9,9,2022-11-06,32-239,JAX,,LVR,W 27-20,6,5,48,9.6,0,83.3,8,3,WR,5-166
34,Chigoziem Okonkwo,48,3,48,Sun,8,9,2022-11-06,23-059,TEN,@,KAN,L 17-20 (OT),3,1,48,48,0,33.3,16,1,TE,4-143
35,Noah Gray,45,3,45,Sun,8,9,2022-11-06,23-190,KAN,,TEN,W 20-17 (OT),3,3,45,15,0,100,15,2,TE,5-162
36,Tyler Boyd,44,6,44,Sun,9,9,2022-11-06,27-356,CIN,,CAR,W 42-21,6,5,44,8.8,0,83.3,7.3,2,WR,2-55
37,Darnell Mooney,43,8,43,Sun,9,9,2022-11-06,25-008,CHI,,MIA,L 32-35,8,7,43,6.1,1,87.5,5.4,2,WR,5-173
38,Chris Moore,43,5,43,Thu,8,9,2022-11-03,29-140,HOU,,PHI,L 17-29,5,4,43,10.8,1,80,8.6,2,WR,4-107
39,Juwan Johnson,42,2,42,Mon,9,9,2022-11-07,26-055,NOR,,BAL,L 13-27,2,2,42,21,1,100,21,1,TE,
40,Jakobi Meyers,42,6,42,Sun,9,9,2022-11-06,25-362,NWE,,IND,W 26-3,6,5,42,8.4,0,83.3,7,2,WR,
41,Foster Moreau,42,5,42,Sun,8,9,2022-11-06,25-184,LVR,@,JAX,L 20-27,5,2,42,21,0,40,8.4,2,TE,4-137
42,Josiah Deguara,41,5,41,Sun,9,9,2022-11-06,25-265,GNB,@,DET,L 9-15,5,5,41,8.2,0,100,8.2,1,TE,3-94
43,Leonard Fournette,41,7,41,Sun,9,9,2022-11-06,27-292,TAM,,LAR,W 16-13,7,5,41,8.2,0,71.4,5.9,1,RB,1-4
44,Cole Kmet,41,6,41,Sun,9,9,2022-11-06,23-241,CHI,,MIA,L 32-35,6,5,41,8.2,2,83.3,6.8,3,TE,2-43
45,Raheem Blackshear,40,4,40,Sun,9,9,2022-11-06,23-154,CAR,@,CIN,L 21-42,4,4,40,10,0,100,10,1,RB,
46,Zach Ertz,40,8,40,Sun,9,9,2022-11-06,31-361,ARI,,SEA,L 21-31,8,5,40,8,1,62.5,5,2,TE,2-35
47,Mike Evans,40,11,40,Sun,9,9,2022-11-06,29-077,TAM,,LAR,W 16-13,11,5,40,8,0,45.5,3.6,3,WR,1-7
48,Zay Jones,40,5,40,Sun,9,9,2022-11-06,27-221,JAX,,LVR,W 27-20,5,5,40,8,0,100,8,2,WR,2-37
49,Jerick McKinnon,40,8,40,Sun,8,9,2022-11-06,30-187,KAN,,TEN,W 20-17 (OT),8,6,40,6.7,0,75,5,2,RB,3-96
50,D'Andre Swift,40,4,40,Sun,8,9,2022-11-06,23-296,DET,,GNB,W 15-9,4,3,40,13.3,0,75,10,2,RB,2-35
51,D.K. Metcalf,37,6,37,Sun,9,9,2022-11-06,24-327,SEA,@,ARI,W 31-21,6,5,37,7.4,1,83.3,6.2,2,WR,2-64
52,Justin Watson,37,5,37,Sun,8,9,2022-11-06,26-216,KAN,,TEN,W 20-17 (OT),5,2,37,18.5,0,40,7.4,1,WR,5-144
53,Gerald Everett,36,8,36,Sun,8,9,2022-11-06,28-134,LAC,@,ATL,W 20-17,8,5,36,7.2,0,62.5,4.5,2,TE,2-44
54,Chris Godwin,36,10,36,Sun,9,9,2022-11-06,26-252,TAM,,LAR,W 16-13,10,7,36,5.1,0,70,3.6,2,WR,3-84
55,DeAndre Hopkins,36,5,36,Sun,9,9,2022-11-06,30-153,ARI,,SEA,L 21-31,5,4,36,9,1,80,7.2,1,WR,1-27
56,Hayden Hurst,35,5,35,Sun,9,9,2022-11-06,29-074,CIN,,CAR,W 42-21,5,5,35,7,0,100,7,2,TE,1-25
57,Austin Hooper,34,3,34,Sun,8,9,2022-11-06,28-008,TEN,@,KAN,L 17-20 (OT),3,2,34,17,0,66.7,11.3,2,TE,3-81
58,Samori Toure,34,4,34,Sun,9,9,2022-11-06,24-227,GNB,@,DET,L 9-15,4,2,34,17,0,50,8.5,1,WR,7-258
59,Gabriel Davis,33,5,33,Sun,8,9,2022-11-06,23-219,BUF,@,NYJ,L 17-20,5,2,33,16.5,0,40,6.6,1,WR,4-128
60,Alvin Kamara,32,4,32,Mon,9,9,2022-11-07,27-105,NOR,,BAL,L 13-27,4,3,32,10.7,0,75,8,1,RB,3-67
61,Tre'Quan Smith,29,4,29,Mon,9,9,2022-11-07,26-304,NOR,,BAL,L 13-27,4,3,29,9.7,0,75,7.3,2,WR,3-91
62,Robert Tonyan,29,4,29,Sun,9,9,2022-11-06,28-190,GNB,@,DET,L 9-15,4,3,29,9.7,0,75,7.3,1,TE,
63,Julio Jones,28,5,28,Sun,9,9,2022-11-06,33-271,TAM,,LAR,W 16-13,5,2,28,14,0,40,5.6,2,WR,1-6
64,Kyle Pitts,27,7,27,Sun,9,9,2022-11-06,22-031,ATL,,LAC,L 17-20,7,2,27,13.5,0,28.6,3.9,2,TE,1-4
65,Trent Sherfield,27,3,27,Sun,9,9,2022-11-06,26-253,MIA,@,CHI,W 35-32,3,3,27,9,0,100,9,1,WR,
66,Michael Bandy,26,8,26,Sun,8,9,2022-11-06,24-336,LAC,@,ATL,W 20-17,8,5,26,5.2,0,62.5,3.3,1,WR,
67,Hunter Renfrow,26,4,26,Sun,8,9,2022-11-06,26-320,LVR,@,JAX,L 20-27,4,3,26,8.7,0,75,6.5,1,WR,5-149
68,Travis Homer,25,3,25,Sun,9,9,2022-11-06,24-091,SEA,@,ARI,W 31-21,3,3,25,8.3,0,100,8.3,1,RB,6-204
69,Dawson Knox,25,4,25,Sun,8,9,2022-11-06,25-357,BUF,@,NYJ,L 17-20,4,3,25,8.3,0,75,6.3,1,TE,3-96
70,Quez Watkins,25,2,25,Thu,8,9,2022-11-03,24-147,PHI,@,HOU,W 29-17,2,2,25,12.5,0,100,12.5,1,WR,6-200
71,Tyler Allgeier,24,1,24,Sun,9,9,2022-11-06,22-205,ATL,,LAC,L 17-20,1,1,24,24,0,100,24,1,RB,5-151
72,Marquez Callaway,24,5,24,Mon,9,9,2022-11-07,24-225,NOR,,BAL,L 13-27,5,3,24,8,0,60,4.8,1,WR,
73,Will Dissly,24,4,24,Sun,9,9,2022-11-06,26-121,SEA,@,ARI,W 31-21,4,3,24,8,0,75,6,2,TE,4-120
74,Austin Ekeler,24,8,24,Sun,8,9,2022-11-06,27-173,LAC,@,ATL,W 20-17,8,7,24,3.4,1,87.5,3,3,RB,
75,Isaiah Likely,24,5,24,Mon,9,9,2022-11-07,22-203,BAL,@,NOR,W 27-13,5,1,24,24,1,20,4.8,1,TE,4-139
76,D.J. Moore,24,6,24,Sun,9,9,2022-11-06,25-206,CAR,@,CIN,L 21-42,6,2,24,12,0,33.3,4,2,WR,1-24
77,Allen Robinson,24,5,24,Sun,8,9,2022-11-06,29-074,LAR,@,TAM,L 13-16,5,3,24,8,0,60,4.8,3,WR,2-61
78,Devin Singletary,24,5,24,Sun,8,9,2022-11-06,25-064,BUF,@,NYJ,L 17-20,5,4,24,6,0,80,4.8,1,RB,3-74
79,Christian Watson,24,2,24,Sun,9,9,2022-11-06,23-178,GNB,@,DET,L 9-15,2,2,24,12,0,100,12,2,WR,2-34
80,Drake London,23,7,23,Sun,9,9,2022-11-06,21-105,ATL,,LAC,L 17-20,7,3,23,7.7,0,42.9,3.3,2,WR,1-8
81,Alec Pierce,23,2,23,Sun,9,9,2022-11-06,22-188,IND,@,NWE,L 3-26,2,1,23,23,0,50,11.5,1,WR,2-53
82,Cedrick Wilson Jr.,23,2,23,Sun,9,9,2022-11-06,26-351,MIA,@,CHI,W 35-32,2,2,23,11.5,0,100,11.5,2,WR,6-208
83,Michael Pittman Jr.,22,6,22,Sun,9,9,2022-11-06,25-032,IND,@,NWE,L 3-26,6,3,22,7.3,0,50,3.7,,WR,2-34
84,James Proche,22,2,22,Mon,9,9,2022-11-07,26-047,BAL,@,NOR,W 27-13,2,2,22,11,0,100,11,2,WR,6-201
85,DeVonta Smith,22,2,22,Thu,8,9,2022-11-03,23-354,PHI,@,HOU,W 29-17,2,2,22,11,0,100,11,1,WR,1-10
86,Jonnu Smith,21,3,21,Sun,9,9,2022-11-06,27-076,NWE,,IND,W 26-3,3,3,21,7,0,100,7,1,TE,3-100
87,Jeff Wilson,21,3,21,Sun,9,9,2022-11-06,26-355,MIA,@,CHI,W 35-32,3,3,21,7,1,100,7,1,RB,
88,Josh Jacobs,20,3,20,Sun,8,9,2022-11-06,24-268,LVR,@,JAX,L 20-27,3,3,20,6.7,0,100,6.7,1,RB,1-24
89,Aaron Jones,20,2,20,Sun,9,9,2022-11-06,27-339,GNB,@,DET,L 9-15,2,2,20,10,0,100,10,,RB,5-182
90,Shi Smith,20,2,20,Sun,9,9,2022-11-06,24-011,CAR,@,CIN,L 21-42,2,1,20,20,0,50,10,1,WR,6-204
91,Kenneth Walker III,20,4,20,Sun,9,9,2022-11-06,22-017,SEA,@,ARI,W 31-21,4,3,20,6.7,0,75,5,1,RB,2-41
92,Dan Arnold,19,1,19,Sun,9,9,2022-11-06,27-236,JAX,,LVR,W 27-20,1,1,19,19,0,100,19,1,TE,
93,James Conner,19,5,19,Sun,9,9,2022-11-06,27-185,ARI,,SEA,L 21-31,5,5,19,3.8,0,100,3.8,0,RB,3-105
94,KhaDarel Hodge,19,2,19,Sun,9,9,2022-11-06,27-307,ATL,,LAC,L 17-20,2,1,19,19,0,50,9.5,,WR,
95,Marcedes Lewis,19,1,19,Sun,9,9,2022-11-06,38-171,GNB,@,DET,L 9-15,1,1,19,19,0,100,19,1,TE,1-28
96,Josh Oliver,19,3,19,Mon,9,9,2022-11-07,25-231,BAL,@,NOR,W 27-13,3,1,19,19,0,33.3,6.3,1,TE,3-69
97,Olamide Zaccheaus,19,2,19,Sun,9,9,2022-11-06,25-106,ATL,,LAC,L 17-20,2,2,19,9.5,0,100,9.5,1,WR,
98,James Cook,18,4,18,Sun,8,9,2022-11-06,23-042,BUF,@,NYJ,L 17-20,4,2,18,9,0,50,4.5,1,RB,2-63
99,Romeo Doubs,18,1,18,Sun,9,9,2022-11-06,22-207,GNB,@,DET,L 9-15,1,1,18,18,0,100,18,1,WR,4-132
100,Travis Etienne,17,2,17,Sun,9,9,2022-11-06,23-284,JAX,,LVR,W 27-20,2,2,17,8.5,0,100,8.5,0,RB,1-25
101,Mack Hollins,17,4,17,Sun,8,9,2022-11-06,29-051,LVR,@,JAX,L 20-27,4,2,17,8.5,0,50,4.3,1,WR,4-118
102,Kalif Raymond,17,3,17,Sun,8,9,2022-11-06,28-090,DET,,GNB,W 15-9,3,3,17,5.7,0,100,5.7,1,WR,
103,Kenyan Drake,16,2,16,Mon,9,9,2022-11-07,28-285,BAL,@,NOR,W 27-13,2,2,16,8,0,100,8,2,RB,3-73
104,Kenneth Gainwell,16,3,16,Thu,8,9,2022-11-03,23-234,PHI,@,HOU,W 29-17,3,3,16,5.3,0,100,5.3,1,RB,5-150
105,DeSean Jackson,16,2,16,Mon,9,9,2022-11-07,35-341,BAL,@,NOR,W 27-13,2,1,16,16,0,50,8,1,WR,2-49
106,Tom Kennedy,16,4,16,Sun,8,9,2022-11-06,26-100,DET,,GNB,W 15-9,4,1,16,16,0,25,4,1,WR,
107,C.J. Uzomah,16,3,16,Sun,9,9,2022-11-06,29-296,NYJ,,BUF,W 20-17,3,3,16,5.3,0,100,5.3,1,TE,5-157
108,Eno Benjamin,15,1,15,Sun,9,9,2022-11-06,23-207,ARI,,SEA,L 21-31,1,1,15,15,0,100,15,1,RB,7-222
109,Parris Campbell,15,5,15,Sun,9,9,2022-11-06,25-113,IND,@,NWE,L 3-26,5,2,15,7.5,0,40,3,1,WR,2-59
110,Luke Farrell,15,1,15,Sun,9,9,2022-11-06,25-023,JAX,,LVR,W 27-20,1,1,15,15,0,100,15,1,TE,5-145
111,Jordan Wilkins,15,5,15,Sun,9,9,2022-11-06,28-111,IND,@,NWE,L 3-26,5,4,15,3.8,0,80,3,0,RB,5-169
112,Clyde Edwards-Helaire,14,2,14,Sun,8,9,2022-11-06,23-209,KAN,,TEN,W 20-17 (OT),2,1,14,14,0,50,7,1,RB,1-32
113,O.J. Howard,14,2,14,Thu,8,9,2022-11-03,27-350,HOU,,PHI,L 17-29,2,1,14,14,0,50,7,1,TE,1-19
114,Trenton Irwin,14,1,14,Sun,9,9,2022-11-06,26-331,CIN,,CAR,W 42-21,1,1,14,14,0,100,14,1,WR,
115,Trent Taylor,14,2,14,Sun,9,9,2022-11-06,28-190,CIN,,CAR,W 42-21,2,2,14,7,0,100,7,,WR,5-177
116,Mo Alie-Cox,13,2,13,Sun,9,9,2022-11-06,29-048,IND,@,NWE,L 3-26,2,2,13,6.5,0,100,6.5,,TE,
117,Chase Claypool,13,6,13,Sun,9,9,2022-11-06,24-122,CHI,,MIA,L 32-35,6,2,13,6.5,0,33.3,2.2,1,WR,2-49
118,Deon Jackson,13,3,13,Sun,9,9,2022-11-06,23-261,IND,@,NWE,L 3-26,3,2,13,6.5,0,66.7,4.3,1,RB,
119,Jack Stoll,13,2,13,Thu,8,9,2022-11-03,24-279,PHI,@,HOU,W 29-17,2,1,13,13,0,50,6.5,1,TE,
120,Isaiah McKenzie,12,3,12,Sun,8,9,2022-11-06,27-211,BUF,@,NYJ,L 17-20,3,2,12,6,0,66.7,4,1,WR,5-172
121,Denzel Mims,12,4,12,Sun,9,9,2022-11-06,25-027,NYJ,,BUF,W 20-17,4,1,12,12,0,25,3,1,WR,2-59
122,Dante Pettis,12,1,12,Sun,9,9,2022-11-06,27-014,CHI,,MIA,L 32-35,1,1,12,12,0,100,12,1,WR,2-44
123,Demarcus Robinson,12,4,12,Mon,9,9,2022-11-07,28-047,BAL,@,NOR,W 27-13,4,1,12,12,0,25,3,,WR,4-126
124,Cam Sims,12,1,12,Sun,9,9,2022-11-06,26-304,WAS,,MIN,L 17-20,1,1,12,12,0,100,12,1,WR,
125,Kadarius Toney,12,2,12,Sun,8,9,2022-11-06,23-283,KAN,,TEN,W 20-17 (OT),2,2,12,6,0,100,6,1,WR,1-20
126,Marquez Valdes-Scantling,12,1,12,Sun,8,9,2022-11-06,28-027,KAN,,TEN,W 20-17 (OT),1,1,12,12,0,100,12,1,WR,5-174
127,Kendrick Bourne,11,4,11,Sun,9,9,2022-11-06,27-094,NWE,,IND,W 26-3,4,3,11,3.7,0,75,2.8,,WR,
128,Antonio Gibson,11,3,11,Sun,9,9,2022-11-06,24-136,WAS,,MIN,L 17-20,3,2,11,5.5,0,66.7,3.7,1,RB,3-66
129,Tommy Tremble,11,4,11,Sun,9,9,2022-11-06,22-157,CAR,@,CIN,L 21-42,4,2,11,5.5,1,50,2.8,1,TE,3-83
130,Malcolm Brown,10,1,10,Sun,8,9,2022-11-06,29-175,LAR,@,TAM,L 13-16,1,1,10,10,0,100,10,1,RB,
131,Spencer Brown,10,3,10,Sun,9,9,2022-11-06,23-358,CAR,@,CIN,L 21-42,3,2,10,5,0,66.7,3.3,0,RB,
132,Michael Carter,10,1,10,Sun,9,9,2022-11-06,23-183,NYJ,,BUF,W 20-17,1,1,10,10,0,100,10,1,RB,4-107
133,AJ Dillon,10,4,10,Sun,9,9,2022-11-06,24-188,GNB,@,DET,L 9-15,4,2,10,5,0,50,2.5,0,RB,2-62
134,Rhamondre Stevenson,10,7,10,Sun,9,9,2022-11-06,24-256,NWE,,IND,W 26-3,7,3,10,3.3,1,42.9,1.4,1,RB,4-120
135,Kevin White,10,1,10,Mon,9,9,2022-11-07,30-135,NOR,,BAL,L 13-27,1,1,10,10,0,100,10,1,WR,1-7
136,Michael Burton,9,1,9,Sun,8,9,2022-11-06,30-278,KAN,,TEN,W 20-17 (OT),1,1,9,9,0,100,9,,FB,5-168
137,Dalvin Cook,9,6,9,Sun,8,9,2022-11-06,27-088,MIN,@,WAS,W 20-17,6,2,9,4.5,1,33.3,1.5,1,RB,2-41
138,Cordarrelle Patterson,9,1,9,Sun,9,9,2022-11-06,31-234,ATL,,LAC,L 17-20,1,1,9,9,0,100,9,0,RB,1-29
139,Sammy Watkins,9,5,9,Sun,9,9,2022-11-06,29-145,GNB,@,DET,L 9-15,5,1,9,9,0,20,1.8,,WR,1-4
140,Ameer Abdullah,8,3,8,Sun,8,9,2022-11-06,29-146,LVR,@,JAX,L 20-27,3,1,8,8,0,33.3,2.7,,RB,2-54
141,Evan Engram,8,2,8,Sun,9,9,2022-11-06,28-065,JAX,,LVR,W 27-20,2,1,8,8,0,50,4,,TE,1-23
142,Justice Hill,8,1,8,Mon,9,9,2022-11-07,24-358,BAL,@,NOR,W 27-13,1,1,8,8,0,100,8,,RB,4-113
143,Tyron Johnson,8,1,8,Thu,8,9,2022-11-03,26-299,HOU,,PHI,L 17-29,1,1,8,8,0,100,8,,WR,
144,James Mitchell,8,2,8,Sun,8,9,2022-11-06,23-087,DET,,GNB,W 15-9,2,2,8,4,1,100,4,2,TE,5-177
145,David Montgomery,8,2,8,Sun,9,9,2022-11-06,25-152,CHI,,MIA,L 32-35,2,1,8,8,0,50,4,0,RB,3-73
146,Zach Pascal,8,1,8,Thu,8,9,2022-11-03,27-320,PHI,@,HOU,W 29-17,1,1,8,8,0,100,8,,WR,
147,Giovanni Ricci,8,1,8,Sun,9,9,2022-11-06,26-021,CAR,@,CIN,L 21-42,1,1,8,8,0,100,8,,FB,
148,J.J. Taylor,8,1,8,Sun,9,9,2022-11-06,24-306,NWE,,IND,W 26-3,1,1,8,8,0,100,8,,RB,
149,Adam Trautman,8,1,8,Mon,9,9,2022-11-07,25-275,NOR,,BAL,L 13-27,1,1,8,8,0,100,8,,TE,3-105
150,Jalen Camp,7,1,7,Thu,8,9,2022-11-03,24-116,HOU,,PHI,L 17-29,1,1,7,7,0,100,7,1,WR,6-209
151,Tyler Conklin,7,2,7,Sun,9,9,2022-11-06,27-099,NYJ,,BUF,W 20-17,2,1,7,7,0,50,3.5,1,TE,5-157
152,Mike Davis,7,1,7,Mon,9,9,2022-11-07,29-261,BAL,@,NOR,W 27-13,1,1,7,7,0,100,7,,RB,4-126
153,Chris Manhertz,7,2,7,Sun,9,9,2022-11-06,30-210,JAX,,LVR,W 27-20,2,1,7,7,0,50,3.5,,TE,
154,Dwayne Washington,7,1,7,Mon,9,9,2022-11-07,28-197,NOR,,BAL,L 13-27,1,1,7,7,0,100,7,,RB,7-236
155,Rachaad White,7,3,7,Sun,9,9,2022-11-06,23-298,TAM,,LAR,W 16-13,3,3,7,2.3,0,100,2.3,1,RB,3-91
156,Braxton Berrios,6,2,6,Sun,9,9,2022-11-06,27-031,NYJ,,BUF,W 20-17,2,1,6,6,0,50,3,1,WR,6-210
157,Rex Burkhead,6,2,6,Thu,8,9,2022-11-03,32-124,HOU,,PHI,L 17-29,2,1,6,6,0,50,3,1,RB,6-190
158,N'Keal Harry,6,2,6,Sun,9,9,2022-11-06,24-324,CHI,,MIA,L 32-35,2,1,6,6,0,50,3,,WR,1-32
159,Ko Kieft,6,2,6,Sun,9,9,2022-11-06,24-290,TAM,,LAR,W 16-13,2,1,6,6,0,50,3,,TE,6-218
160,Dax Milne,6,1,6,Sun,9,9,2022-11-06,23-136,WAS,,MIN,L 17-20,1,1,6,6,1,100,6,1,WR,7-258
161,Colby Parkinson,6,2,6,Sun,9,9,2022-11-06,23-302,SEA,@,ARI,W 31-21,2,2,6,3,0,100,3,1,TE,4-133
162,MyCole Pruitt,6,1,6,Sun,9,9,2022-11-06,30-227,ATL,,LAC,L 17-20,1,1,6,6,0,100,6,1,TE,5-143
163,Jeff Smith,6,1,6,Sun,9,9,2022-11-06,25-199,NYJ,,BUF,W 20-17,1,1,6,6,0,100,6,,WR,
164,John Bates,5,2,5,Sun,9,9,2022-11-06,25-000,WAS,,MIN,L 17-20,2,1,5,5,0,50,2.5,1,TE,4-124
165,Devin Duvernay,5,1,5,Mon,9,9,2022-11-07,25-056,BAL,@,NOR,W 27-13,1,1,5,5,0,100,5,,WR,3-92
166,Jamycal Hasty,5,1,5,Sun,9,9,2022-11-06,26-055,JAX,,LVR,W 27-20,1,1,5,5,0,100,5,,RB,
167,Brevin Jordan,5,2,5,Thu,8,9,2022-11-03,22-110,HOU,,PHI,L 17-29,2,1,5,5,0,50,2.5,,TE,5-147
168,James Robinson,5,2,5,Sun,9,9,2022-11-06,24-089,NYJ,,BUF,W 20-17,2,2,5,2.5,1,100,2.5,1,RB,
169,Tyquan Thornton,5,4,5,Sun,9,9,2022-11-06,22-091,NWE,,IND,W 26-3,4,1,5,5,0,25,1.3,,WR,2-50
170,Isiah Pacheco,4,1,4,Sun,8,9,2022-11-06,22-249,KAN,,TEN,W 20-17 (OT),1,1,4,4,0,100,4,0,RB,7-251
171,Brandon Powell,4,1,4,Sun,8,9,2022-11-06,27-055,LAR,@,TAM,L 13-16,1,1,4,4,0,100,4,,WR,
172,Patrick Ricard,4,1,4,Mon,9,9,2022-11-07,28-164,BAL,@,NOR,W 27-13,1,1,4,4,0,100,4,0,FB,
173,Mike Gesicki,3,2,3,Sun,9,9,2022-11-06,27-034,MIA,@,CHI,W 35-32,2,1,3,3,0,50,1.5,,TE,2-42
174,Samaje Perine,3,2,3,Sun,9,9,2022-11-06,27-051,CIN,,CAR,W 42-21,2,1,3,3,0,50,1.5,0,RB,4-114
175,Hassan Haskins,2,1,2,Sun,8,9,2022-11-06,22-345,TEN,@,KAN,L 17-20 (OT),1,1,2,2,0,100,2,,RB,4-131
176,Teagan Quitoriano,2,1,2,Thu,8,9,2022-11-03,22-233,HOU,,PHI,L 17-29,1,1,2,2,1,100,2,1,TE,5-170
177,Avery Williams,2,1,2,Sun,9,9,2022-11-06,24-114,ATL,,LAC,L 17-20,1,1,2,2,0,100,2,,RB,5-183
178,Jelani Woods,2,3,2,Sun,9,9,2022-11-06,24-028,IND,@,NWE,L 3-26,3,1,2,2,0,33.3,0.7,,TE,3-73
179,Johnny Mundt,1,1,1,Sun,8,9,2022-11-06,27-348,MIN,@,WAS,W 20-17,1,1,1,1,0,100,1,,TE,
180,Breshad Perriman,1,2,1,Sun,9,9,2022-11-06,29-057,TAM,,LAR,W 16-13,2,1,1,1,0,50,0.5,,WR,1-26
181,Shane Zylstra,1,1,1,Sun,8,9,2022-11-06,25-355,DET,,GNB,W 15-9,1,1,1,1,1,100,1,1,TE,
