player,Position_yah,Opponent_yah,expected_points,Salary_yah,ex_ppd
Tyler Allgeier,RB,SEA,1.5025773195876289,11,0.13659793814432988
Justice Hill,RB,NE,0.8513060569992124,11,0.07739145972720113
Kenneth Walker III,RB,ATL,1.5502711722987068,11,0.14093374293624608
J K Dobbins,RB,NE,0,17,0
Mark Ingram II,RB,CAR,0,17,0
Travis Etienne Jr,RB,LAC,0,14,0
Darrell Henderson Jr,RB,ARI,0,20,0
Jeff Wilson Jr,RB,DEN,0,13,0
Melvin Gordon III,RB,SF,0,15,0
Mark Andrews,TE,NE,13.790461082787537,26,0.5304023493379822
Cooper Kupp,WR,ARI,25.045304976282445,40,0.6261326244070611
Travis Kelce,TE,IND,12.61717389448503,33,0.3823386028631827
Deebo Samuel,WR,DEN,7.842284946393525,22,0.356467497563342
Dalton Schultz,TE,NYG,7.068258390609197,15,0.4712172260406131
Ja Marr Chase,WR,NYJ,15.22645212009644,32,0.47582662875301374
George Kittle,TE,DEN,5.423096881934042,25,0.2169238752773617
Justin Jefferson,WR,DET,18.95309043345338,38,0.49876553772245735
Davante Adams,WR,TEN,17.487306495749497,35,0.4996373284499856
Dawson Knox,TE,MIA,5.807963223510949,16,0.36299770146943433
Mike Evans,WR,GB,11.483442079084798,26,0.44167084919556915
Hunter Henry,TE,BAL,6.107489781086018,12,0.5089574817571682
Tyreek Hill,WR,BUF,14.179641605202137,28,0.506415771614362
Dallas Goedert,TE,WAS,9.723942585057577,19,0.5117864518451356
Stefon Diggs,WR,MIA,19.512927472107233,31,0.6294492732937818
Kyle Pitts,TE,SEA,6.419330982432392,20,0.3209665491216196
Mike Williams,WR,JAX,10.956009423887496,26,0.42138497784182677
Zach Ertz,TE,LAR,9.567142011681238,15,0.6378094674454159
Mike Gesicki,TE,BUF,5.790845687402099,11,0.5264405170365545
Tyler Lockett,WR,ATL,12.360786403883408,16,0.772549150242713
Pat Freiermuth,TE,CLE,9.567134442111277,17,0.5627726142418398
Diontae Johnson,WR,CLE,12.02756405080473,19,0.6330296868844595
Noah Fant,TE,ATL,5.648032830377297,13,0.4344640638751767
Hunter Renfrow,WR,TEN,8.37299148685215,15,0.55819943245681
Tyler Higbee,TE,ARI,8.155241014522337,18,0.453068945251241
CeeDee Lamb,WR,NYG,9.088598141504804,19,0.47834727060551596
Keenan Allen,WR,JAX,9.457723801934943,24,0.3940718250806226
T J Hockenson,TE,MIN,7.870089076429307,16,0.4918805672768317
Michael Pittman Jr,WR,KC,23.637772182750197,26,0.9091450839519306
C J Uzomah,TE,CIN,3.600075533249165,12,0.30000629443743043
Tee Higgins,WR,NYJ,11.291418478585609,21,0.5376865942183623
Darren Waller,TE,TEN,10.845628545473069,22,0.4929831157033213
Tyler Conklin,TE,CIN,5.855914703422558,13,0.4504549771863506
Chris Godwin,WR,GB,8.012418282222264,21,0.3815437277248697
Brandin Cooks,WR,CHI,10.502847221691809,16,0.6564279513557381
Jaylen Waddle,WR,BUF,13.456634292585363,25,0.5382653717034145
Gerald Everett,TE,JAX,7.860515032838792,15,0.5240343355225862
Darnell Mooney,WR,HOU,6.7384800087521395,14,0.48132000062515284
Amon Ra St Brown,WR,MIN,16.0804368193097,29,0.5544978213555068
Evan Engram,TE,LAC,6.427937158731643,12,0.5356614298943035
Terry McLaurin,WR,PHI,10.01340237508171,22,0.45515465341280503
Marquise Brown,WR,LAR,11.301818482502371,19,0.5948325517106511
Austin Hooper,TE,LV,3.5363893788012835,12,0.294699114900107
Amari Cooper,WR,PIT,14.343383086948574,22,0.6519719584976624
Adam Thielen,WR,DET,9.432822052093218,16,0.5895513782558262
Christian Kirk,WR,LAC,15.890257190265242,18,0.8827920661258468
DeVonta Smith,WR,WAS,8.11148978297277,17,0.47714645782192766
Van Jefferson,WR,ARI,3.722276190131693,13,0.28632893770243795
A J Brown,WR,WAS,13.887336711918437,28,0.49597631113994417
Tyler Boyd,WR,NYJ,8.545876161332059,12,0.7121563467776716
Brandon Aiyuk,WR,DEN,7.539045826259672,12,0.6282538188549727
K J Osborn,WR,DET,5.960143210897958,11,0.5418312009907235
Chase Claypool,WR,CLE,6.693424570709182,14,0.4781017550506559
Hayden Hurst,TE,NYJ,5.019954964300514,12,0.4183295803583762
Jakobi Meyers,WR,BAL,11.821758590816728,15,0.7881172393877819
A J Green,WR,LAR,5.673586222972177,11,0.5157805657247434
Allen Lazard,WR,TB,7.186217020652567,16,0.44913856379078543
Logan Thomas,TE,PHI,7.67286323749388,15,0.5115242158329253
Russell Gage,WR,GB,6.161533603113827,13,0.4739641233164482
Elijah Moore,WR,CIN,8.714271119958624,13,0.670328547689125
Courtland Sutton,WR,SF,8.506009632358055,19,0.4476847174925292
Robert Woods,WR,LV,8.599203947377227,15,0.5732802631584818
Robert Tonyan,TE,TB,4.439681377485405,13,0.34151395211426194
Will Dissly,TE,ATL,6.011167920307523,13,0.46239753233134795
Mecole Hardman,WR,IND,6.680284479634585,12,0.5566903733028821
Jarvis Landry,WR,CAR,8.103199902876412,12,0.6752666585730344
O J Howard,TE,CHI,5.354898967130099,11,0.48680899701182717
Corey Davis,WR,CIN,10.75369554620379,14,0.7681211104431279
Nelson Agholor,WR,BAL,12.274705626307776,12,1.022892135525648
DeAndre Carter,WR,JAX,6.382371305460327,15,0.4254914203640218
Marquez Valdes Scantling,WR,IND,5.391627955323629,12,0.4493023296103024
Zay Jones,WR,LAC,6.212916265828376,11,0.5648105696207615
Rashod Bateman,WR,NE,10.111143666665347,19,0.5321654561402814
Michael Gallup,WR,NYG,3.8152949646074643,14,0.2725210689005332
Rondale Moore,WR,LAR,2.9849302905236095,15,0.19899535270157395
Devin Duvernay,WR,NE,6.772707677255154,15,0.4515138451503436
Julio Jones,WR,GB,6.642099602318121,15,0.44280664015454135
Jerry Jeudy,WR,SF,7.966745597009253,17,0.4686320939417208
Sammy Watkins,WR,TB,5.688401035186868,12,0.4740334195989057
Sterling Shepard,WR,DAL,10.095516693738036,13,0.7765782072106181
Ashton Dulin,WR,KC,5.718755395603649,11,0.5198868541457863
Isaiah McKenzie,WR,MIA,4.19706537036948,14,0.29979038359782
Breshad Perriman,WR,GB,5.574918465207228,13,0.4288398819390175
Curtis Samuel,WR,PHI,6.13614404077077,18,0.3408968911539316
Drake London,WR,SEA,7.941928651449377,17,0.46717227361466923
Noah Brown,WR,NYG,8.091795905707196,11,0.7356178096097451
Garrett Wilson,WR,CIN,6.584261551155116,15,0.4389507700770077
Robbie Anderson,WR,NO,5.442336309523809,13,0.41864125457875456
Michael Thomas,WR,CAR,7.570484539969835,23,0.3291515017378189
Chris Olave,WR,CAR,2.955750377073907,15,0.19705002513826045
Greg Dortch,WR,LAR,6.220991091314032,14,0.4443565065224308
Treylon Burks,WR,LV,4.368405454088473,12,0.36403378784070606
Taysom Hill,TE,CAR,0.15655165912518854,16,0.009784478695324283
Jahan Dotson,WR,PHI,6.079342166591029,17,0.3576083627406488
JuJu Smith Schuster,WR,IND,2.0425981228668944,16,0.1276623826791809
Kyle Philips,WR,LV,2.4105636310321716,12,0.2008803025860143
Jody Fortson,TE,IND,0,14,0
DJ Moore,WR,NO,0,20,0
Gabe Davis,WR,MIA,0,20,0
Marvin Jones Jr,WR,LAC,0,11,0
Joshua Palmer,WR,JAX,0,17,0
Allen Robinson II,WR,ARI,0,17,0
DK Metcalf,WR,ATL,0,19,0
