,,,,,Games,,Receiving,,,,,,,,,,,Rushing,,,,,,,,Total Yds,,,,
69,JuJu Smith-Schuster,KAN,26,WR,3,3,6.33,4.67,59.3,12.7,0,2.33,53,4.7,59.3,73.7%,9.4,,,,0,,,,,4.67,12.7,59.3,0,0.67
70,Najee Harris,PIT,24,RB,3,3,3.67,3.33,16,4.8,0.33,1.67,14,3.3,16,90.9%,4.4,13.3,42.7,0.33,2.67,11,3.2,42.7,13.3,16.7,3.5,58.7,2,0.33
71,Devin Singletary,BUF,25,RB,3,3,5.33,4.33,31.3,7.2,0.33,2,22,4.3,31.3,81.3%,5.9,7.67,26.7,0,1.33,16,3.5,26.7,7.7,12,4.8,58,1,0
72,Ezekiel Elliott,DAL,27,RB,3,3,1.67,1,-1.67,-1.7,0,0,2,1,-1.7,60.0%,-1,13.3,59.3,0.33,3.33,27,4.5,59.3,13.3,14.3,4,57.7,1,0
73,Zay Jones,JAX,27,WR,3,2,8,6.33,57.7,9.1,0.33,3.33,18,6.3,57.7,79.2%,7.2,0.33,0,0,0,0,0,0,0.3,6.67,8.7,57.7,1,0
74,Tyler Higbee,LAR,29,TE,3,3,8,5.33,57,10.7,0,3,26,5.3,57,66.7%,7.1,,,,0,,,,,5.33,10.7,57,0,0
75,Michael Thomas,NOR,29,WR,3,3,7.33,5.33,57,10.7,1,4.33,21,5.3,57,72.7%,7.8,,,,0,,,,,5.33,10.7,57,3,0
76,Dallas Goedert,PHI,27,TE,3,3,4.67,3.67,56,15.3,0.33,2.67,27,3.7,56,78.6%,12,,,,0,,,,,3.67,15.3,56,1,0
77,Jalen Hurts,PHI,24,QB,3,3,0,0,0,,0,0,0,0,0,0.0%,,12.3,55.7,1,3.33,26,4.5,55.7,12.3,12.3,4.5,55.7,3,0.33
78,DeVante Parker,NWE,29,WR,3,3,4.67,2,55,27.5,0,2,40,2,55,42.9%,11.8,,,,0,,,,,2,27.5,55,0,0
79,James Conner,ARI,27,RB,3,3,5,3.33,24.3,7.3,0,1.33,21,3.3,24.3,66.7%,4.9,10,30,0.33,3.67,10,3,30,10,13.3,4.1,54.3,1,0.33
80,Josh Reynolds,DET,27,WR,3,3,5.33,3.33,54,16.2,0.33,2.67,28,3.3,54,62.5%,10.1,,,,0,,,,,3.33,16.2,54,1,0
81,Jarvis Landry,NOR,30,WR,3,1,6.33,4.33,53.7,12.4,0,1.67,40,4.3,53.7,68.4%,8.5,,,,0,,,,,4.33,12.4,53.7,0,0
82,Brandin Cooks,HOU,29,WR,3,3,9.67,4.33,52.7,12.2,0,2.33,42,4.3,52.7,44.8%,5.4,,,,0,,,,,4.33,12.2,52.7,0,0
83,Jakobi Meyers,NWE,26,WR,2,2,9.5,6.5,75,11.5,0,3,27,6.5,75,68.4%,7.9,0.5,3.5,0,0.5,7,7,3.5,0.5,7,11.2,78.5,0,0
84,Sterling Shepard,NYG,29,WR,3,2,8,4.33,51.3,11.8,0.33,1.33,65,4.3,51.3,54.2%,6.4,,,,0,,,,,4.33,11.8,51.3,1,0
85,Chase Edmonds,MIA,26,RB,4,2,2.75,2,17,8.5,0.25,1,15,2,17,72.7%,6.2,7,21.3,0.5,1,28,3,21.3,7,9,4.3,38.3,3,0
86,Richie James,NYG,27,WR,3,1,5.67,4.67,48.7,10.4,0,2.33,16,4.7,48.7,82.4%,8.6,0.67,2,0,0,4,3,2,0.7,5.33,9.5,50.7,0,0
87,Rashaad Penny,SEA,26,RB,3,3,1.33,1,3.33,3.3,0,0.33,4,1,3.3,75.0%,2.5,10.7,47,0,2.33,26,4.4,47,10.7,11.7,4.3,50.3,0,0.33
88,Darren Waller,LVR,30,TE,3,3,6.33,4.33,50.3,11.6,0.33,2.67,31,4.3,50.3,68.4%,7.9,,,,0,,,,,4.33,11.6,50.3,1,0
89,Gerald Everett,LAC,28,TE,3,3,6.67,3.67,50,13.6,0.33,1.67,26,3.7,50,55.0%,7.5,,,,0,,,,,3.67,13.6,50,1,0
90,Brandon Aiyuk,SFO,24,WR,3,3,6.33,3.33,47.3,14.2,0.33,2.33,31,3.3,47.3,52.6%,7.5,0.33,2.33,0,0,7,7,2.3,0.3,3.67,13.5,49.7,1,0
91,Adam Thielen,MIN,32,WR,3,3,6.33,4.33,49.7,11.5,0.33,3.67,22,4.3,49.7,68.4%,7.8,,,,0,,,,,4.33,11.5,49.7,1,0
92,Robbie Anderson,CAR,29,WR,3,3,5.67,3,49.3,16.4,0.33,1,75,3,49.3,52.9%,8.7,,,,0,,,,,3,16.4,49.3,1,0.33
93,Romeo Doubs,GNB,22,WR,3,1,5.33,4.67,45.7,9.8,0.33,1.33,23,4.7,45.7,87.5%,8.6,0.33,3.67,0,0.33,11,11,3.7,0.3,5,9.9,49.3,1,0.33
94,DeAndre Carter,LAC,29,WR,3,2,3.67,3,50,16.7,0.33,2.67,35,3,50,81.8%,13.6,0.33,-1.67,0,0,-5,-5,-1.7,0.3,3.33,14.5,48.3,1,0
95,Tyler Conklin,NYJ,27,TE,3,3,8,6,46.7,7.8,0.33,1.67,21,6,46.7,75.0%,5.8,,,,0,,,,,6,7.8,46.7,1,0.67
96,Pat Freiermuth,PIT,24,TE,3,3,7,3.67,46,12.5,0.33,2,31,3.7,46,52.4%,6.6,,,,0,,,,,3.67,12.5,46,1,0
97,Isaiah McKenzie,BUF,27,WR,3,3,5,3.67,44,12,0.67,2.33,28,3.7,44,73.3%,8.8,0.33,2,0,0.33,6,6,2,0.3,4,11.5,46,2,0
98,Josh Palmer,LAC,24,WR,3,3,7,4.33,44.7,10.3,0.33,2.67,45,4.3,44.7,61.9%,6.4,0.33,1.33,0,0.33,4,4,1.3,0.3,4.67,9.9,46,1,0
99,Mike Williams,LAC,28,WR,3,3,6.67,3.67,46,12.5,0.67,1.67,39,3.7,46,55.0%,6.9,,,,0,,,,,3.67,12.5,46,2,0
100,Darrell Henderson,LAR,25,RB,3,3,2,1.67,8.67,5.2,0,0.33,10,1.7,8.7,83.3%,4.3,9,37,0.33,2,18,4.1,37,9,10.7,4.3,45.7,1,0
101,Robert Woods,TEN,30,WR,3,3,5.33,3,45.7,15.2,0,2,41,3,45.7,56.3%,8.6,,,,0,,,,,3,15.2,45.7,0,0
102,Eno Benjamin,ARI,23,RB,3,0,4,2.67,20,7.5,0,0.33,22,2.7,20,66.7%,5,5.67,25,0,1.33,16,4.4,25,5.7,8.33,5.4,45,0,0
103,Ashton Dulin,IND,25,WR,3,1,4.67,3,44,14.7,0,2,39,3,44,64.3%,9.4,0.33,1,0,0,3,3,1,0.3,3.33,13.5,45,0,0
104,D.K. Metcalf,SEA,25,WR,3,3,8.33,5.33,45,8.4,0.33,2.33,18,5.3,45,64.0%,5.4,,,,0,,,,,5.33,8.4,45,1,0.33
105,Zach Ertz,ARI,32,TE,3,3,8.33,5.33,44.7,8.4,0.33,2.67,16,5.3,44.7,64.0%,5.4,,,,0,,,,,5.33,8.4,44.7,1,0
106,Elijah Moore,NYJ,22,WR,3,3,7,4,46.3,11.6,0,2.67,24,4,46.3,57.1%,6.6,0.33,-2,0,0,-6,-6,-2,0.3,4.33,10.2,44.3,0,0
107,Mike Evans,TAM,29,WR,2,2,5.5,4,66,16.5,0.5,4,41,4,66,72.7%,12,,,,0,,,,,4,16.5,66,1,0
108,Jerry Jeudy,DEN,23,WR,3,3,5.33,2.33,43.3,18.6,0.33,1.67,67,2.3,43.3,43.8%,8.1,0.33,0.33,0,0.33,1,1,0.3,0.3,2.67,16.4,43.7,1,0
109,J.D. McKissic,WAS,29,RB,3,0,6.33,5.33,35.3,6.6,0,2.33,13,5.3,35.3,84.2%,5.6,3,8.33,0,0.67,6,2.8,8.3,3,8.33,5.2,43.7,0,0
110,Russell Gage,TAM,26,WR,3,1,7,6.33,42.7,6.7,0.33,2,15,6.3,42.7,90.5%,6.1,,,,0,,,,,6.33,6.7,42.7,1,0.33
111,David Njoku,CLE,26,TE,3,3,5.33,4.33,42.7,9.8,0.33,3,19,4.3,42.7,81.3%,8,,,,0,,,,,4.33,9.8,42.7,1,0
112,Chase Claypool,PIT,24,WR,3,3,6,3.67,26.3,7.2,0,1.33,20,3.7,26.3,61.1%,4.4,2.33,15.7,0,1,15,6.7,15.7,2.3,6,7,42,0,0
113,Nico Collins,HOU,23,WR,3,1,5.33,2.67,41.7,15.6,0,2,29,2.7,41.7,50.0%,7.8,,,,0,,,,,2.67,15.6,41.7,0,0
114,Gabriel Davis,BUF,23,WR,2,2,5.5,3.5,62.5,17.9,0.5,2.5,47,3.5,62.5,63.6%,11.4,,,,0,,,,,3.5,17.9,62.5,1,0
115,Daniel Jones,NYG,25,QB,3,3,0,0,0,,0,0,0,0,0,0.0%,,8.33,41.7,0,4.33,17,5,41.7,8.3,8.33,5,41.7,0,0.33
116,Kyle Pitts,ATL,22,TE,3,3,6,3,41.7,13.9,0,2.33,28,3,41.7,50.0%,6.9,,,,0,,,,,3,13.9,41.7,0,0
117,Cam Akers,LAR,23,RB,3,0,1,0.67,6,9,0,0.33,10,0.7,6,66.7%,6,10,35,0.33,1.67,14,3.5,35,10,10.7,3.8,41,1,0.33
118,Treylon Burks,TEN,22,WR,3,1,4.33,2.67,38.3,14.4,0,2,27,2.7,38.3,61.5%,8.8,0.33,2.67,0,0,8,8,2.7,0.3,3,13.7,41,0,0
119,Nyheim Hines,IND,26,RB,3,2,5.67,5,36.7,7.3,0,1.67,19,5,36.7,88.2%,6.5,2.33,3.67,0,0.33,7,1.6,3.7,2.3,7.33,5.5,40.3,0,0.33
120,Equanimeous St. Brown,CHI,26,WR,3,3,3,1.33,25.7,19.3,0.33,1,30,1.3,25.7,44.4%,8.6,0.67,14.3,0,0.33,41,21.5,14.3,0.7,2,20,40,1,0
121,Devin Duvernay,BAL,25,WR,3,3,2.67,2.67,40.3,15.1,1,2,26,2.7,40.3,100.0%,15.1,0.67,-0.67,0,0,2,-1,-0.7,0.7,3.33,11.9,39.7,3,0
122,Alvin Kamara,NOR,27,RB,2,2,5.5,2.5,9.5,3.8,0,0.5,15,2.5,9.5,45.5%,1.7,12,50,0,2,27,4.2,50,12,14.5,4.1,59.5,0,0.5
123,Olamide Zaccheaus,ATL,25,WR,3,2,2.67,2.67,39.7,14.9,0.33,1.67,26,2.7,39.7,100.0%,14.9,,,,0,,,,,2.67,14.9,39.7,1,0.33
124,Kendrick Bourne,NWE,27,WR,3,1,3,2.33,38.3,16.4,0,2,41,2.3,38.3,77.8%,12.8,,,,0,,,,,2.33,16.4,38.3,0,0.33
125,Josh Allen,BUF,26,QB,3,3,0,0,0,,0,0,0,0,0,0.0%,,6.33,37.7,0.33,3.33,19,5.9,37.7,6.3,6.33,5.9,37.7,1,1
126,Dontrell Hilliard,TEN,27,RB,2,0,2.5,2,45.5,22.8,1,2,31,2,45.5,80.0%,18.2,2,11,0,0,10,5.5,11,2,4,14.1,56.5,2,0
127,K.J. Osborn,MIN,25,WR,3,2,4.67,3.33,37.3,11.2,0.33,1.67,28,3.3,37.3,71.4%,8,,,,0,,,,,3.33,11.2,37.3,1,0
128,Sammy Watkins,GNB,29,WR,2,2,3.5,3,55.5,18.5,0,2.5,55,3,55.5,85.7%,15.9,,,,0,,,,,3,18.5,55.5,0,0
129,Rex Burkhead,HOU,32,RB,3,0,5.33,3.67,20,5.5,0,0.33,8,3.7,20,68.8%,3.8,5.67,16.3,0,0.33,8,2.9,16.3,5.7,9.33,3.9,36.3,0,0
130,Randall Cobb,GNB,32,WR,3,1,2.67,2.33,36,15.4,0,2,40,2.3,36,87.5%,13.5,,,,0,,,,,2.33,15.4,36,0,0
131,Chris Moore,HOU,29,WR,3,0,3.33,2.67,36,13.5,0,1,52,2.7,36,80.0%,10.8,,,,0,,,,,2.67,13.5,36,0,0
132,D.J. Moore,CAR,25,WR,3,3,6,2.33,29.3,12.6,0.33,1.33,29,2.3,29.3,38.9%,4.9,1,6.67,0,0,9,6.7,6.7,1,3.33,10.8,36,1,0
133,Samaje Perine,CIN,27,RB,4,0,2.25,1.5,13.8,9.2,0.25,0.5,14,1.5,13.8,66.7%,6.1,3,13.3,0,0.75,7,4.4,13.3,3,4.5,6,27,1,0
134,Ben Skowronek,LAR,25,WR,3,3,4.33,3.33,35.7,10.7,0,1.33,32,3.3,35.7,76.9%,8.2,,,,0,,,,,3.33,10.7,35.7,0,0
135,Zack Moss,BUF,25,RB,3,0,2.67,2.33,9,3.9,0,0.33,8,2.3,9,87.5%,3.4,4.33,26,0,1,43,6,26,4.3,6.67,5.3,35,0,0.33
136,Tre'Quan Smith,NOR,26,WR,1,1,5,4,105,26.3,0,4,48,4,105,80.0%,21,,,,0,,,,,4,26.3,105,0,0
137,Hayden Hurst,CIN,29,TE,4,4,5.25,3.5,26,7.4,0.25,2,20,3.5,26,66.7%,5,,,,0,,,,,3.5,7.4,26,1,0
138,Marvin Jones,JAX,32,WR,3,3,6,3.67,34.7,9.5,0.33,2.33,13,3.7,34.7,61.1%,5.8,,,,0,,,,,3.67,9.5,34.7,1,0
139,Mark Ingram,NOR,33,RB,3,1,1,1,1.33,1.3,0,0,3,1,1.3,100.0%,1.3,6.33,32.7,0.33,2,12,5.2,32.7,6.3,7.33,4.6,34,1,0.67
140,Marquez Valdes-Scantling,KAN,28,WR,3,3,6,3.33,35,10.5,0,2,24,3.3,35,55.6%,5.8,0.33,-1,0,0,-3,-3,-1,0.3,3.67,9.3,34,0,0
141,Jahan Dotson,WAS,22,WR,3,3,6,3,36.3,12.1,1,2,40,3,36.3,50.0%,6.1,0.33,-3.33,0,0,-10,-10,-3.3,0.3,3.33,9.9,33,3,0
142,DJ Chark,DET,26,WR,3,3,6,2.33,32.7,14,0.33,2,23,2.3,32.7,38.9%,5.4,,,,0,,,,,2.33,14,32.7,1,0
143,Taysom Hill,NOR,32,TE,2,1,0.5,0.5,1,2,0,0,2,0.5,1,100.0%,2,3.5,47.5,0.5,1.5,57,13.6,47.5,3.5,4,12.1,48.5,1,0
144,James Cook,BUF,23,RB,3,0,2,1.33,12.3,9.3,0,0,11,1.3,12.3,66.7%,6.2,4.33,19.3,0,1.33,33,4.5,19.3,4.3,5.67,5.6,31.7,0,0.33
145,Justin Fields,CHI,23,QB,3,3,0,0,0,,0,0,0,0,0,0.0%,,9,31.7,0.33,2.33,29,3.5,31.7,9,9,3.5,31.7,1,1
