,,,,,Games,,Receiving,,,,,,,,,,,Rushing,,,,,,,,Total Yds,,,,
32,David Montgomery,CHI,25,RB,15,15,2.67,2.27,21.1,9.3,0.07,0.67,32,2.3,21.1,85.0%,7.9,12.9,52,0.33,2.67,28,4,52,12.9,15.2,4.8,73.1,6,0.13
33,Kenneth Walker III,SEA,22,RB,14,10,2.43,1.86,11.1,6,0,0.43,33,1.9,11.1,76.5%,4.6,14.2,66.9,0.64,3.14,74,4.7,66.9,14.2,16.1,4.8,77.9,9,
34,James Conner,ARI,27,RB,13,13,4.46,3.54,23.1,6.5,0.08,1,22,3.5,23.1,79.3%,5.2,14.1,60.2,0.54,3.69,23,4.3,60.2,14.1,17.6,4.7,83.2,8,0.23
35,Devin Singletary,BUF,25,RB,15,15,3.4,2.47,18.5,7.5,0.07,1,22,2.5,18.5,72.5%,5.4,11.3,52.7,0.33,2.73,33,4.6,52.7,11.3,13.8,5.2,71.1,6,0.13
36,Jamaal Williams,DET,27,RB,16,8,1,0.75,4.56,6.1,0,0.25,17,0.8,4.6,75.0%,4.6,15.4,62.1,0.94,3.75,58,4,62.1,15.4,16.1,4.1,66.7,15,0.19
37,Tyler Allgeier,ATL,22,RB,15,6,1.13,1.07,9.27,8.7,0.07,0.53,26,1.1,9.3,94.1%,8.2,12.4,60,0.2,3.07,44,4.8,60,12.4,13.5,5.1,69.3,4,
38,Raheem Mostert,MIA,30,RB,15,13,2.67,1.93,14.1,7.3,0.13,0.73,25,1.9,14.1,72.5%,5.3,11.3,54.7,0.2,2.6,67,4.8,54.7,11.3,13.3,5.2,68.8,5,0.07
39,Tee Higgins,CIN,23,WR,15,13,6.8,4.87,68.1,14,0.47,3.13,59,4.9,68.1,71.6%,10,,,0,0,,,,,4.87,14,68.1,7,
40,Christian Kirk,JAX,26,WR,16,16,7.81,4.88,63.1,12.9,0.44,3.19,49,4.9,63.1,62.4%,8.1,0.31,0.69,0,0,5,2.2,0.7,0.3,5.19,12.3,63.8,7,0.06
41,Garrett Wilson,NYJ,22,WR,16,11,8.13,4.63,63.4,13.7,0.25,3.19,60,4.6,63.4,56.9%,7.8,0.25,0.25,0,0,7,1,0.3,0.3,4.88,13.1,63.6,4,0.13
42,D.K. Metcalf,SEA,25,WR,16,16,8.31,5.44,63,11.6,0.38,2.88,54,5.4,63,65.4%,7.6,,,0,0,,,,,5.44,11.6,63,6,0.13
43,Jonathan Taylor,IND,23,RB,11,11,3.64,2.55,13,5.1,0,0.36,19,2.5,13,70.0%,3.6,17.5,78.3,0.36,3.55,66,4.5,78.3,17.5,20,4.6,91.3,4,0.27
44,Chris Olave,NOR,22,WR,14,9,7.64,4.79,70.1,14.7,0.21,3.29,53,4.8,70.1,62.6%,9.2,,,0,0,,,,,4.79,14.7,70.1,3,0.07
45,Brandon Aiyuk,SFO,24,WR,16,16,6.81,4.63,59.8,12.9,0.5,2.75,54,4.6,59.8,67.9%,8.8,0.13,1.44,0,0.06,16,11.5,1.4,0.1,4.75,12.9,61.2,8,0.06
46,Tyler Lockett,SEA,30,WR,15,15,7.33,5.33,65.3,12.2,0.53,3.13,40,5.3,65.3,72.7%,8.9,,,0,0,,,,,5.33,12.2,65.3,8,0.13
47,Chris Godwin,TAM,26,WR,14,12,9.64,7,69.1,9.9,0.21,3.64,44,7,69.1,72.6%,7.2,0.21,0.36,0,0,2,1.7,0.4,0.2,7.21,9.6,69.5,3,0.07
48,Jeff Wilson,2TM,27,RB,15,7,2.33,1.33,12.2,9.2,0.07,0.47,16,1.3,12.2,57.1%,5.2,10.7,52.5,0.33,2.6,41,4.9,52.5,10.7,12,5.4,64.7,6,0.2
49,Ja'Marr Chase*,CIN,22,WR,11,11,11,7.18,87.3,12.2,0.73,4.91,60,7.2,87.3,65.3%,7.9,0.45,0.73,0,0,6,1.6,0.7,0.5,7.64,11.5,88,8,0.18
50,Ezekiel Elliott,DAL,27,RB,14,13,1.5,1.21,6.57,5.4,0,0.29,31,1.2,6.6,81.0%,4.4,15.9,61.9,0.86,3.64,27,3.9,61.9,15.9,17.1,4,68.4,12,
51,AJ Dillon,GNB,24,RB,16,3,2.5,1.75,12.9,7.4,0,0.56,17,1.8,12.9,70.0%,5.2,11.1,46.1,0.44,2.75,27,4.2,46.1,11.1,12.8,4.6,58.9,7,0.06
52,D.J. Moore,CAR,25,WR,16,16,7.13,3.88,54.9,14.2,0.44,2.69,62,3.9,54.9,54.4%,7.7,0.63,3.31,0,0.19,11,5.3,3.3,0.6,4.5,12.9,58.2,7,
53,Michael Pittman Jr.,IND,25,WR,15,15,9.07,6.4,59.7,9.3,0.2,3.27,28,6.4,59.7,70.6%,6.6,0.13,2,0,0.13,19,15,2,0.1,6.53,9.4,61.7,3,0.13
54,Antonio Gibson,WAS,24,RB,15,6,3.87,3.07,23.5,7.7,0.13,1.2,26,3.1,23.5,79.3%,6.1,9.93,36.4,0.2,2.13,20,3.7,36.4,9.9,13,4.6,59.9,5,0.07
55,T.J. Hockenson*,2TM,25,TE,16,13,8,5.31,56.1,10.6,0.38,2.69,81,5.3,56.1,66.4%,7,,,0,0,,,,,5.31,10.6,56.1,6,0.06
56,JuJu Smith-Schuster,KAN,26,WR,15,13,6.6,5.07,59.9,11.8,0.2,3.07,53,5.1,59.9,76.8%,9.1,,,0,0,,,,,5.07,11.8,59.9,3,0.2
57,Isiah Pacheco,KAN,22,RB,16,10,0.88,0.81,8.13,10,0,0.44,32,0.8,8.1,92.9%,9.3,10.1,47.9,0.25,2.19,28,4.7,47.9,10.1,10.9,5.1,56,4,0.25
58,D'Onta Foreman,CAR,26,RB,16,8,0.56,0.31,1.63,5.2,0,0.06,23,0.3,1.6,55.6%,2.9,11.9,52.9,0.31,2.63,60,4.4,52.9,11.9,12.3,4.4,54.5,5,0.06
59,Diontae Johnson,PIT,26,WR,16,16,8.56,5.25,52.8,10,0,2.75,37,5.3,52.8,61.3%,6.2,0.44,1.56,0,0.06,8,3.6,1.6,0.4,5.69,9.5,54.3,0,0.06
60,Cooper Kupp,LAR,29,WR,9,9,10.9,8.33,90.2,10.8,0.67,4.67,75,8.3,90.2,76.5%,8.3,1,5.78,0.11,0.44,20,5.8,5.8,1,9.33,10.3,96,7,0.22
61,Mike Williams,LAC,28,WR,12,12,7.33,4.92,71.9,14.6,0.33,3.17,55,4.9,71.9,67.0%,9.8,,,0,0,,,,,4.92,14.6,71.9,4,
62,Brian Robinson Jr.,WAS,23,RB,12,9,1,0.75,5,6.7,0.08,0.25,18,0.8,5,75.0%,5,17.1,66.4,0.17,4.08,24,3.9,66.4,17.1,17.8,4,71.4,3,0.17
63,Mark Andrews*,BAL,27,TE,15,15,7.53,4.87,56.5,11.6,0.33,3.2,36,4.9,56.5,64.6%,7.5,0.2,0.53,0,0.2,4,2.7,0.5,0.2,5.07,11.3,57,5,0.07
64,Curtis Samuel,WAS,26,WR,16,11,5.69,3.94,41.1,10.4,0.25,2.25,49,3.9,41.1,69.2%,7.2,2.31,11.9,0.06,0.69,21,5.2,11.9,2.3,6.25,8.5,53.1,5,0.06
65,D'Andre Swift,DET,23,RB,13,8,4.85,3.15,25.2,8,0.23,1.15,25,3.2,25.2,65.1%,5.2,7.15,39.8,0.38,1.46,50,5.6,39.8,7.2,10.3,6.3,65,8,0.08
66,Deebo Samuel,SFO,26,WR,12,11,7.58,4.5,51,11.3,0.17,2,57,4.5,51,59.3%,6.7,3.42,19,0.25,0.67,51,5.6,19,3.4,7.92,8.8,70,5,0.25
67,Zay Jones,JAX,27,WR,15,14,7.67,5.2,53.5,10.3,0.33,2.93,59,5.2,53.5,67.8%,7,0.27,1.2,0,0.07,14,4.5,1.2,0.3,5.47,10,54.7,5,
68,Jerry Jeudy,DEN,23,WR,14,13,6.71,4.43,58.4,13.2,0.43,2.71,67,4.4,58.4,66.0%,8.7,0.07,0.07,0,0.07,1,1,0.1,0.1,4.5,13,58.5,6,
69,Courtland Sutton,DEN,27,WR,14,14,7.29,4.36,56.9,13,0.07,2.64,51,4.4,56.9,59.8%,7.8,0.07,0.36,0,0,5,5,0.4,0.1,4.43,12.9,57.2,1,
70,Donovan Peoples-Jones,CLE,23,WR,16,13,5.75,3.69,49.8,13.5,0.19,2,42,3.7,49.8,64.1%,8.7,0.06,0.13,0,0,2,2,0.1,0.1,3.75,13.3,49.9,3,0.06
71,Cordarrelle Patterson,ATL,31,RB,12,11,2.33,1.58,10.1,6.4,0,0.5,16,1.6,10.1,67.9%,4.3,11.6,56.4,0.58,3.08,40,4.9,56.4,11.6,13.2,5.1,66.5,7,0.08
72,Gabriel Davis,BUF,23,WR,14,14,5.93,3.21,56.9,17.7,0.5,2.36,98,3.2,56.9,54.2%,9.6,,,0,0,,,,,3.21,17.7,56.9,7,0.07
73,Jerick McKinnon,KAN,30,RB,16,0,4.25,3.38,32,9.5,0.5,1.69,56,3.4,32,79.4%,7.5,4.38,17.8,0.06,0.69,30,4.1,17.8,4.4,7.75,6.4,49.8,9,0.06
74,Cam Akers,LAR,23,RB,14,8,1.07,0.71,6.64,9.3,0,0.5,18,0.7,6.6,66.7%,6.2,11.9,48.7,0.5,2.57,42,4.1,48.7,11.9,12.6,4.4,55.4,7,0.14
75,Latavius Murray,2TM,32,RB,12,6,2.83,2.17,9.75,4.5,0,0.25,14,2.2,9.8,76.5%,3.4,13,54.8,0.42,3.17,52,4.2,54.8,13,15.2,4.3,64.5,5,
76,Lamar Jackson,BAL,25,QB,12,12,,,,,0,0,,,,,,9.33,63.7,0.25,3.92,79,6.8,63.7,9.3,9.33,6.8,63.7,3,0.42
77,Jakobi Meyers,NWE,26,WR,13,12,6.85,4.92,59.4,12.1,0.38,2.69,48,4.9,59.4,71.9%,8.7,0.15,-0.85,0,0.15,7,-5.5,-0.8,0.2,5.08,11.5,58.5,5,0.15
78,Rachaad White,TAM,23,RB,16,7,3.63,3.13,18.1,5.8,0.13,0.81,20,3.1,18.1,86.2%,5,7.81,29.1,0.06,1.63,35,3.7,29.1,7.8,10.9,4.3,47.3,3,0.19
79,George Pickens,PIT,21,WR,16,11,4.88,3.06,45.6,14.9,0.19,2.19,42,3.1,45.6,62.8%,9.3,0.19,1.5,0.06,0.13,22,8,1.5,0.2,3.25,14.5,47.1,4,
80,Evan Engram,JAX,28,TE,16,13,5.88,4.31,46.2,10.7,0.25,1.94,36,4.3,46.2,73.4%,7.9,0.13,0.81,0,0.06,13,6.5,0.8,0.1,4.44,10.6,47,4,
81,Jalen Hurts*,PHI,24,QB,14,14,,,,,0,0,,,,,,11.1,53.4,0.93,4.57,42,4.8,53.4,11.1,11.1,4.8,53.4,13,0.64
82,Allen Lazard,GNB,27,WR,14,14,6.71,4,53.4,13.3,0.36,3,47,4,53.4,59.6%,7.9,,,0,0,,,,,4,13.3,53.4,5,
83,Josh Allen*,BUF,26,QB,15,15,,,,,0,0,,,,,,7.67,49.7,0.47,3.47,44,6.5,49.7,7.7,7.67,6.5,49.7,7,0.87
84,Drake London,ATL,21,WR,16,14,6.81,4.13,46.6,11.3,0.25,2.69,37,4.1,46.6,60.6%,6.8,,,0,0,,,,,4.13,11.3,46.6,4,0.19
85,Khalil Herbert,CHI,24,RB,12,1,0.83,0.67,4.83,7.3,0.08,0.17,25,0.7,4.8,80.0%,5.8,9.92,56.8,0.33,2,63,5.7,56.8,9.9,10.6,5.8,61.6,5,
86,George Kittle*,SFO,29,TE,14,14,5.71,4,52.6,13.1,0.64,2.36,54,4,52.6,70.0%,9.2,,,0,0,,,,,4,13.1,52.6,9,0.07
87,Josh Palmer,LAC,24,WR,15,11,6.73,4.53,48.7,10.7,0.2,2.47,50,4.5,48.7,67.3%,7.2,0.07,0.27,0,0.07,4,4,0.3,0.1,4.6,10.6,48.9,3,0.07
88,Pat Freiermuth,PIT,24,TE,15,8,6.4,4.2,48.8,11.6,0.13,2.47,57,4.2,48.8,65.6%,7.6,,,0,0,,,,,4.2,11.6,48.8,2,
89,Darius Slayton,NYG,25,WR,15,11,4.73,3.07,48.3,15.7,0.13,2,55,3.1,48.3,64.8%,10.2,,,0,0,,,,,3.07,15.7,48.3,2,0.13
90,DeAndre Hopkins,ARI,30,WR,9,9,10.7,7.11,79.7,11.2,0.33,3.89,33,7.1,79.7,66.7%,7.5,,,0,0,,,,,7.11,11.2,79.7,3,0.22
91,Mack Hollins,LVR,29,WR,16,15,5.69,3.44,42.2,12.3,0.25,2.06,60,3.4,42.2,60.4%,7.4,0.25,2.5,0,0.13,17,10,2.5,0.3,3.69,12.1,44.7,4,
92,Tyler Boyd,CIN,28,WR,15,13,5,3.53,47.4,13.4,0.33,2.6,60,3.5,47.4,70.7%,9.5,,,0,0,,,,,3.53,13.4,47.4,5,
93,Daniel Jones,NYG,25,QB,16,16,,,,,0,0,,,,,,7.5,44.3,0.44,3.56,25,5.9,44.3,7.5,7.5,5.9,44.3,7,0.38
94,Adam Thielen,MIN,32,WR,16,16,6.5,4.25,44.3,10.4,0.31,2.75,36,4.3,44.3,65.4%,6.8,,,0,0,,,,,4.25,10.4,44.3,5,
95,Marquise Brown,ARI,25,WR,11,10,9.36,6,63.8,10.6,0.27,3,47,6,63.8,64.1%,6.8,0.09,0.09,0,0,1,1,0.1,0.1,6.09,10.5,63.9,3,0.09
96,Michael Carter,NYJ,23,RB,15,9,3.4,2.6,19.1,7.4,0,0.8,37,2.6,19.1,76.5%,5.6,7.4,26.5,0.2,0.93,25,3.6,26.5,7.4,10,4.6,45.7,3,0.13
97,Breece Hall,NYJ,21,RB,7,2,4.43,2.71,31.1,11.5,0.14,1.14,79,2.7,31.1,61.3%,7,11.4,66.1,0.57,2.86,62,5.8,66.1,11.4,14.1,6.9,97.3,5,0.14
98,Samaje Perine,CIN,27,RB,15,2,3.33,2.47,18.9,7.6,0.27,0.73,32,2.5,18.9,74.0%,5.7,5.93,25.1,0.13,1.27,29,4.2,25.1,5.9,8.4,5.2,43.9,6,
99,Keenan Allen,LAC,30,WR,9,9,8.67,6.44,72.2,11.2,0.22,3.56,46,6.4,72.2,74.4%,8.3,0.11,0.89,0,0.11,8,8,0.9,0.1,6.56,11.2,73.1,2,0.11
100,Marquez Valdes-Scantling,KAN,28,WR,16,10,4.69,2.44,41.3,16.9,0.13,1.88,57,2.4,41.3,52.0%,8.8,0.06,-0.19,0,0,-3,-3,-0.2,0.1,2.5,16.4,41.1,2,
101,Dallas Goedert,PHI,27,TE,11,11,5.64,4.45,59.6,13.4,0.27,3.36,31,4.5,59.6,79.0%,10.6,,,0,0,,,,,4.45,13.4,59.6,3,0.09
102,Kareem Hunt,CLE,27,RB,16,0,2.5,2,12.2,6.1,0.06,0.63,24,2,12.2,80.0%,4.9,7.44,28.4,0.19,1.88,24,3.8,28.4,7.4,9.44,4.3,40.6,4,0.06
103,James Cook,BUF,23,RB,15,0,2,1.27,11.6,9.2,0.07,0.33,41,1.3,11.6,63.3%,5.8,5.33,30.8,0.13,1.47,33,5.8,30.8,5.3,6.6,6.4,42.4,3,0.07
104,Taysom Hill,NOR,32,TE,15,8,0.8,0.53,5.07,9.5,0.13,0.33,30,0.5,5.1,66.7%,6.3,6.07,36.7,0.47,2.2,60,6.1,36.7,6.1,6.6,6.3,41.8,9,0.13
105,Parris Campbell,IND,25,WR,16,15,5.13,3.56,36.3,10.2,0.19,1.88,49,3.6,36.3,69.5%,7.1,0.25,2,0,0.06,28,8,2,0.3,3.81,10,38.3,3,
106,Brandin Cooks,HOU,29,WR,12,12,7.25,4.33,49.4,11.4,0.17,2,44,4.3,49.4,59.8%,6.8,0.17,0.58,0,0,5,3.5,0.6,0.2,4.5,11.1,50,2,
107,Tyler Higbee,LAR,29,TE,16,16,6.31,4.25,36.7,8.6,0.19,1.88,26,4.3,36.7,67.3%,5.8,,,0,0,,,,,4.25,8.6,36.7,3,
108,Kalif Raymond,DET,28,WR,16,6,3.63,2.69,34.4,12.8,0,1.38,56,2.7,34.4,74.1%,9.5,0.44,2.25,0,0.25,12,5.1,2.3,0.4,3.13,11.7,36.6,0,0.19
109,David Njoku,CLE,26,TE,13,13,5.77,4.15,45.1,10.9,0.23,2.46,38,4.2,45.1,72.0%,7.8,0.15,-0.62,0,0,-2,-4,-0.6,0.2,4.31,10.3,44.5,3,0.08
110,Richie James,NYG,27,WR,16,4,4.38,3.56,35.6,10,0.25,1.81,33,3.6,35.6,81.4%,8.1,0.13,0.38,0,0,4,3,0.4,0.1,3.69,9.7,35.9,4,0.19
111,Christian Watson,GNB,23,WR,13,10,4.62,2.77,39,14.1,0.54,1.77,63,2.8,39,60.0%,8.5,0.38,5.23,0.15,0.15,46,13.6,5.2,0.4,3.15,14,44.2,9,
112,Chuba Hubbard,CAR,23,RB,14,2,1.14,1,12.2,12.2,0,0.36,45,1,12.2,87.5%,10.7,5.29,28.4,0.14,1.43,35,5.4,28.4,5.3,6.29,6.5,40.6,2,0.14
113,J.K. Dobbins,BAL,24,RB,8,8,1,0.88,5.25,6,0.13,0.38,20,0.9,5.3,87.5%,5.3,11.5,65,0.25,3.25,44,5.7,65,11.5,12.4,5.7,70.3,3,
114,Alec Pierce,IND,22,WR,15,11,4.93,2.53,36.7,14.5,0.13,1.67,47,2.5,36.7,51.4%,7.4,,,0,0,,,,,2.53,14.5,36.7,2,0.07
115,Jaylen Warren,PIT,24,RB,15,0,1.93,1.67,13.8,8.3,0,0.8,26,1.7,13.8,86.2%,7.1,4.73,22.9,0.07,1.27,31,4.8,22.9,4.7,6.4,5.7,36.7,1,0.07
116,Gerald Everett,LAC,28,TE,15,10,5.47,3.67,36.5,9.9,0.2,1.8,26,3.7,36.5,67.1%,6.7,0.07,0,0,0,0,0,0,0.1,3.73,9.8,36.5,3,
117,Noah Brown,DAL,26,WR,15,13,4.53,2.8,36.3,13,0.2,1.6,51,2.8,36.3,61.8%,8,,,0,0,,,,,2.8,13,36.3,3,0.07
118,Dalton Schultz,DAL,26,TE,14,14,5.71,3.79,38.9,10.3,0.36,1.86,30,3.8,38.9,66.3%,6.8,,,0,0,,,,,3.79,10.3,38.9,5,0.07
119,Tyler Conklin,NYJ,27,TE,16,15,5.19,3.5,33.7,9.6,0.19,1.5,30,3.5,33.7,67.5%,6.5,0.13,0.19,0,0.13,2,1.5,0.2,0.1,3.63,9.3,33.9,3,0.13
120,Melvin Gordon,DEN,29,RB,10,6,3.2,2.5,22.3,8.9,0,1.1,24,2.5,22.3,78.1%,7,9,31.8,0.2,1.5,17,3.5,31.8,9,11.5,4.7,54.1,2,0.5
121,K.J. Osborn,MIN,25,WR,16,9,5.25,3.44,33.3,9.7,0.31,1.75,63,3.4,33.3,65.5%,6.3,0.19,0.38,0,0.13,5,2,0.4,0.2,3.63,9.3,33.7,5,
122,Chris Moore,HOU,29,WR,15,6,4.53,3.07,35.1,11.4,0.13,1.47,52,3.1,35.1,67.6%,7.7,0.13,0.33,0,0,3,2.5,0.3,0.1,3.2,11.1,35.4,2,
123,Corey Davis,NYJ,27,WR,12,9,5.08,2.58,43.3,16.7,0.17,2.25,66,2.6,43.3,50.8%,8.5,,,0,0,,,,,2.58,16.7,43.3,2,
124,Damien Harris,NWE,25,RB,10,8,1.9,1.6,9.3,5.8,0,0.4,15,1.6,9.3,84.2%,4.9,9.3,41.4,0.3,2,30,4.5,41.4,9.3,10.9,4.7,50.7,3,
125,Dawson Knox,BUF,26,TE,14,14,4.5,3.29,36,11,0.36,1.71,45,3.3,36,73.0%,8,,,0,0,,,,,3.29,11,36,5,
126,Rashid Shaheed,NOR,24,WR,11,5,2.73,2.27,41.3,18.2,0.18,1.45,68,2.3,41.3,83.3%,15.1,0.27,4.55,0.09,0.18,44,16.7,4.5,0.3,2.55,18,45.8,3,0.09
127,Eno Benjamin,3TM,23,,14,3,2.43,1.79,13.8,7.7,0,0.71,22,1.8,13.8,73.5%,5.7,5.36,22.1,0.14,1,45,4.1,22.1,5.4,7.14,5,35.9,2,
128,Olamide Zaccheaus,ATL,25,WR,16,12,3.38,2.25,31,13.8,0.13,1.44,45,2.3,31,66.7%,9.2,0.13,0.44,0,0.06,13,3.5,0.4,0.1,2.38,13.2,31.4,2,0.06
129,Marvin Jones,JAX,32,WR,15,10,5,2.93,33.3,11.4,0.2,1.87,37,2.9,33.3,58.7%,6.7,,,0,0,,,,,2.93,11.4,33.3,3,
130,Cole Kmet,CHI,23,TE,16,16,4,2.88,30.4,10.6,0.38,1.44,50,2.9,30.4,71.9%,7.6,0.13,0.56,0,0.06,8,4.5,0.6,0.1,3,10.3,31,6,0.06
131,Darnell Mooney,CHI,25,WR,12,12,5.08,3.33,41.1,12.3,0.17,1.67,56,3.3,41.1,65.6%,8.1,0.08,0.17,0,0,2,2,0.2,0.1,3.42,12.1,41.3,2,
