,,,,,Games,,Receiving,,,,,,,,,,,Rushing,,,,,,,,Total Yds,,,,
11,CeeDee Lamb*,DAL,23,WR,16,16,9.31,6.38,81.7,12.8,0.5,4.06,39,6.4,81.7,68.5%,8.8,0.63,2.94,0,0.19,14,4.7,2.9,0.6,7,12.1,84.6,8,
12,Aaron Jones,GNB,28,RB,15,15,4.33,3.6,24.9,6.9,0.33,1.27,30,3.6,24.9,83.1%,5.7,12.5,64.1,0.13,3.13,36,5.1,64.1,12.5,16.1,5.5,89,7,0.27
13,Rhamondre Stevenson,NWE,24,RB,15,6,5.2,4.13,25.6,6.2,0.07,0.87,40,4.1,25.6,79.5%,4.9,13.1,62.9,0.33,3.13,49,4.8,62.9,13.1,17.2,5.1,88.5,6,0.2
14,Stefon Diggs*,BUF,29,WR,15,15,9.6,6.73,88.3,13.1,0.67,4.53,53,6.7,88.3,70.1%,9.2,0.07,-0.2,0,0,-3,-3,-0.2,0.1,6.8,13,88.1,10,0.07
15,A.J. Brown*,PHI,25,WR,15,14,8.4,5.33,86.9,16.3,0.67,3.6,68,5.3,86.9,63.5%,10.3,,,0,0,,,,,5.33,16.3,86.9,10,0.13
16,Davante Adams*,LVR,30,WR,15,15,10.7,5.87,86,14.7,0.8,3.73,58,5.9,86,55.0%,8.1,0.2,-0.07,0,0,4,-0.3,-0.1,0.2,6.07,14.2,85.9,12,0.07
17,Jaylen Waddle,MIA,24,WR,15,15,7.13,4.47,84,18.8,0.53,3.67,84,4.5,84,62.6%,11.8,0.13,1.13,0,0,9,8.5,1.1,0.1,4.6,18.5,85.1,8,0.07
18,Travis Etienne,JAX,23,RB,15,10,2.67,2,17.8,8.9,0,0.87,24,2,17.8,75.0%,6.7,13.6,66.7,0.27,3.27,49,4.9,66.7,13.6,15.6,5.4,84.5,4,0.33
19,Travis Kelce*,KAN,33,TE,15,15,9,6.47,83.8,13,0.8,4.8,52,6.5,83.8,71.9%,9.3,0.13,0.33,0,0.07,4,2.5,0.3,0.1,6.6,12.7,84.1,12,0.07
20,Miles Sanders*,PHI,25,RB,15,13,1.67,1.33,5.2,3.9,0,0.13,16,1.3,5.2,80.0%,3.1,15.7,78.3,0.73,3.87,40,5,78.3,15.7,17.1,4.9,83.5,11,0.13
21,Alvin Kamara,NOR,27,RB,13,11,5.69,4.23,36.9,8.7,0.15,1.31,54,4.2,36.9,74.3%,6.5,14.2,55.2,0.15,2.46,27,3.9,55.2,14.2,18.4,5,92.1,4,0.31
22,Joe Mixon,CIN,26,RB,13,13,5.38,4.23,30.8,7.3,0.15,1.23,35,4.2,30.8,78.6%,5.7,15.3,60.5,0.46,3.46,40,4,60.5,15.3,19.5,4.7,91.3,8,
23,Amon-Ra St. Brown,DET,23,WR,14,14,9.43,6.86,75,10.9,0.43,4.29,49,6.9,75,72.7%,8,0.64,6.79,0,0.21,58,10.6,6.8,0.6,7.5,10.9,81.8,6,
24,Leonard Fournette,TAM,27,RB,14,9,5.57,4.86,35.7,7.4,0.21,1.79,44,4.9,35.7,87.2%,6.4,12.8,45.7,0.21,2.71,23,3.6,45.7,12.8,17.6,4.6,81.4,6,
25,Terry McLaurin*,WAS,27,WR,15,15,7.27,4.8,72.8,15.2,0.27,3.47,51,4.8,72.8,66.1%,10,0.4,1.13,0,0.07,7,2.8,1.1,0.4,5.2,14.2,73.9,4,0.07
26,Dameon Pierce,HOU,22,RB,13,13,3,2.31,12.7,5.5,0.08,0.54,16,2.3,12.7,76.9%,4.2,16.9,72.2,0.31,4.15,75,4.3,72.2,16.9,19.2,4.4,84.9,5,0.31
27,Devin Singletary,BUF,25,RB,15,15,3.4,2.47,18.5,7.5,0.07,1,22,2.5,18.5,72.5%,5.4,11.3,52.7,0.33,2.67,33,4.6,52.7,11.3,13.8,5.2,71.1,6,0.13
28,David Montgomery,CHI,25,RB,14,14,2.64,2.29,21.7,9.5,0.07,0.71,32,2.3,21.7,86.5%,8.2,13.4,54,0.36,2.86,28,4,54,13.4,15.7,4.8,75.7,6,0.14
29,Najee Harris,PIT,24,RB,15,15,3.27,2.53,13.8,5.4,0.13,0.93,19,2.5,13.8,77.6%,4.2,15.1,56.2,0.4,2.4,36,3.7,56.2,15.1,17.7,4,70,8,0.13
30,Tee Higgins,CIN,23,WR,15,13,6.8,4.87,68.1,14,0.47,3.07,59,4.9,68.1,71.6%,10,,,0,0,,,,,4.87,14,68.1,7,
31,DeVonta Smith,PHI,24,WR,15,15,7.67,5.27,67.6,12.8,0.47,3.27,45,5.3,67.6,68.7%,8.8,,,0,0,,,,,5.27,12.8,67.6,7,0.07
32,Justin Fields,CHI,23,QB,14,14,,,,,0,0,,,,,,10.7,72.2,0.57,4.43,67,6.7,72.2,10.7,10.7,6.7,72.2,8,1.07
33,D.K. Metcalf,SEA,25,WR,15,15,8.53,5.73,67,11.7,0.4,3.07,54,5.7,67,67.2%,7.9,,,0,0,,,,,5.73,11.7,67,6,0.13
34,Amari Cooper,CLE,28,WR,15,15,8.33,4.87,66.9,13.8,0.47,3.8,55,4.9,66.9,58.4%,8,,,0,0,,,,,4.87,13.8,66.9,7,
35,Jonathan Taylor,IND,23,RB,11,11,3.64,2.55,13,5.1,0,0.36,19,2.5,13,70.0%,3.6,17.5,78.3,0.36,3.55,66,4.5,78.3,17.5,20,4.6,91.3,4,0.27
36,Garrett Wilson,NYJ,22,WR,15,10,7.93,4.73,66.4,14,0.27,3.33,60,4.7,66.4,59.7%,8.4,0.27,0.27,0,0,7,1,0.3,0.3,5,13.3,66.7,4,0.13
37,Christian Kirk,JAX,26,WR,15,15,8.13,5.07,65.9,13,0.47,3.33,49,5.1,65.9,62.3%,8.1,0.33,0.73,0,0,5,2.2,0.7,0.3,5.4,12.3,66.6,7,0.07
38,James Conner,ARI,27,RB,12,12,4.58,3.58,22.4,6.3,0.08,0.83,22,3.6,22.4,78.2%,4.9,13.9,58.6,0.58,3.67,23,4.2,58.6,13.9,17.5,4.6,81,8,0.25
39,Ja'Marr Chase*,CIN,22,WR,11,11,11,7.18,87.3,12.2,0.73,4.91,60,7.2,87.3,65.3%,7.9,0.45,0.73,0,0,6,1.6,0.7,0.5,7.64,11.5,88,8,0.18
40,Tyler Lockett,SEA,30,WR,14,14,7.71,5.57,68.9,12.4,0.57,3.36,40,5.6,68.9,72.2%,8.9,,,0,0,,,,,5.57,12.4,68.9,8,0.14
41,Ezekiel Elliott,DAL,27,RB,14,13,1.5,1.21,6.57,5.4,0,0.29,31,1.2,6.6,81.0%,4.4,15.9,61.9,0.86,3.64,27,3.9,61.9,15.9,17.1,4,68.4,12,
42,Kenneth Walker III,SEA,22,RB,13,9,2.54,1.92,11.2,5.8,0,0.38,33,1.9,11.2,75.8%,4.4,13.5,61.8,0.69,3.08,74,4.6,61.8,13.5,15.5,4.7,73,9,
43,Tyler Allgeier,ATL,22,RB,14,6,1.14,1.07,9.07,8.5,0.07,0.5,26,1.1,9.1,93.8%,7.9,11.9,58.4,0.14,2.86,44,4.9,58.4,11.9,12.9,5.2,67.4,3,
44,Raheem Mostert,MIA,30,RB,14,12,2.29,1.5,10.7,7.1,0.07,0.43,20,1.5,10.7,65.6%,4.7,11.5,56.5,0.21,2.79,67,4.9,56.5,11.5,13,5.2,67.2,4,0.07
45,Chris Olave,NOR,22,WR,13,8,7.85,4.85,72.3,14.9,0.23,3.38,53,4.8,72.3,61.8%,9.2,,,0,0,,,,,4.85,14.9,72.3,3,0.08
46,Mike Evans,TAM,29,WR,14,14,8.21,4.79,65.5,13.7,0.21,3.36,51,4.8,65.5,58.3%,8,,,0,0,,,,,4.79,13.7,65.5,3,
47,Jamaal Williams,DET,27,RB,15,7,1,0.73,4,5.5,0,0.2,17,0.7,4,73.3%,4,14.9,56.7,0.93,3.67,51,3.8,56.7,14.9,15.7,3.9,60.7,14,0.2
48,AJ Dillon,GNB,24,RB,15,3,2.6,1.87,13.7,7.4,0,0.6,17,1.9,13.7,71.8%,5.3,11,46.4,0.4,2.73,27,4.2,46.4,11,12.9,4.7,60.1,6,0.07
49,Antonio Gibson,WAS,24,RB,15,6,3.87,3.07,23.5,7.7,0.13,1.2,26,3.1,23.5,79.3%,6.1,9.93,36.4,0.2,2.13,20,3.7,36.4,9.9,13,4.6,59.9,5,0.07
50,Jeff Wilson,2TM,27,RB,14,7,2,1.21,10.9,8.9,0.07,0.43,16,1.2,10.9,60.7%,5.4,10.4,53.1,0.36,2.57,41,5.1,53.1,10.4,11.6,5.5,63.9,6,0.21
51,Michael Pittman Jr.,IND,25,WR,14,14,9.14,6.43,61,9.5,0.14,3.21,28,6.4,61,70.3%,6.7,0.14,2.14,0,0.14,19,15,2.1,0.1,6.57,9.6,63.1,2,0.14
52,JuJu Smith-Schuster,KAN,26,WR,14,12,6.86,5.29,62.6,11.9,0.21,3.14,53,5.3,62.6,77.1%,9.1,,,0,0,,,,,5.29,11.9,62.6,3,0.21
53,Cooper Kupp,LAR,29,WR,9,9,10.9,8.33,90.2,10.8,0.67,4.67,75,8.3,90.2,76.5%,8.3,1,5.78,0.11,0.44,20,5.8,5.8,1,9.33,10.3,96,7,0.22
54,Brandon Aiyuk,SFO,24,WR,15,15,6.47,4.33,57,13.2,0.47,2.4,54,4.3,57,67.0%,8.8,0.07,0.47,0,0,7,7,0.5,0.1,4.4,13.1,57.5,7,0.07
55,Chris Godwin,TAM,26,WR,13,12,9.69,6.85,65.2,9.5,0.23,3.54,44,6.8,65.2,70.6%,6.7,0.23,0.38,0,0,2,1.7,0.4,0.2,7.08,9.3,65.6,3,
56,Isiah Pacheco,KAN,22,RB,15,9,0.8,0.73,7.47,10.2,0,0.4,32,0.7,7.5,91.7%,9.3,10.2,49,0.2,2.13,28,4.8,49,10.2,10.9,5.2,56.5,3,0.27
57,Curtis Samuel,WAS,26,WR,15,10,5.93,4.13,43.5,10.5,0.27,2.33,49,4.1,43.5,69.7%,7.3,2.47,12.7,0.07,0.73,21,5.2,12.7,2.5,6.6,8.5,56.2,5,0.07
58,Deebo Samuel,SFO,26,WR,12,11,7.58,4.5,51,11.3,0.17,2,57,4.5,51,59.3%,6.7,3.42,19,0.25,0.67,51,5.6,19,3.4,7.92,8.8,70,5,0.25
59,T.J. Hockenson*,2TM,25,TE,15,13,7.73,5.2,55.9,10.8,0.4,2.67,81,5.2,55.9,67.2%,7.2,,,0,0,,,,,5.2,10.8,55.9,6,0.07
60,D'Onta Foreman,CAR,26,RB,15,7,0.6,0.33,1.73,5.2,0,0.07,23,0.3,1.7,55.6%,2.9,11.9,54.1,0.33,2.6,60,4.6,54.1,11.9,12.2,4.6,55.8,5,0.07
61,Diontae Johnson,PIT,26,WR,15,15,8.67,5.47,53.9,9.9,0,2.87,37,5.5,53.9,63.1%,6.2,0.47,1.67,0,0.07,8,3.6,1.7,0.5,5.93,9.4,55.6,0,0.07
62,D.J. Moore,CAR,25,WR,15,15,6.93,3.73,50.7,13.6,0.4,2.53,62,3.7,50.7,53.8%,7.3,0.67,3.53,0,0.2,11,5.3,3.5,0.7,4.4,12.3,54.3,6,
63,Gabriel Davis,BUF,23,WR,14,14,5.93,3.21,56.9,17.7,0.5,2.36,98,3.2,56.9,54.2%,9.6,,,0,0,,,,,3.21,17.7,56.9,7,0.07
64,Zay Jones,JAX,27,WR,14,13,7.86,5.36,55.6,10.4,0.36,3.07,59,5.4,55.6,68.2%,7.1,0.29,1.29,0,0.07,14,4.5,1.3,0.3,5.64,10.1,56.9,5,
65,Donovan Peoples-Jones,CLE,23,WR,15,12,5.93,3.87,52.3,13.5,0.13,2.07,42,3.9,52.3,65.2%,8.8,0.07,0.13,0,0,2,2,0.1,0.1,3.93,13.3,52.4,2,0.07
66,Jerry Jeudy,DEN,23,WR,13,12,6.62,4.23,60,14.2,0.46,2.69,67,4.2,60,64.0%,9.1,0.08,0.08,0,0.08,1,1,0.1,0.1,4.31,13.9,60.1,6,
67,Brian Robinson Jr.,WAS,23,RB,11,9,1,0.82,5.45,6.7,0.09,0.27,18,0.8,5.5,81.8%,5.5,16.5,64.5,0.18,4.09,24,3.9,64.5,16.5,17.3,4.1,70,3,0.18
68,Mike Williams,LAC,28,WR,11,11,7.09,4.73,69.9,14.8,0.36,3.09,55,4.7,69.9,66.7%,9.9,,,0,0,,,,,4.73,14.8,69.9,4,
69,Lamar Jackson,BAL,25,QB,12,12,,,,,0,0,,,,,,9.33,63.7,0.25,3.92,79,6.8,63.7,9.3,9.33,6.8,63.7,3,0.42
70,Courtland Sutton,DEN,27,WR,13,13,7.38,4.38,57.8,13.2,0.08,2.69,51,4.4,57.8,59.4%,7.8,0.08,0.38,0,0,5,5,0.4,0.1,4.46,13.1,58.2,1,
71,Mark Andrews*,BAL,27,TE,14,14,7.43,4.57,53.4,11.7,0.36,3,36,4.6,53.4,61.5%,7.2,0.21,0.57,0,0.21,4,2.7,0.6,0.2,4.79,11.3,53.9,5,0.07
72,Jalen Hurts*,PHI,24,QB,14,14,,,,,0,0,,,,,,11.1,53.4,0.93,4.57,42,4.8,53.4,11.1,11.1,4.8,53.4,13,0.64
73,Josh Allen*,BUF,26,QB,15,15,,,,,0,0,,,,,,7.67,49.7,0.47,3.47,44,6.5,49.7,7.7,7.67,6.5,49.7,7,0.87
74,Jerick McKinnon,KAN,30,RB,15,0,4.13,3.27,30.7,9.4,0.4,1.53,56,3.3,30.7,79.0%,7.4,4.53,18.7,0.07,0.73,30,4.1,18.7,4.5,7.8,6.3,49.4,7,0.07
75,Josh Palmer,LAC,24,WR,14,11,7.14,4.86,52.1,10.7,0.21,2.64,50,4.9,52.1,68.0%,7.3,0.07,0.29,0,0.07,4,4,0.3,0.1,4.93,10.6,52.4,3,0.07
76,D'Andre Swift,DET,23,RB,12,8,4.92,3.08,24.1,7.8,0.17,1.17,25,3.1,24.1,62.7%,4.9,6.83,36.6,0.33,1.33,50,5.4,36.6,6.8,9.92,6.1,60.7,6,0.08
77,George Pickens,PIT,21,WR,15,10,4.93,3.13,46.7,14.9,0.2,2.2,42,3.1,46.7,63.5%,9.5,0.2,1.6,0.07,0.13,22,8,1.6,0.2,3.33,14.5,48.3,4,
78,Evan Engram,JAX,28,TE,15,12,6.13,4.53,48.2,10.6,0.27,2,36,4.5,48.2,73.9%,7.9,0.07,0,0,0,0,0,0,0.1,4.6,10.5,48.2,4,
79,DeAndre Hopkins,ARI,30,WR,9,9,10.7,7.11,79.7,11.2,0.33,3.89,33,7.1,79.7,66.7%,7.5,,,0,0,,,,,7.11,11.2,79.7,3,0.22
80,Cordarrelle Patterson,ATL,31,RB,11,10,1.82,1.18,7.18,6.1,0,0.36,15,1.2,7.2,65.0%,4,11.8,57.7,0.55,3.09,40,4.9,57.7,11.8,13,5,64.9,6,0.09
81,George Kittle*,SFO,29,TE,13,13,5.54,4,54.8,13.7,0.62,2.38,54,4,54.8,72.2%,9.9,,,0,0,,,,,4,13.7,54.8,8,0.08
82,Jakobi Meyers,NWE,26,WR,12,11,6.67,4.83,60.3,12.5,0.33,2.67,48,4.8,60.3,72.5%,9,0.17,-0.92,0,0.17,7,-5.5,-0.9,0.2,5,11.9,59.3,4,0.17
83,Tyler Boyd,CIN,28,WR,15,13,5,3.53,47.4,13.4,0.33,2.53,60,3.5,47.4,70.7%,9.5,,,0,0,,,,,3.53,13.4,47.4,5,
84,Darius Slayton,NYG,25,WR,14,10,4.86,3.14,50.7,16.1,0.14,2.14,55,3.1,50.7,64.7%,10.4,,,0,0,,,,,3.14,16.1,50.7,2,0.07
85,Khalil Herbert,CHI,24,RB,11,1,0.91,0.73,5.27,7.3,0.09,0.18,25,0.7,5.3,80.0%,5.8,10.4,59.1,0.36,2.09,63,5.7,59.1,10.4,11.1,5.8,64.4,5,
86,Rachaad White,TAM,23,RB,15,6,3.53,3,17.6,5.9,0.13,0.8,20,3,17.6,84.9%,5,7.6,29.6,0.07,1.67,35,3.9,29.6,7.6,10.6,4.5,47.2,3,0.2
87,Latavius Murray,2TM,32,RB,11,5,2.55,2,9.18,4.6,0,0.18,14,2,9.2,78.6%,3.6,13.1,54.6,0.45,3.18,52,4.2,54.6,13.1,15.1,4.2,63.8,5,
88,Drake London,ATL,21,WR,15,13,6.73,4.07,46.6,11.5,0.27,2.67,37,4.1,46.6,60.4%,6.9,,,0,0,,,,,4.07,11.5,46.6,4,0.2
89,Pat Freiermuth,PIT,24,TE,14,8,6.43,4.29,49.7,11.6,0.14,2.5,57,4.3,49.7,66.7%,7.7,,,0,0,,,,,4.29,11.6,49.7,2,
90,Adam Thielen,MIN,32,WR,15,15,6.67,4.47,46.1,10.3,0.33,2.87,36,4.5,46.1,67.0%,6.9,,,0,0,,,,,4.47,10.3,46.1,5,
91,Allen Lazard,GNB,27,WR,13,13,6.77,3.92,52.9,13.5,0.38,2.92,47,3.9,52.9,58.0%,7.8,,,0,0,,,,,3.92,13.5,52.9,5,
92,Breece Hall,NYJ,21,RB,7,2,4.43,2.71,31.1,11.5,0.14,1.14,79,2.7,31.1,61.3%,7,11.4,66.1,0.57,2.86,62,5.8,66.1,11.4,14.1,6.9,97.3,5,0.14
93,Michael Carter,NYJ,23,RB,14,9,3.43,2.64,20.3,7.7,0,0.86,37,2.6,20.3,77.1%,5.9,7.86,28.3,0.21,0.93,25,3.6,28.3,7.9,10.5,4.6,48.6,3,0.14
94,Mack Hollins,LVR,29,WR,15,14,5.8,3.47,42.3,12.2,0.27,2.07,60,3.5,42.3,59.8%,7.3,0.27,2.67,0,0.13,17,10,2.7,0.3,3.73,12.1,45,4,
95,Samaje Perine,CIN,27,RB,15,2,3.33,2.47,18.9,7.6,0.27,0.73,32,2.5,18.9,74.0%,5.7,5.93,25.1,0.13,1.27,29,4.2,25.1,5.9,8.4,5.2,43.9,6,
96,Kareem Hunt,CLE,27,RB,15,0,2.6,2.07,13.1,6.3,0.07,0.67,24,2.1,13.1,79.5%,5,7.8,30.3,0.2,2,24,3.9,30.3,7.8,9.87,4.4,43.4,4,0.07
97,Cam Akers,LAR,23,RB,13,7,1,0.69,6.38,9.2,0,0.46,18,0.7,6.4,69.2%,6.4,11.4,43,0.54,2.54,21,3.8,43,11.4,12.1,4.1,49.4,7,0.15
98,Marquise Brown,ARI,25,WR,10,9,9.4,6,64.1,10.7,0.3,3,47,6,64.1,63.8%,6.8,0.1,0.1,0,0,1,1,0.1,0.1,6.1,10.5,64.2,3,0.1
99,James Cook,BUF,23,RB,15,0,2,1.27,11.6,9.2,0.07,0.33,41,1.3,11.6,63.3%,5.8,5.33,30.8,0.13,1.4,33,5.8,30.8,5.3,6.6,6.4,42.4,3,0.07
100,Marquez Valdes-Scantling,KAN,28,WR,15,9,4.53,2.47,42.1,17.1,0.13,1.93,57,2.5,42.1,54.4%,9.3,0.07,-0.2,0,0,-3,-3,-0.2,0.1,2.53,16.6,41.9,2,
101,Daniel Jones,NYG,25,QB,15,15,,,,,0,0,,,,,,7.27,41.1,0.33,3.27,24,5.7,41.1,7.3,7.27,5.7,41.1,5,0.4
102,Dallas Goedert,PHI,27,TE,10,10,5.6,4.6,61.1,13.3,0.3,3.4,31,4.6,61.1,82.1%,10.9,,,0,0,,,,,4.6,13.3,61.1,3,0.1
103,Keenan Allen,LAC,30,WR,8,8,9,6.63,73.8,11.1,0.25,3.75,46,6.6,73.8,73.6%,8.2,,,0,0,,,,,6.63,11.1,73.8,2,0.13
104,Tyler Higbee,LAR,29,TE,15,15,6.47,4.33,38.4,8.9,0.2,1.93,26,4.3,38.4,67.0%,5.9,,,0,0,,,,,4.33,8.9,38.4,3,
105,Taysom Hill,NOR,32,TE,14,8,0.79,0.5,4.71,9.4,0.14,0.29,30,0.5,4.7,63.6%,6,5.5,36.1,0.43,2.07,60,6.6,36.1,5.5,6,6.8,40.8,8,0.14
106,Christian Watson,GNB,23,WR,12,9,4.58,2.92,41.3,14.2,0.58,1.83,63,2.9,41.3,63.6%,9,0.42,5.67,0.17,0.17,46,13.6,5.7,0.4,3.33,14.1,47,9,
107,Brandin Cooks,HOU,29,WR,11,11,7.27,4.36,50.4,11.5,0.18,2.09,44,4.4,50.4,60.0%,6.9,0.18,0.64,0,0,5,3.5,0.6,0.2,4.55,11.2,51,2,
108,Parris Campbell,IND,25,WR,15,14,5.07,3.6,35.3,9.8,0.2,1.93,38,3.6,35.3,71.1%,7,0.2,2.07,0,0.07,28,10.3,2.1,0.2,3.8,9.8,37.3,3,
109,David Njoku,CLE,26,TE,12,12,6,4.42,47.1,10.7,0.25,2.58,38,4.4,47.1,73.6%,7.8,0.17,-0.67,0,0,-2,-4,-0.7,0.2,4.58,10.1,46.4,3,0.08
110,Noah Brown,DAL,26,WR,15,13,4.53,2.8,36.3,13,0.2,1.6,51,2.8,36.3,61.8%,8,,,0,0,,,,,2.8,13,36.3,3,0.07
111,Dalton Schultz,DAL,26,TE,14,14,5.71,3.79,38.9,10.3,0.36,1.86,30,3.8,38.9,66.3%,6.8,,,0,0,,,,,3.79,10.3,38.9,5,0.07
112,Kalif Raymond,DET,28,WR,15,6,3.67,2.67,34,12.8,0,1.33,56,2.7,34,72.7%,9.3,0.4,2.13,0,0.2,12,5.3,2.1,0.4,3.07,11.8,36.1,0,0.2
113,Melvin Gordon,DEN,29,RB,10,6,3.2,2.5,22.3,8.9,0,1.1,24,2.5,22.3,78.1%,7,9,31.8,0.2,1.5,17,3.5,31.8,9,11.5,4.7,54.1,2,0.5
114,Alec Pierce,IND,22,WR,14,11,4.93,2.5,38.3,15.3,0.14,1.79,47,2.5,38.3,50.7%,7.8,,,0,0,,,,,2.5,15.3,38.3,2,0.07
115,Gerald Everett,LAC,28,TE,14,9,5.64,3.71,38,10.2,0.14,1.79,26,3.7,38,65.8%,6.7,0.07,0,0,0,0,0,0,0.1,3.79,10,38,2,
116,Chris Moore,HOU,29,WR,14,5,4.5,3.07,36.1,11.7,0.14,1.43,52,3.1,36.1,68.3%,8,0.14,0.36,0,0,3,2.5,0.4,0.1,3.21,11.3,36.4,2,
117,Dawson Knox,BUF,26,TE,14,14,4.5,3.29,36,11,0.36,1.71,45,3.3,36,73.0%,8,,,0,0,,,,,3.29,11,36,5,
118,Chuba Hubbard,CAR,23,RB,13,2,1,0.85,9.08,10.7,0,0.31,45,0.8,9.1,84.6%,9.1,5.46,29.6,0.15,1.54,35,5.4,29.6,5.5,6.31,6.1,38.7,2,0.08
119,Olamide Zaccheaus,ATL,25,WR,15,11,3.6,2.4,33.1,13.8,0.13,1.53,45,2.4,33.1,66.7%,9.2,0.13,0.47,0,0.07,13,3.5,0.5,0.1,2.53,13.2,33.5,2,0.07
120,Richie James,NYG,27,WR,15,4,4.2,3.33,32.9,9.9,0.2,1.67,33,3.3,32.9,79.4%,7.8,0.13,0.4,0,0,4,3,0.4,0.1,3.47,9.6,33.3,3,0.2
121,Darnell Mooney,CHI,25,WR,12,12,5.08,3.33,41.1,12.3,0.17,1.67,56,3.3,41.1,65.6%,8.1,0.08,0.17,0,0,2,2,0.2,0.1,3.42,12.1,41.3,2,
122,Kenyan Drake,BAL,28,RB,11,5,1.91,1.36,6.36,4.7,0.09,0.55,15,1.4,6.4,71.4%,3.3,8.45,38.4,0.27,1.73,40,4.5,38.4,8.5,9.82,4.6,44.7,4,0.09
123,Devin Duvernay*,BAL,25,WR,14,13,3.5,2.64,29.1,11,0.21,1.36,31,2.6,29.1,75.5%,8.3,0.86,6,0.07,0.5,18,7,6,0.9,3.5,10,35.1,4,0.07
124,Robert Woods,TEN,30,WR,16,14,5.38,3.06,30.4,9.9,0.13,1.81,41,3.1,30.4,57.0%,5.7,,,0,0,,,,,3.06,9.9,30.4,2,0.06
125,Eno Benjamin,3TM,23,,13,3,2.54,1.85,14.2,7.7,0,0.77,22,1.8,14.2,72.7%,5.6,5.62,23.1,0.15,1.08,45,4.1,23.1,5.6,7.46,5,37.2,2,
126,Chase Claypool,2TM,24,WR,13,11,5.54,3.38,32.5,9.6,0.08,1.69,31,3.4,32.5,61.1%,5.9,0.69,4.54,0,0.23,15,6.6,4.5,0.7,4.08,9.1,37,1,0.08
127,Nico Collins,HOU,23,WR,10,7,6.6,3.7,48.1,13,0.2,2.1,58,3.7,48.1,56.1%,7.3,,,0,0,,,,,3.7,13,48.1,2,
128,K.J. Osborn,MIN,25,WR,15,9,5.13,3.2,31.6,9.9,0.27,1.6,63,3.2,31.6,62.3%,6.2,0.2,0.4,0,0.13,5,2,0.4,0.2,3.4,9.4,32,4,
129,James Robinson,2TM,24,RB,11,5,1.27,1,4.64,4.6,0.18,0.45,10,1,4.6,78.6%,3.6,10,38.6,0.27,2,50,3.9,38.6,10,11,3.9,43.3,5,0.09
130,Corey Davis,NYJ,27,WR,11,8,5,2.55,43.1,16.9,0.18,2.18,66,2.5,43.1,50.9%,8.6,,,0,0,,,,,2.55,16.9,43.1,2,
131,Treylon Burks,TEN,22,WR,10,5,4.7,2.9,42.5,14.7,0.1,1.7,51,2.9,42.5,61.7%,9,0.4,4.7,0,0.3,20,11.8,4.7,0.4,3.3,14.3,47.2,1,
132,J.K. Dobbins,BAL,24,RB,7,7,1.14,1,6,6,0.14,0.43,20,1,6,87.5%,5.3,10.7,61,0.29,3.14,44,5.7,61,10.7,11.7,5.7,67,3,
