,,,,,Games,,Receiving,,,,,,,,,,,Rushing,,,,,,,,Total Yds,,,,
35,Chris Olave,NOR,22,WR,13,8,7.85,4.85,72.3,14.9,0.23,3.38,53,4.8,72.3,61.8%,9.2,,,0,0,,,,,4.85,14.9,72.3,3,0.08
36,Amari Cooper,CLE,28,WR,14,14,8.21,4.79,66.6,13.9,0.5,3.71,55,4.8,66.6,58.3%,8.1,,,0,0,,,,,4.79,13.9,66.6,7,
37,D.K. Metcalf,SEA,25,WR,14,14,8.5,5.64,66,11.7,0.43,3.07,54,5.6,66,66.4%,7.8,,,0,0,,,,,5.64,11.7,66,6,0.14
38,DeVonta Smith,PHI,24,WR,14,14,7.36,5.07,64.4,12.7,0.36,3,45,5.1,64.4,68.9%,8.7,,,0,0,,,,,5.07,12.7,64.4,5,0.07
39,Jamaal Williams,DET,27,RB,14,7,0.93,0.64,4.07,6.3,0,0.21,17,0.6,4.1,69.2%,4.4,15.5,59.9,1,3.86,51,3.9,59.9,15.5,16.1,4,64,14,0.21
40,Tee Higgins,CIN,23,WR,14,12,6.64,4.64,63.9,13.8,0.43,3,59,4.6,63.9,69.9%,9.6,,,0,0,,,,,4.64,13.8,63.9,6,
41,Raheem Mostert,MIA,30,RB,13,11,2.23,1.46,11.2,7.7,0.08,0.46,20,1.5,11.2,65.5%,5,11.8,57.4,0.23,2.77,67,4.9,57.4,11.8,13.2,5.2,68.6,4,
42,Ja'Marr Chase*,CIN,22,WR,10,10,11,7.1,88.1,12.4,0.8,4.8,60,7.1,88.1,64.5%,8,0.5,0.8,0,0,6,1.6,0.8,0.5,7.6,11.7,88.9,8,0.1
43,Mike Evans,TAM,29,WR,13,13,8.23,4.92,68.3,13.9,0.23,3.46,51,4.9,68.3,59.8%,8.3,,,0,0,,,,,4.92,13.9,68.3,3,
44,Antonio Gibson,WAS,24,RB,14,6,3.93,3.14,23.7,7.5,0.14,1.14,26,3.1,23.7,80.0%,6,10.3,38.3,0.21,2.29,20,3.7,38.3,10.3,13.4,4.6,62,5,0.07
45,Cooper Kupp,LAR,29,WR,9,9,10.9,8.33,90.2,10.8,0.67,4.67,75,8.3,90.2,76.5%,8.3,1,5.78,0.11,0.44,20,5.8,5.8,1,9.33,10.3,96,7,0.22
46,Ezekiel Elliott,DAL,27,RB,12,11,1.67,1.33,7.17,5.4,0,0.25,31,1.3,7.2,80.0%,4.3,15.7,64.5,0.83,3.75,27,4.1,64.5,15.7,17,4.2,71.7,10,
47,Jeff Wilson,2TM,27,RB,13,7,2,1.23,11.5,9.3,0.08,0.46,16,1.2,11.5,61.5%,5.7,10.5,54.3,0.31,2.62,41,5.2,54.3,10.5,11.7,5.6,65.8,5,0.23
48,AJ Dillon,GNB,24,RB,14,3,2.57,1.86,13.9,7.5,0,0.64,17,1.9,13.9,72.2%,5.4,11,47.1,0.36,2.79,27,4.3,47.1,11,12.9,4.7,61,5,0.07
49,James Conner,ARI,27,RB,11,11,4.27,3.27,20.7,6.3,0.09,0.73,21,3.3,20.7,76.6%,4.9,13.8,56.7,0.55,3.55,23,4.1,56.7,13.8,17.1,4.5,77.5,7,0.27
50,JuJu Smith-Schuster,KAN,26,WR,13,12,7.08,5.46,65.4,12,0.23,3.31,53,5.5,65.4,77.2%,9.2,,,0,0,,,,,5.46,12,65.4,3,0.23
51,Michael Pittman Jr.,IND,25,WR,13,13,9.31,6.62,62.7,9.5,0.15,3.38,28,6.6,62.7,71.1%,6.7,0.15,2.31,0,0.15,19,15,2.3,0.2,6.77,9.6,65,2,0.15
52,Kenneth Walker III,SEA,22,RB,12,8,2.58,1.92,12.3,6.4,0,0.42,33,1.9,12.3,74.2%,4.8,12.5,58,0.75,2.83,74,4.6,58,12.5,14.4,4.9,70.3,9,
53,Deebo Samuel,SFO,26,WR,12,11,7.58,4.5,51,11.3,0.17,2,57,4.5,51,59.3%,6.7,3.42,19,0.25,0.67,51,5.6,19,3.4,7.92,8.8,70,5,0.25
54,Tyler Allgeier,ATL,22,RB,13,6,0.85,0.85,6.46,7.6,0.08,0.38,25,0.8,6.5,100.0%,7.6,11.4,57.2,0.15,2.77,44,5,57.2,11.4,12.2,5.2,63.6,3,
55,Zay Jones,JAX,27,WR,14,13,7.86,5.36,55.6,10.4,0.36,3.07,59,5.4,55.6,68.2%,7.1,0.29,1.29,0,0.07,14,4.5,1.3,0.3,5.64,10.1,56.9,5,
56,Chris Godwin,TAM,26,WR,12,11,9.67,6.75,65.4,9.7,0.25,3.42,44,6.8,65.4,69.8%,6.8,0.25,0.42,0,0,2,1.7,0.4,0.3,7,9.4,65.8,3,
57,Curtis Samuel,WAS,26,WR,14,10,6,4.07,42.9,10.5,0.21,2.21,49,4.1,42.9,67.9%,7.1,2.57,13.5,0.07,0.79,21,5.3,13.5,2.6,6.64,8.5,56.4,4,0.07
58,Donovan Peoples-Jones,CLE,23,WR,14,12,6,4.07,55.9,13.7,0.14,2.21,42,4.1,55.9,67.9%,9.3,0.07,0.14,0,0,2,2,0.1,0.1,4.14,13.5,56,2,0.07
59,Brandon Aiyuk,SFO,24,WR,14,14,6.43,4.29,55.3,12.9,0.5,2.43,34,4.3,55.3,66.7%,8.6,0.07,0.5,0,0,7,7,0.5,0.1,4.36,12.8,55.8,7,0.07
60,Diontae Johnson,PIT,26,WR,14,14,8.79,5.5,53.2,9.7,0,2.79,37,5.5,53.2,62.6%,6.1,0.5,1.79,0,0.07,8,3.6,1.8,0.5,6,9.2,55,0,0.07
61,Lamar Jackson,BAL,25,QB,12,12,,,,,0,0,,,,,,9.33,63.7,0.25,3.92,79,6.8,63.7,9.3,9.33,6.8,63.7,3,0.42
62,Isiah Pacheco,KAN,22,RB,14,8,0.71,0.71,5.71,8,0,0.36,17,0.7,5.7,100.0%,8,9.93,48.4,0.21,2.14,28,4.9,48.4,9.9,10.6,5.1,54.1,3,0.29
63,Gabriel Davis,BUF,23,WR,13,13,5.92,3.23,57.8,17.9,0.46,2.38,98,3.2,57.8,54.5%,9.8,,,0,0,,,,,3.23,17.9,57.8,6,
64,Jalen Hurts*,PHI,24,QB,14,14,,,,,0,0,,,,,,11.1,53.4,0.93,4.57,42,4.8,53.4,11.1,11.1,4.8,53.4,13,0.64
65,T.J. Hockenson*,2TM,25,TE,14,12,7.14,4.64,52.1,11.2,0.29,2.43,81,4.6,52.1,65.0%,7.3,,,0,0,,,,,4.64,11.2,52.1,4,0.07
66,Evan Engram,JAX,28,TE,15,12,6.13,4.53,48.2,10.6,0.27,2,36,4.5,48.2,73.9%,7.9,0.07,0,0,0,0,0,0,0.1,4.6,10.5,48.2,4,
67,D.J. Moore,CAR,25,WR,14,14,6.93,3.64,48.4,13.3,0.36,2.43,62,3.6,48.4,52.6%,7,0.64,3.21,0,0.14,11,5,3.2,0.6,4.29,12.1,51.6,5,
68,Josh Palmer,LAC,24,WR,13,10,7.46,5.08,54.9,10.8,0.23,2.77,50,5.1,54.9,68.0%,7.4,0.08,0.31,0,0.08,4,4,0.3,0.1,5.15,10.7,55.2,3,0.08
69,DeAndre Hopkins,ARI,30,WR,8,8,10.8,7.88,89.1,11.3,0.38,4.38,33,7.9,89.1,73.3%,8.3,,,0,0,,,,,7.88,11.3,89.1,3,0.25
70,Brian Robinson Jr.,WAS,23,RB,10,8,1,0.9,6,6.7,0.1,0.3,18,0.9,6,90.0%,6,15.9,65.2,0.2,4.3,24,4.1,65.2,15.9,16.8,4.2,71.2,3,0.2
71,Mark Andrews*,BAL,27,TE,13,13,7.62,4.69,54,11.5,0.38,3.08,25,4.7,54,61.6%,7.1,0.23,0.62,0,0.23,4,2.7,0.6,0.2,4.92,11.1,54.6,5,0.08
72,Josh Allen*,BUF,26,QB,14,14,,,,,0,0,,,,,,7.79,50.4,0.43,3.43,44,6.5,50.4,7.8,7.79,6.5,50.4,6,0.86
73,Khalil Herbert,CHI,24,RB,10,1,0.7,0.6,6.2,10.3,0.1,0.2,25,0.6,6.2,85.7%,8.9,10.8,64.3,0.4,2.2,63,6,64.3,10.8,11.4,6.2,70.5,5,
74,Jerick McKinnon,KAN,30,RB,14,0,4.21,3.29,30.6,9.3,0.36,1.5,56,3.3,30.6,78.0%,7.3,4.5,19.6,0.07,0.79,30,4.3,19.6,4.5,7.79,6.4,50.2,6,0.07
75,D'Andre Swift,DET,23,RB,11,7,4.91,3.27,25.1,7.7,0.18,1.18,25,3.3,25.1,66.7%,5.1,7.09,38.8,0.36,1.45,50,5.5,38.8,7.1,10.4,6.2,63.9,6,0.09
76,Courtland Sutton,DEN,27,WR,12,12,7.42,4.33,57.3,13.2,0.08,2.67,51,4.3,57.3,58.4%,7.7,0.08,0.42,0,0,5,5,0.4,0.1,4.42,13.1,57.8,1,
77,Mike Williams,LAC,28,WR,10,10,7.4,4.8,69.3,14.4,0.4,3,55,4.8,69.3,64.9%,9.4,,,0,0,,,,,4.8,14.4,69.3,4,
78,Tyler Boyd,CIN,28,WR,14,12,5.07,3.57,49.3,13.8,0.36,2.57,60,3.6,49.3,70.4%,9.7,,,0,0,,,,,3.57,13.8,49.3,5,
79,Adam Thielen,MIN,32,WR,14,14,6.79,4.71,49,10.4,0.36,3.07,36,4.7,49,69.5%,7.2,,,0,0,,,,,4.71,10.4,49,5,
80,Cordarrelle Patterson,ATL,31,RB,10,9,1.9,1.2,6.5,5.4,0,0.3,15,1.2,6.5,63.2%,3.4,12.2,61.8,0.6,3.4,40,5.1,61.8,12.2,13.4,5.1,68.3,6,0.1
81,Breece Hall,NYJ,21,RB,7,2,4.43,2.71,31.1,11.5,0.14,1.14,79,2.7,31.1,61.3%,7,11.4,66.1,0.57,2.86,62,5.8,66.1,11.4,14.1,6.9,97.3,5,0.14
82,Michael Carter,NYJ,23,RB,14,9,3.43,2.64,20.3,7.7,0,0.86,37,2.6,20.3,77.1%,5.9,7.86,28.3,0.21,0.93,25,3.6,28.3,7.9,10.5,4.6,48.6,3,0.14
83,D'Onta Foreman,CAR,26,RB,14,7,0.64,0.36,1.86,5.2,0,0.07,23,0.4,1.9,55.6%,2.9,11.2,46.1,0.29,2.21,60,4.1,46.1,11.2,11.6,4.1,48,4,0.07
84,Mack Hollins,LVR,29,WR,14,13,6.07,3.64,44.9,12.3,0.29,2.14,60,3.6,44.9,60.0%,7.4,0.29,2.86,0,0.14,17,10,2.9,0.3,3.93,12.1,47.7,4,
85,George Pickens,PIT,21,WR,14,9,4.93,3,45.9,15.3,0.14,2.14,42,3,45.9,60.9%,9.3,0.21,1.71,0.07,0.14,22,8,1.7,0.2,3.21,14.8,47.6,3,
86,Jerry Jeudy,DEN,23,WR,12,11,6.33,4.08,55.3,13.5,0.5,2.58,67,4.1,55.3,64.5%,8.7,0.08,0.08,0,0.08,1,1,0.1,0.1,4.17,13.3,55.3,6,
87,Latavius Murray,2TM,32,RB,10,4,2.5,2.1,9.5,4.5,0,0.2,14,2.1,9.5,84.0%,3.8,13.6,56.7,0.5,3.2,52,4.2,56.7,13.6,15.7,4.2,66.2,5,
88,Rachaad White,TAM,23,RB,14,5,3.5,2.93,17.6,6,0.07,0.79,20,2.9,17.6,83.7%,5,7.64,29.1,0.07,1.64,35,3.8,29.1,7.6,10.6,4.4,46.8,2,0.21
89,Samaje Perine,CIN,27,RB,14,2,3.29,2.43,18.9,7.8,0.29,0.79,32,2.4,18.9,73.9%,5.7,6.07,26.6,0.14,1.36,29,4.4,26.6,6.1,8.5,5.4,45.5,6,
90,Darius Slayton,NYG,25,WR,13,9,4.77,3.08,48.5,15.8,0.15,2,55,3.1,48.5,64.5%,10.2,,,0,0,,,,,3.08,15.8,48.5,2,0.08
91,Pat Freiermuth,PIT,24,TE,13,7,6.31,4.08,48.5,11.9,0.15,2.46,57,4.1,48.5,64.6%,7.7,,,0,0,,,,,4.08,11.9,48.5,2,
92,Kareem Hunt,CLE,27,RB,14,0,2.57,2,13,6.5,0.07,0.71,24,2,13,77.8%,5.1,7.86,31.9,0.21,2.07,24,4.1,31.9,7.9,9.86,4.6,44.9,4,0.07
93,Jakobi Meyers,NWE,26,WR,11,10,6.64,4.73,58.2,12.3,0.27,2.64,39,4.7,58.2,71.2%,8.8,0.18,-1,0,0.18,7,-5.5,-1,0.2,4.91,11.6,57.2,3,0.18
94,Marquez Valdes-Scantling,KAN,28,WR,14,9,4.71,2.64,45.1,17.1,0.14,2.07,57,2.6,45.1,56.1%,9.6,0.07,-0.21,0,0,-3,-3,-0.2,0.1,2.71,16.6,44.9,2,
95,Allen Lazard,GNB,27,WR,12,12,6.42,3.83,52.3,13.6,0.42,3,47,3.8,52.3,59.7%,8.1,,,0,0,,,,,3.83,13.6,52.3,5,
96,Drake London,ATL,21,WR,14,12,6.57,3.86,43.1,11.2,0.29,2.5,37,3.9,43.1,58.7%,6.6,,,0,0,,,,,3.86,11.2,43.1,4,0.14
97,George Kittle*,SFO,29,TE,12,12,5.33,3.83,49.4,12.9,0.5,2.17,54,3.8,49.4,71.9%,9.3,,,0,0,,,,,3.83,12.9,49.4,6,0.08
98,Marquise Brown,ARI,25,WR,9,9,9.78,6.33,64.9,10.2,0.33,3.11,26,6.3,64.9,64.8%,6.6,,,0,0,,,,,6.33,10.2,64.9,3,0.11
99,Daniel Jones,NYG,25,QB,14,14,,,,,0,0,,,,,,7.5,41.6,0.36,3.36,24,5.6,41.6,7.5,7.5,5.6,41.6,5,0.36
100,Dallas Goedert,PHI,27,TE,9,9,5.89,4.78,60.4,12.7,0.33,3.44,31,4.8,60.4,81.1%,10.3,,,0,0,,,,,4.78,12.7,60.4,3,0.11
101,David Njoku,CLE,26,TE,11,11,6.09,4.64,50.1,10.8,0.27,2.82,38,4.6,50.1,76.1%,8.2,0.18,-0.73,0,0,-2,-4,-0.7,0.2,4.82,10.2,49.4,3,0.09
102,Parris Campbell,IND,25,WR,14,13,5.07,3.71,36.4,9.8,0.21,2,38,3.7,36.4,73.2%,7.2,0.21,2.21,0,0.07,28,10.3,2.2,0.2,3.93,9.8,38.6,3,
103,Melvin Gordon,DEN,29,RB,10,6,3.2,2.5,22.3,8.9,0,1.1,24,2.5,22.3,78.1%,7,9,31.8,0.2,1.5,17,3.5,31.8,9,11.5,4.7,54.1,2,0.5
104,Noah Brown,DAL,26,WR,13,11,4.77,3.08,41,13.3,0.23,1.85,51,3.1,41,64.5%,8.6,,,0,0,,,,,3.08,13.3,41,3,0.08
105,Gerald Everett,LAC,28,TE,13,9,6.08,4,40.9,10.2,0.15,1.92,26,4,40.9,65.8%,6.7,0.08,0,0,0,0,0,0,0.1,4.08,10,40.9,2,
106,James Cook,BUF,23,RB,14,0,2,1.29,11.8,9.2,0.07,0.36,41,1.3,11.8,64.3%,5.9,4.93,25.9,0.07,1.21,33,5.3,25.9,4.9,6.21,6.1,37.7,2,0.07
107,Brandin Cooks,HOU,29,WR,10,10,7.1,4.4,52,11.8,0.1,2.1,44,4.4,52,62.0%,7.3,0.2,0.7,0,0,5,3.5,0.7,0.2,4.6,11.5,52.7,1,
108,Taysom Hill,NOR,32,TE,13,8,0.85,0.54,5.08,9.4,0.15,0.31,30,0.5,5.1,63.6%,6,5.23,34.5,0.38,1.92,60,6.6,34.5,5.2,5.77,6.9,39.6,7,0.15
109,Christian Watson,GNB,23,WR,11,8,4.27,2.64,40.6,15.4,0.64,1.82,63,2.6,40.6,61.7%,9.5,0.45,6.18,0.18,0.18,46,13.6,6.2,0.5,3.09,15.1,46.8,9,
110,Alec Pierce,IND,22,WR,13,10,5,2.46,39.2,15.9,0.15,1.77,47,2.5,39.2,49.2%,7.8,,,0,0,,,,,2.46,15.9,39.2,2,0.08
111,Cam Akers,LAR,23,RB,12,6,0.92,0.58,4.5,7.7,0,0.33,18,0.6,4.5,63.6%,4.9,10.4,36.8,0.33,2.08,19,3.5,36.8,10.4,11,3.8,41.3,4,0.17
112,Darnell Mooney,CHI,25,WR,12,12,5.08,3.33,41.1,12.3,0.17,1.67,56,3.3,41.1,65.6%,8.1,0.08,0.17,0,0,2,2,0.2,0.1,3.42,12.1,41.3,2,
113,Kenyan Drake,BAL,28,RB,11,5,1.91,1.36,6.36,4.7,0.09,0.55,15,1.4,6.4,71.4%,3.3,8.45,38.4,0.27,1.73,40,4.5,38.4,8.5,9.82,4.6,44.7,4,0.09
114,Devin Duvernay*,BAL,25,WR,14,13,3.5,2.64,29.1,11,0.21,1.36,31,2.6,29.1,75.5%,8.3,0.86,6,0.07,0.5,18,7,6,0.9,3.5,10,35.1,4,0.07
115,Keenan Allen,LAC,30,WR,7,7,8.29,6,69.4,11.6,0.29,3.57,46,6,69.4,72.4%,8.4,,,0,0,,,,,6,11.6,69.4,2,0.14
116,Chris Moore,HOU,29,WR,13,4,4.54,3.15,36.9,11.7,0.15,1.46,52,3.2,36.9,69.5%,8.1,0.15,0.38,0,0,3,2.5,0.4,0.2,3.31,11.3,37.3,2,
117,Olamide Zaccheaus,ATL,25,WR,14,10,3.36,2.29,34.1,14.9,0.14,1.57,45,2.3,34.1,68.1%,10.2,0.14,0.5,0,0.07,13,3.5,0.5,0.1,2.43,14.3,34.6,2,0.07
118,Eno Benjamin,2TM,23,,12,3,2.75,2,15.3,7.7,0,0.83,22,2,15.3,72.7%,5.6,6.08,25,0.17,1.17,45,4.1,25,6.1,8.08,5,40.3,2,
119,Tyler Higbee,LAR,29,TE,14,14,6.14,4,34.4,8.6,0.07,1.64,26,4,34.4,65.1%,5.6,,,0,0,,,,,4,8.6,34.4,1,
120,Chase Claypool,2TM,24,WR,13,11,5.54,3.38,32.5,9.6,0.08,1.69,31,3.4,32.5,61.1%,5.9,0.69,4.54,0,0.23,15,6.6,4.5,0.7,4.08,9.1,37,1,0.08
121,Nico Collins,HOU,23,WR,10,7,6.6,3.7,48.1,13,0.2,2.1,58,3.7,48.1,56.1%,7.3,,,0,0,,,,,3.7,13,48.1,2,
122,Kalif Raymond,DET,28,WR,14,6,3.86,2.79,32.4,11.6,0,1.36,43,2.8,32.4,72.2%,8.4,0.36,1.71,0,0.14,12,4.8,1.7,0.4,3.14,10.9,34.1,0,0.21
123,James Robinson,2TM,24,RB,11,5,1.27,1,4.64,4.6,0.18,0.45,10,1,4.6,78.6%,3.6,10,38.6,0.27,2,50,3.9,38.6,10,11,3.9,43.3,5,0.09
124,Corey Davis,NYJ,27,WR,11,8,5,2.55,43.1,16.9,0.18,2.18,66,2.5,43.1,50.9%,8.6,,,0,0,,,,,2.55,16.9,43.1,2,
125,DeAndre Carter,LAC,29,WR,14,7,4.07,2.93,34.4,11.7,0.21,1.93,35,2.9,34.4,71.9%,8.4,0.14,-1.07,0,0,-5,-7.5,-1.1,0.1,3.07,10.8,33.3,3,0.07
126,Dawson Knox,BUF,26,TE,13,13,4.46,3.31,35.8,10.8,0.31,1.69,45,3.3,35.8,74.1%,8,,,0,0,,,,,3.31,10.8,35.8,4,
127,K.J. Osborn,MIN,25,WR,14,9,5.21,3.21,32.6,10.2,0.29,1.64,63,3.2,32.6,61.6%,6.3,0.21,0.43,0,0.14,5,2,0.4,0.2,3.43,9.6,33.1,4,
128,Tyler Conklin,NYJ,27,TE,15,14,5.13,3.33,30.6,9.2,0.2,1.33,29,3.3,30.6,64.9%,6,0.13,0.2,0,0.13,2,1.5,0.2,0.1,3.47,8.9,30.8,3,0.13
129,DeVante Parker,NWE,29,WR,12,10,3.33,2.08,38.3,18.4,0.08,1.67,43,2.1,38.3,62.5%,11.5,,,0,0,,,,,2.08,18.4,38.3,1,
130,Damien Harris,NWE,25,RB,9,8,1.78,1.44,8.33,5.8,0,0.44,15,1.4,8.3,81.3%,4.7,9.33,42.6,0.33,2.11,30,4.6,42.6,9.3,10.8,4.7,50.9,3,
131,Clyde Edwards-Helaire,KAN,23,RB,10,6,2.3,1.7,15.1,8.9,0.3,1.1,25,1.7,15.1,73.9%,6.6,7.1,30.2,0.3,1.5,52,4.3,30.2,7.1,8.8,5.1,45.3,6,
132,Isaiah McKenzie,BUF,27,WR,13,7,4.62,3.08,31.1,10.1,0.31,2,30,3.1,31.1,66.7%,6.7,0.62,3.77,0.08,0.23,18,6.1,3.8,0.6,3.69,9.4,34.8,5,
