,,,,,Games,,Receiving,,,,,,,,,,,Rushing,,,,,,,,Total Yds,,,,
23,Terry McLaurin,WAS,27,WR,13,13,7.54,4.77,72.7,15.2,0.23,3.38,49,4.8,72.7,63.3%,9.6,0.46,1.31,0,0.08,7,2.8,1.3,0.5,5.23,14.1,74,3,0.08
24,A.J. Brown,PHI,25,WR,12,11,8,5.08,79.2,15.6,0.75,3.42,54,5.1,79.2,63.5%,9.9,,,0,0,,,,,5.08,15.6,79.2,9,0.17
25,Joe Mixon,CIN,26,RB,10,10,5.3,4.1,31.4,7.7,0.2,1.2,35,4.1,31.4,77.4%,5.9,15.8,60.5,0.6,3.6,31,3.8,60.5,15.8,19.9,4.6,91.9,8,
26,Amon-Ra St. Brown,DET,23,WR,11,11,9.09,6.91,75.5,10.9,0.55,4.27,49,6.9,75.5,76.0%,8.3,0.55,7.55,0,0.18,58,13.8,7.5,0.5,7.45,11.1,83,6,
27,Justin Fields,CHI,23,QB,12,12,,,,,0,0,,,,,,10.7,75.4,0.67,4.75,67,7.1,75.4,10.7,10.7,7.1,75.4,8,1.08
28,Chris Olave,NOR,22,WR,12,7,8.17,5,73.9,14.8,0.25,3.42,53,5,73.9,61.2%,9.1,,,0,0,,,,,5,14.8,73.9,3,0.08
29,David Montgomery,CHI,25,RB,12,12,2.5,2.08,20.3,9.8,0,0.58,32,2.1,20.3,83.3%,8.1,13.3,53.4,0.33,2.92,28,4,53.4,13.3,15.4,4.8,73.8,4,0.08
30,Cooper Kupp,LAR,29,WR,9,9,10.9,8.33,90.2,10.8,0.67,4.67,75,8.3,90.2,76.5%,8.3,1,5.78,0.11,0.44,20,5.8,5.8,1,9.33,10.3,96,7,0.22
31,Tee Higgins,CIN,23,WR,12,11,7.08,5,71.8,14.4,0.42,3.33,59,5,71.8,70.6%,10.1,,,0,0,,,,,5,14.4,71.8,5,
32,Leonard Fournette,TAM,27,RB,11,9,5.18,4.45,31.5,7.1,0.27,1.64,25,4.5,31.5,86.0%,6.1,13.2,46.5,0.27,2.82,17,3.5,46.5,13.2,17.6,4.4,78,6,
33,Antonio Gibson,WAS,24,RB,13,6,3.92,3.23,25.1,7.8,0.15,1.23,26,3.2,25.1,82.4%,6.4,10.7,39.6,0.23,2.38,20,3.7,39.6,10.7,13.9,4.6,64.7,5,
34,Christian Kirk,JAX,26,WR,12,12,8.25,5.17,69.1,13.4,0.58,3.58,49,5.2,69.1,62.6%,8.4,0.33,0.58,0,0,5,1.8,0.6,0.3,5.5,12.7,69.7,7,0.08
35,Tyler Lockett,SEA,30,WR,12,12,7.5,5.5,69.7,12.7,0.58,3.33,40,5.5,69.7,73.3%,9.3,,,0,0,,,,,5.5,12.7,69.7,7,0.17
36,Amari Cooper,CLE,28,WR,12,12,8.5,5.08,69.3,13.6,0.58,3.83,55,5.1,69.3,59.8%,8.2,,,0,0,,,,,5.08,13.6,69.3,7,
37,Devin Singletary,BUF,25,RB,12,12,3.5,2.58,18.8,7.3,0.08,1.08,22,2.6,18.8,73.8%,5.4,11.4,50.3,0.33,2.67,30,4.4,50.3,11.4,14,4.9,69.1,5,0.17
38,Jeff Wilson,2TM,27,RB,12,7,2.17,1.33,12.4,9.3,0.08,0.5,16,1.3,12.4,61.5%,5.7,11,56.7,0.33,2.67,41,5.2,56.7,11,12.3,5.6,69.1,5,0.17
39,Jamaal Williams,DET,27,RB,12,6,1,0.75,4.75,6.3,0,0.25,17,0.8,4.8,75.0%,4.8,15.7,64.1,1.17,4.42,51,4.1,64.1,15.7,16.4,4.2,68.8,14,0.25
40,Najee Harris,PIT,24,RB,12,12,3.08,2.5,12.3,4.9,0.17,0.83,14,2.5,12.3,81.1%,4,14.6,55.9,0.33,2.25,36,3.8,55.9,14.6,17.1,4,68.3,6,0.17
41,D.K. Metcalf,SEA,25,WR,12,12,8.33,5.58,66.5,11.9,0.42,3.08,54,5.6,66.5,67.0%,8,,,0,0,,,,,5.58,11.9,66.5,5,0.17
42,Garrett Wilson,NYJ,22,WR,12,7,7.83,4.75,65.8,13.9,0.33,3.17,60,4.8,65.8,60.6%,8.4,0.33,0.33,0,0,7,1,0.3,0.3,5.08,13,66.2,4,0.08
43,AJ Dillon,GNB,24,RB,13,3,2.54,1.77,12.2,6.9,0,0.54,12,1.8,12.2,69.7%,4.8,11,48,0.23,2.69,27,4.4,48,11,12.8,4.7,60.2,3,0.08
44,Deebo Samuel,SFO,26,WR,11,10,7.82,4.55,51.7,11.4,0.18,2,57,4.5,51.7,58.1%,6.6,3.36,18.8,0.18,0.64,51,5.6,18.8,3.4,7.91,8.9,70.5,4,0.18
45,Kenneth Walker III,SEA,22,RB,11,7,2.36,1.73,10.5,6.1,0,0.36,23,1.7,10.5,73.1%,4.5,12.5,59,0.82,2.91,74,4.7,59,12.5,14.3,4.9,69.5,9,
46,Lamar Jackson,BAL,25,QB,12,12,,,,,0,0,,,,,,9.33,63.7,0.25,3.92,79,6.8,63.7,9.3,9.33,6.8,63.7,3,0.42
47,Mike Evans,TAM,29,WR,11,11,8.09,5,69.2,13.8,0.27,3.45,51,5,69.2,61.8%,8.6,,,0,0,,,,,5,13.8,69.2,3,
48,Michael Pittman Jr.,IND,25,WR,12,12,8.92,6.33,62.9,9.9,0.17,3.33,28,6.3,62.9,71.0%,7.1,,,0,0,,,,,6.33,9.9,62.9,2,0.17
49,Curtis Samuel,WAS,26,WR,13,10,6.08,4.15,42.8,10.3,0.23,2.31,49,4.2,42.8,68.4%,7,2.38,14.5,0.08,0.85,21,6.1,14.5,2.4,6.54,8.8,57.2,4,0.08
50,DeVonta Smith,PHI,24,WR,12,12,7.25,5.08,59.3,11.7,0.33,2.83,45,5.1,59.3,70.1%,8.2,,,0,0,,,,,5.08,11.7,59.3,4,0.08
51,Ezekiel Elliott,DAL,27,RB,10,9,1.3,1.1,5.4,4.9,0,0.2,31,1.1,5.4,84.6%,4.2,15.7,65.4,0.8,4,27,4.2,65.4,15.7,16.8,4.2,70.8,8,
52,Brandon Aiyuk,SFO,24,WR,12,12,6.92,4.67,58.2,12.5,0.5,2.58,34,4.7,58.2,67.5%,8.4,0.08,0.58,0,0,7,7,0.6,0.1,4.75,12.4,58.8,6,0.08
53,Khalil Herbert,CHI,24,RB,10,1,0.7,0.6,6.2,10.3,0.1,0.2,25,0.6,6.2,85.7%,8.9,10.8,64.3,0.4,2.2,63,6,64.3,10.8,11.4,6.2,70.5,5,
54,Ja'Marr Chase,CIN,22,WR,8,8,10.3,6.75,87.8,13,0.75,4.75,60,6.8,87.8,65.9%,8.6,0.5,0.25,0,0,4,0.5,0.3,0.5,7.25,12.1,88,6,0.13
55,Courtland Sutton,DEN,27,WR,12,12,7.42,4.33,57.3,13.2,0.08,2.67,51,4.3,57.3,58.4%,7.7,0.08,0.42,0,0,5,5,0.4,0.1,4.42,13.1,57.8,1,
56,Raheem Mostert,MIA,30,RB,11,9,2.36,1.55,10.8,7,0.09,0.45,18,1.5,10.8,65.4%,4.6,11.4,52.1,0.27,2.73,25,4.6,52.1,11.4,12.9,4.9,62.9,4,
57,Tyler Allgeier,ATL,22,RB,12,5,0.83,0.83,7.25,8.7,0.08,0.42,25,0.8,7.3,100.0%,8.7,10.9,50.3,0.08,2.33,44,4.6,50.3,10.9,11.8,4.9,57.6,2,
58,JuJu Smith-Schuster,KAN,26,WR,11,10,6.45,4.73,62.5,13.2,0.18,3.18,53,4.7,62.5,73.2%,9.7,,,0,0,,,,,4.73,13.2,62.5,2,0.18
59,Breece Hall,NYJ,21,RB,7,2,4.43,2.71,31.1,11.5,0.14,1.14,79,2.7,31.1,61.3%,7,11.4,66.1,0.57,2.86,62,5.8,66.1,11.4,14.1,6.9,97.3,5,0.14
60,Gabriel Davis,BUF,23,WR,11,11,6.09,3.18,60.5,19,0.55,2.45,98,3.2,60.5,52.2%,9.9,,,0,0,,,,,3.18,19,60.5,6,
61,Mark Andrews,BAL,27,TE,11,11,7.82,5.09,59.5,11.7,0.45,3.27,25,5.1,59.5,65.1%,7.6,0.27,0.73,0,0.27,4,2.7,0.7,0.3,5.36,11.2,60.2,5,0.09
62,Tyler Boyd,CIN,28,WR,12,10,5.42,3.75,54.6,14.6,0.33,2.67,60,3.8,54.6,69.2%,10.1,,,0,0,,,,,3.75,14.6,54.6,4,
63,Chris Godwin,TAM,26,WR,10,9,9.9,6.8,64.8,9.5,0.2,3.4,44,6.8,64.8,68.7%,6.5,0.3,0.5,0,0,2,1.7,0.5,0.3,7.1,9.2,65.3,2,
64,James Conner,ARI,27,RB,9,9,3.89,3,19,6.3,0.11,0.78,21,3,19,77.1%,4.9,13.4,52.9,0.44,3.56,20,3.9,52.9,13.4,16.4,4.4,71.9,5,0.33
65,D.J. Moore,CAR,25,WR,12,12,7.33,3.83,50.4,13.2,0.33,2.42,62,3.8,50.4,52.3%,6.9,0.58,3.25,0,0.08,11,5.6,3.3,0.6,4.42,12.2,53.7,4,
66,Donovan Peoples-Jones,CLE,23,WR,12,10,5.67,3.75,53.1,14.2,0.08,2.08,42,3.8,53.1,66.2%,9.4,0.08,0.17,0,0,2,2,0.2,0.1,3.83,13.9,53.3,1,0.08
67,Cordarrelle Patterson,ATL,31,RB,9,8,1.78,1.22,7.22,5.9,0,0.33,15,1.2,7.2,68.8%,4.1,12,62.9,0.56,3.56,40,5.2,62.9,12,13.2,5.3,70.1,5,0.11
68,Mack Hollins,LVR,29,WR,13,12,5.92,3.62,45.2,12.5,0.23,2.08,60,3.6,45.2,61.0%,7.6,0.31,3.08,0,0.15,17,10,3.1,0.3,3.92,12.3,48.3,3,
69,T.J. Hockenson,2TM,25,TE,12,11,6.92,4.67,51.7,11.1,0.33,2.58,81,4.7,51.7,67.5%,7.5,,,0,0,,,,,4.67,11.1,51.7,4,
70,Allen Lazard,GNB,27,WR,11,11,6.82,4.09,56.4,13.8,0.45,3.27,47,4.1,56.4,60.0%,8.3,,,0,0,,,,,4.09,13.8,56.4,5,
71,Josh Palmer,LAC,24,WR,11,10,7.82,5.18,55.6,10.7,0.27,3,50,5.2,55.6,66.3%,7.1,0.09,0.36,0,0.09,4,4,0.4,0.1,5.27,10.6,56,3,0.09
72,Jalen Hurts,PHI,24,QB,12,12,,,,,0,0,,,,,,11,50.8,0.75,4.42,42,4.6,50.8,11,11,4.6,50.8,9,0.75
73,Brian Robinson Jr.,WAS,23,RB,9,7,1,0.89,4.67,5.3,0.11,0.22,14,0.9,4.7,88.9%,4.7,16.3,62.6,0.22,4.22,24,3.8,62.6,16.3,17.2,3.9,67.2,3,0.11
74,Jakobi Meyers,NWE,26,WR,10,9,6.7,5,59.3,11.9,0.3,2.8,30,5,59.3,74.6%,8.9,0.2,0.9,0,0.2,7,4.5,0.9,0.2,5.2,11.6,60.2,3,0.1
75,Zay Jones,JAX,27,WR,11,10,7.82,5.45,52.5,9.6,0.09,2.91,29,5.5,52.5,69.8%,6.7,0.27,1.91,0,0.09,14,7,1.9,0.3,5.73,9.5,54.5,1,
76,Pat Freiermuth,PIT,24,TE,11,6,6.91,4.55,54.3,11.9,0.09,2.64,57,4.5,54.3,65.8%,7.9,,,0,0,,,,,4.55,11.9,54.3,1,
77,Kareem Hunt,CLE,27,RB,12,0,2.58,2.08,14.4,6.9,0.08,0.83,24,2.1,14.4,80.6%,5.6,8.5,34.8,0.25,2.33,24,4.1,34.8,8.5,10.6,4.6,49.2,4,0.08
78,Samaje Perine,CIN,27,RB,12,2,3.33,2.67,21.8,8.2,0.33,0.92,32,2.7,21.8,80.0%,6.6,6.17,27.3,0.08,1.42,29,4.4,27.3,6.2,8.83,5.6,49.1,5,
79,D'Andre Swift,DET,23,RB,9,6,4.56,3.11,26.1,8.4,0.22,1.33,25,3.1,26.1,68.3%,5.7,7.11,39.3,0.44,1.44,50,5.5,39.3,7.1,10.2,6.4,65.4,6,0.11
80,D'Onta Foreman,CAR,26,RB,12,5,0.67,0.33,2.08,6.3,0,0.08,23,0.3,2.1,50.0%,3.1,10.5,46.9,0.33,2.25,60,4.5,46.9,10.5,10.8,4.5,49,4,
81,Diontae Johnson,PIT,26,WR,12,12,8.75,5.08,47.1,9.3,0,2.42,36,5.1,47.1,58.1%,5.4,0.5,1.92,0,0.08,8,3.8,1.9,0.5,5.58,8.8,49,0,0.08
82,Marquez Valdes-Scantling,KAN,28,WR,12,7,4.83,2.75,48.8,17.8,0.08,2.17,57,2.8,48.8,56.9%,10.1,0.08,-0.25,0,0,-3,-3,-0.3,0.1,2.83,17.1,48.6,1,
83,Josh Allen,BUF,26,QB,12,12,,,,,0,0,,,,,,7.42,48.4,0.42,3.5,36,6.5,48.4,7.4,7.42,6.5,48.4,5,0.83
84,Adam Thielen,MIN,32,WR,12,12,6.92,4.67,48.3,10.4,0.25,3,36,4.7,48.3,67.5%,7,,,0,0,,,,,4.67,10.4,48.3,3,
85,Michael Carter,NYJ,23,RB,11,9,3.27,2.55,19,7.5,0,0.82,37,2.5,19,77.8%,5.8,9,33.6,0.27,1.18,25,3.7,33.6,9,11.5,4.6,52.6,3,0.09
86,DeAndre Hopkins,ARI,30,WR,6,6,10.7,8.17,95.7,11.7,0.5,4.5,33,8.2,95.7,76.6%,9,,,0,0,,,,,8.17,11.7,95.7,3,0.17
87,Isiah Pacheco,KAN,22,RB,12,6,0.5,0.5,3.83,7.7,0,0.25,17,0.5,3.8,100.0%,7.7,9.25,43.4,0.25,1.75,28,4.7,43.4,9.3,9.75,4.8,47.3,3,0.25
88,Darius Slayton,NYG,25,WR,11,7,4.73,3,51.5,17.2,0.18,2.27,55,3,51.5,63.5%,10.9,,,0,0,,,,,3,17.2,51.5,2,
89,Dallas Goedert,PHI,27,TE,9,9,5.89,4.78,60.4,12.7,0.33,3.44,31,4.8,60.4,81.1%,10.3,,,0,0,,,,,4.78,12.7,60.4,3,0.11
90,Melvin Gordon,DEN,29,RB,10,6,3.2,2.5,22.3,8.9,0,1.1,24,2.5,22.3,78.1%,7,9,31.8,0.2,1.5,17,3.5,31.8,9,11.5,4.7,54.1,2,0.5
91,George Pickens,PIT,21,WR,12,7,5.08,3.08,42.7,13.8,0.17,2.08,36,3.1,42.7,60.7%,8.4,0.25,2,0.08,0.17,22,8,2,0.3,3.33,13.4,44.7,3,
92,Rachaad White,TAM,23,RB,12,3,3.5,2.92,18.4,6.3,0.08,0.92,20,2.9,18.4,83.3%,5.3,6.92,26.2,0.08,1.5,35,3.8,26.2,6.9,9.83,4.5,44.6,2,0.17
93,Drake London,ATL,21,WR,13,11,6.23,3.62,41,11.3,0.31,2.38,37,3.6,41,58.0%,6.6,,,0,0,,,,,3.62,11.3,41,4,0.08
94,Marquise Brown,ARI,25,WR,7,7,10.3,7,75.9,10.8,0.43,3.71,26,7,75.9,68.1%,7.4,,,0,0,,,,,7,10.8,75.9,3,0.14
95,Parris Campbell,IND,25,WR,13,12,5.23,3.85,38.2,9.9,0.23,2,38,3.8,38.2,73.5%,7.3,0.23,2.38,0,0.08,28,10.3,2.4,0.2,4.08,10,40.6,3,
96,Brandin Cooks,HOU,29,WR,10,10,7.1,4.4,52,11.8,0.1,2.1,44,4.4,52,62.0%,7.3,0.2,0.7,0,0,5,3.5,0.7,0.2,4.6,11.5,52.7,1,
97,Daniel Jones,NYG,25,QB,12,12,,,,,0,0,,,,,,7.58,43.5,0.33,3.5,24,5.7,43.5,7.6,7.58,5.7,43.5,4,0.42
98,Jerry Jeudy,DEN,23,WR,10,9,5.9,3.4,51.4,15.1,0.3,2.3,67,3.4,51.4,57.6%,8.7,0.1,0.1,0,0.1,1,1,0.1,0.1,3.5,14.7,51.5,3,
99,Alec Pierce,IND,22,WR,12,9,5,2.67,42.5,15.9,0.17,1.92,47,2.7,42.5,53.3%,8.5,,,0,0,,,,,2.67,15.9,42.5,2,0.08
100,Mike Williams,LAC,28,WR,8,8,7.5,4.75,63.8,13.4,0.38,2.75,50,4.8,63.8,63.3%,8.5,,,0,0,,,,,4.75,13.4,63.8,3,
101,Darnell Mooney,CHI,25,WR,12,12,5.08,3.33,41.1,12.3,0.17,1.67,56,3.3,41.1,65.6%,8.1,0.08,0.17,0,0,2,2,0.2,0.1,3.42,12.1,41.3,2,
102,Kenyan Drake,BAL,28,RB,10,5,1.9,1.3,6.9,5.3,0.1,0.6,15,1.3,6.9,68.4%,3.6,9.2,42.1,0.3,1.9,40,4.6,42.1,9.2,10.5,4.7,49,4,
103,Latavius Murray,2TM,32,RB,8,2,2.38,2.13,10.5,4.9,0,0.25,14,2.1,10.5,89.5%,4.4,13,50.6,0.5,2.5,52,3.9,50.6,13,15.1,4,61.1,4,
104,Taysom Hill,NOR,32,TE,12,7,0.92,0.58,5.5,9.4,0.17,0.33,30,0.6,5.5,63.6%,6,5.08,34.9,0.42,1.92,60,6.9,34.9,5.1,5.67,7.1,40.4,7,0.08
105,Olamide Zaccheaus,ATL,25,WR,13,9,3.38,2.46,36.8,14.9,0.15,1.69,45,2.5,36.8,72.7%,10.9,0.15,0.54,0,0.08,13,3.5,0.5,0.2,2.62,14.3,37.3,2,0.08
106,Eno Benjamin,2TM,23,,11,3,3,2.18,16.7,7.7,0,0.91,22,2.2,16.7,72.7%,5.6,6.36,27.2,0.18,1.27,45,4.3,27.2,6.4,8.55,5.1,43.9,2,
107,Chase Claypool,2TM,24,WR,13,11,5.54,3.38,32.5,9.6,0.08,1.69,31,3.4,32.5,61.1%,5.9,0.69,4.54,0,0.23,15,6.6,4.5,0.7,4.08,9.1,37,1,0.08
108,Nico Collins,HOU,23,WR,10,7,6.6,3.7,48.1,13,0.2,2.1,58,3.7,48.1,56.1%,7.3,,,0,0,,,,,3.7,13,48.1,2,
109,James Robinson,2TM,24,RB,11,5,1.27,1,4.64,4.6,0.18,0.45,10,1,4.6,78.6%,3.6,10,38.6,0.27,2,50,3.9,38.6,10,11,3.9,43.3,5,0.09
110,James Cook,BUF,23,RB,12,0,2,1.25,12.6,10.1,0,0.33,41,1.3,12.6,62.5%,6.3,5,26.9,0.08,1.17,33,5.4,26.9,5,6.25,6.3,39.5,1,0.08
111,George Kittle,SFO,29,TE,10,10,5.4,3.8,47.2,12.4,0.4,2.2,39,3.8,47.2,70.4%,8.7,,,0,0,,,,,3.8,12.4,47.2,4,0.1
112,Christian Watson,GNB,23,WR,10,7,4.1,2.5,40.1,16,0.7,1.7,63,2.5,40.1,61.0%,9.8,0.5,6.8,0.2,0.2,46,13.6,6.8,0.5,3,15.6,46.9,9,
113,Devin Duvernay,BAL,25,WR,12,12,3.75,2.92,31.5,10.8,0.25,1.5,31,2.9,31.5,77.8%,8.4,1,7,0.08,0.58,18,7,7,1,3.92,9.8,38.5,4,
114,Gerald Everett,LAC,28,TE,11,7,5.91,3.91,42,10.7,0.18,1.91,26,3.9,42,66.2%,7.1,0.09,0,0,0,0,0,0,0.1,4,10.5,42,2,
115,DeAndre Carter,LAC,29,WR,12,7,4.42,3.25,38.8,11.9,0.25,2.17,35,3.3,38.8,73.6%,8.8,0.08,-0.42,0,0,-5,-5,-0.4,0.1,3.33,11.5,38.4,3,0.08
116,Damien Harris,NWE,25,RB,9,8,1.78,1.44,8.33,5.8,0,0.44,15,1.4,8.3,81.3%,4.7,9.33,42.6,0.33,2.11,30,4.6,42.6,9.3,10.8,4.7,50.9,3,
117,David Njoku,CLE,26,TE,9,9,5.78,4.56,51.6,11.3,0.22,2.78,38,4.6,51.6,78.8%,8.9,0.11,-0.67,0,0,-6,-6,-0.7,0.1,4.67,10.9,50.9,2,0.11
118,Tyler Higbee,LAR,29,TE,13,13,6.23,4,35,8.8,0,1.69,26,4,35,64.2%,5.6,,,0,0,,,,,4,8.8,35,0,
119,Clyde Edwards-Helaire,KAN,23,RB,10,6,2.3,1.7,15.1,8.9,0.3,1.1,25,1.7,15.1,73.9%,6.6,7.1,30.2,0.3,1.5,52,4.3,30.2,7.1,8.8,5.1,45.3,6,
120,Jerick McKinnon,KAN,30,RB,12,0,3.5,2.58,20.6,8,0.17,1.08,34,2.6,20.6,73.8%,5.9,3.92,16.7,0,0.58,30,4.3,16.7,3.9,6.5,5.7,37.3,2,0.08
121,Corey Davis,NYJ,27,WR,9,7,5.22,2.78,49.4,17.8,0.22,2.56,66,2.8,49.4,53.2%,9.5,,,0,0,,,,,2.78,17.8,49.4,2,
122,Marcus Mariota,ATL,29,QB,13,13,,,,,0,0,,,,,,6.54,33.7,0.31,2.31,30,5.2,33.7,6.5,6.54,5.2,33.7,4,0.62
123,DeVante Parker,NWE,29,WR,11,9,3.45,2.09,39.6,19,0.09,1.64,43,2.1,39.6,60.5%,11.5,,,0,0,,,,,2.09,19,39.6,1,
124,Cole Kmet,CHI,23,TE,13,13,3.85,2.69,31.4,11.7,0.38,1.54,50,2.7,31.4,70.0%,8.2,0.15,0.69,0,0.08,8,4.5,0.7,0.2,2.85,11.3,32.1,5,0.08
125,Kyler Murray,ARI,25,QB,10,10,,,,,0,0,,,,,,6.6,41.5,0.3,2.3,42,6.3,41.5,6.6,6.6,6.3,41.5,3,0.8
126,Rondale Moore,ARI,22,WR,8,8,7,5.13,51.8,10.1,0.13,2,38,5.1,51.8,73.2%,7.4,0.75,-0.63,0,0.13,9,-0.8,-0.6,0.8,5.88,8.7,51.1,1,
127,Zach Ertz,ARI,32,TE,10,10,6.9,4.7,40.6,8.6,0.4,2.4,32,4.7,40.6,68.1%,5.9,,,0,0,,,,,4.7,8.6,40.6,4,
128,Kalif Raymond,DET,28,WR,12,5,3.83,2.67,31.8,11.9,0,1.25,43,2.7,31.8,69.6%,8.3,0.42,2,0,0.17,12,4.8,2,0.4,3.08,11,33.8,0,0.25
129,Isaiah McKenzie,BUF,27,WR,11,7,4.55,3.18,32.6,10.3,0.36,2,30,3.2,32.6,70.0%,7.2,0.64,3.82,0.09,0.27,18,6,3.8,0.6,3.82,9.5,36.5,5,
130,Hayden Hurst,CIN,29,TE,12,12,5.25,4,33.3,8.3,0.17,1.83,29,4,33.3,76.2%,6.3,,,0,0,,,,,4,8.3,33.3,2,
131,Noah Brown,DAL,26,WR,11,11,4.27,2.73,36.3,13.3,0.09,1.64,45,2.7,36.3,63.8%,8.5,,,0,0,,,,,2.73,13.3,36.3,1,0.09
132,Cam Akers,LAR,23,RB,11,5,0.73,0.36,1.73,4.8,0,0.18,10,0.4,1.7,50.0%,2.4,10.3,34.2,0.36,1.91,15,3.3,34.2,10.3,10.6,3.4,35.9,4,0.18
133,Tyler Conklin,NYJ,27,TE,12,12,5.25,3.33,32.5,9.8,0.25,1.5,29,3.3,32.5,63.5%,6.2,0.08,0.08,0,0.08,1,1,0.1,0.1,3.42,9.5,32.6,3,0.17
