Rk,Player,Tm,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds,Sk%,NY/A,ANY/A,4QC,GWD
18,Daniel Jones,NYG,25,QB,12,12,7-4-1,19.1,28.9,66,197.1,0.92,3.2,0.33,1.2,9.58,65,6.8,6.9,10.3,197.1,91.2,55.3,3.08,17.6,9.6,5.61,5.71,0.33,0.42
19,Kyler Murray,ARI,25,QB,10,10,3-7-0,25.8,38.9,66.3,235.9,1.4,3.6,0.7,1.8,11.9,38,6.1,6,9.1,235.9,87.1,51.2,2.5,19.2,6,5.23,5.15,0.1,0.1
20,Andy Dalton,NOR,35,QB,10,10,3-7-0,20,29.9,66.9,225.2,1.5,5,0.7,2.3,10.5,64,7.5,7.5,11.3,225.2,96.2,53.1,1.6,12.4,5.1,6.76,6.71,0.1,0.1
21,Lamar Jackson,BAL,25,QB,12,12,8-4-0,16.9,27.2,62.3,186.8,1.42,5.2,0.58,2.1,8.75,75,6.9,7,11,186.8,91.1,59.6,2.17,9.5,7.4,6.05,6.12,0.08,0.17
22,Marcus Mariota,ATL,29,QB,13,13,5-8-0,14.2,23.1,61.3,170.7,1.15,5,0.69,3,8.54,75,7.4,7,12.1,170.7,88.2,55.6,2.15,15,8.5,6.17,5.85,0.15,0.23
23,Davis Mills,HOU,24,QB,10,10,1-8-1,20.3,32.8,61.9,214.4,1.1,3.4,1.1,3.4,9,58,6.5,5.7,10.6,214.4,78.1,29.7,2.8,22.2,7.9,5.4,4.63,0,0.1
24,Ryan Tannehill,TEN,34,QB,10,10,6-4-0,17.2,26.5,64.9,211.7,1.1,4.2,0.4,1.5,9.5,69,8,8.1,12.3,211.7,97,55.3,2.5,18.3,8.6,6.67,6.81,,
25,Matthew Stafford,LAR,34,QB,9,9,3-6-0,22.9,33.7,68,231.9,1.11,3.3,0.89,2.6,11.7,75,6.9,6.4,10.1,231.9,87.4,51.2,3.22,23.1,8.7,5.66,5.18,,
26,Mac Jones,NWE,24,QB,9,9,4-5-0,20.4,30,68.1,218.1,0.78,2.6,0.78,2.6,8.56,48,7.3,6.6,10.7,218.1,87,35.5,2.78,18.3,8.5,6.09,5.5,0,0
27,Justin Fields,CHI,23,QB,12,12,3-9-0,13,21.1,61.7,158,1.08,5.1,0.83,4,6.42,56,7.5,6.7,12.2,158,85.4,58.6,3.33,19.8,13.7,5.66,5.01,0.08,0.17
28,Kenny Pickett,PIT,24,QB,9,8,4-4-0,21.2,32.6,65.2,199.7,0.44,1.4,0.89,2.7,10.1,57,6.1,5.2,9.4,199.7,75.1,46,2.56,17.1,7.3,5.2,4.31,0.11,0.22
29,Dak Prescott,DAL,29,QB,7,7,5-2-0,20.6,30.3,67.9,223.3,1.86,6.1,1,3.3,11,68,7.4,7.1,10.9,223.3,96.1,59.2,1.14,6.43,3.6,6.9,6.65,,
30,Baker Mayfield,2TM,27,,8,6,1-5-0,17.6,30.1,58.5,192.9,0.88,2.9,0.75,2.5,7.63,75,6.4,5.9,10.9,192.9,76.8,23.5,2.88,18.1,8.7,5.3,4.8,0,0
31,Carson Wentz,WAS,30,QB,6,6,2-4-0,24,38.7,62.1,248.2,1.67,4.3,1,2.6,11.3,75,6.4,6.1,10.3,248.2,84.1,32.5,3.83,23.3,9,5.29,5.02,0.33,0.33
32,Taylor Heinicke,WAS,29,QB,7,7,5-1-1,18.7,30.3,61.8,206.3,1.29,4.2,0.71,2.4,10.4,49,6.8,6.6,11,206.3,86.3,42.9,2,14.4,6.2,5.94,5.74,0.29,0.14
33,Zach Wilson,NYJ,23,QB,7,7,5-2-0,15,27,55.6,182.7,0.57,2.1,0.71,2.6,8,79,6.8,6,12.2,182.7,72.6,42.9,2.29,17.7,7.8,5.63,4.93,0.14,0.29
34,Cooper Rush,DAL,29,QB,8,5,4-1-0,11.8,20.1,58.4,131.4,0.63,3.1,0.38,1.9,6.5,46,6.5,6.3,11.2,131.4,80.5,60.5,0.88,6.13,4.2,5.96,5.76,0,0.25
35,Joe Flacco,NYJ,37,QB,3,3,1-2-0,30.3,51.7,58.7,300.3,1.67,3.2,1,1.9,15.3,66,5.8,5.6,9.9,300.3,77.9,32.8,3,20,5.5,5.13,4.91,0.33,0.33
36,Jameis Winston,NOR,28,QB,3,3,1-2-0,24.3,38.3,63.5,286,1.33,3.5,1.67,4.3,11.7,51,7.5,6.2,11.8,286,79.5,34.4,3.67,24.7,8.7,6.22,5.07,0.33,0.33
37,Mitchell Trubisky,PIT,28,QB,5,4,1-3-0,15.6,25.6,60.9,159.4,0.6,2.3,0.4,1.6,8,45,6.2,6,10.2,159.4,80.1,50.2,1.8,10.6,6.6,5.43,5.21,0,0.2
38,Bailey Zappe,NWE,23,QB,4,2,2-0-0,16.3,23,70.7,195.3,1.25,5.4,0.75,3.3,9.25,53,8.5,8.1,12,195.3,100.9,34.2,1.5,10,6.1,7.56,7.2,,
39,P.J. Walker,CAR,27,QB,6,5,2-3-0,10.5,17.7,59.4,121.8,0.5,2.8,0.5,2.8,5,62,6.9,6.2,11.6,121.8,78,23.4,1.17,7.67,6.2,6.06,5.4,,
40,Mike White,NYJ,27,QB,2,2,1-1-0,26.5,42.5,62.4,342,1.5,3.5,1,2.4,14.5,60,8,7.7,12.9,342,89.5,46.5,1,5,2.3,7.75,7.4,,
41,Teddy Bridgewater,MIA,30,QB,4,1,0-1-0,9.25,15,61.7,130.5,0.75,5,0.75,5,5.75,64,8.7,7.5,14.1,130.5,85.6,54.2,1.5,8.25,9.1,7.41,6.27,,
42,Colt McCoy,ARI,36,QB,2,2,1-1-0,25,35.5,70.4,228,0.5,1.4,0.5,1.4,9.5,47,6.4,6.1,9.1,228,86.4,56.2,2.5,24,6.6,5.37,5.04,,
43,Kyle Allen,HOU,26,QB,2,2,0-2-0,23,39,59,208,1,2.6,2,5.1,9.5,39,5.3,3.5,9,208,60.6,3.4,2.5,20.5,6,4.52,2.83,,
44,John Wolford,LAR,27,QB,3,3,1-2-0,12.7,20.7,61.3,130,0.33,1.6,1,4.8,6.33,30,6.3,4.4,10.3,130,64.6,20.5,2.33,16.3,10.1,4.94,3.28,,
45,Sam Ehlinger,IND,24,QB,2,2,0-2-0,16,26,61.5,152,0,0,0.5,1.9,5.5,47,5.8,5,9.5,152,69.7,33.1,5.5,36,17.5,3.68,2.97,,
46,Skylar Thompson,MIA,25,QB,5,1,0-1-0,5.6,10.6,52.8,55.6,0,0,0.4,3.8,2.6,30,5.2,3.5,9.9,55.6,52.2,30.6,0.8,4.4,7,4.49,2.91,,
47,Brock Purdy,SFO,23,QB,4,0,,7.25,11.5,63,69,0.5,4.3,0.5,4.3,4.25,22,6,4.9,9.5,69,76,55,0.75,6.5,6.1,5.1,4.08,,
48,Brett Rypien,DEN,26,QB,1,1,0-1-0,24,46,52.2,225,0,0,1,2.2,10,45,4.9,3.9,9.4,225,56.9,34.3,1,6,2.1,4.66,3.7,,
49,Trey Lance,SFO,22,QB,2,2,1-1-0,7.5,15.5,48.4,97,0,0,0.5,3.2,3,44,6.3,4.8,12.9,97,55,35.8,1,4.5,6.1,5.61,4.24,,
50,Tyler Huntley,BAL,24,QB,2,0,,13.5,16,84.4,93.5,0,0,0.5,3.1,4,22,5.8,4.4,6.9,93.5,78,74.3,1,3,5.9,5.32,4,0.5,0.5
51,Jordan Love,GNB,24,QB,3,0,,4,6,66.7,62,0.33,5.6,0,0,2.67,63,10.3,11.4,15.5,62,119.2,86.2,0,0,0,10.33,11.44,,
52,Trevor Siemian,CHI,31,QB,2,1,0-1-0,7.5,13,57.7,92,0.5,3.8,0.5,3.8,3.5,33,7.1,6.1,12.3,92,76.4,27.9,1,7,7.1,6.07,5.18,,
53,Sam Darnold,CAR,25,QB,1,1,1-0-0,11,19,57.9,164,1,5.3,0,0,9,52,8.6,9.7,14.9,164,103.8,71.1,0,0,0,8.63,9.68,,
54,Bryce Perkins,LAR,26,QB,4,1,0-1-0,4.75,8.5,55.9,40.3,0.25,2.9,0.5,5.9,2.5,20,4.7,2.7,8.5,40.3,53.7,25.3,1.5,12.5,15,2.78,1.03,,
55,Malik Willis,TEN,23,QB,6,2,1-1-0,2.33,5.67,41.2,26.2,0,0,0.17,2.9,1,48,4.6,3.3,11.2,26.2,43.4,3.6,1,6.33,15,2.98,1.85,,
56,Taysom Hill,NOR,32,TE,12,7,,0.75,1.25,60,11.3,0.08,6.7,0,0,0.67,41,9.1,10.4,15.1,11.3,112.1,84,0.08,0.58,6.3,8.06,9.31,,
57,Deshaun Watson,CLE,27,QB,1,1,1-0-0,12,22,54.5,131,0,0,1,4.5,6,27,6,3.9,10.9,131,53.4,28.5,1,1,4.3,5.65,3.7,,
58,Jarrett Stidham,LVR,26,QB,3,0,,2.67,4.33,61.5,24,0,0,0,0,1.33,18,5.5,5.5,9,24,76.4,37.9,0.33,2.67,7.1,4.57,4.57,,
59,Trace McSorley,ARI,27,QB,3,0,,2.67,4.67,57.1,23.7,0,0,0.33,7.1,1.67,18,5.1,1.9,8.9,23.7,41.1,38.9,0.33,2.67,6.7,4.2,1.2,,
60,Jacob Eason,CAR,25,QB,1,0,,3,5,60,59,0,0,1,20,2,49,11.8,2.8,19.7,59,61.7,0.8,0,0,0,11.8,2.8,,
61,Nick Mullens,MIN,27,QB,2,0,,3,4,75,25.5,0,0,0,0,1.5,15,6.4,6.4,8.5,25.5,91.1,30.4,0,0,0,6.38,6.38,,
62,Brian Hoyer,NWE,37,QB,1,1,0-1-0,5,6,83.3,37,0,0,0,0,2,27,6.2,6.2,7.4,37,92.4,23.2,1,8,14.3,4.14,4.14,,
63,Justin Jefferson,MIN,23,WR,12,12,,0.17,0.17,100,2.83,0,0,0,0,0.17,23,17,17,17,2.8,118.7,95.1,0,0,0,17,17,,
64,Christian McCaffrey,2TM,26,RB,12,11,,0.08,0.08,100,2.83,0.08,100,0,0,0.08,34,34,54,34,2.8,158.3,100,0,0,0,34,54,0,0
65,Gardner Minshew II,PHI,26,QB,2,0,,1,2,50,17,0,0,0,0,1,23,8.5,8.5,17,17,79.2,37.4,0,0,0,8.5,8.5,,
66,Tyler Boyd,CIN,28,WR,12,10,,0.08,0.08,100,1.92,0,0,0,0,0.08,23,23,23,23,1.9,118.7,13.4,0.08,1,50,5.5,5.5,,
67,Brandon Allen,CIN,30,QB,1,0,,3,3,100,22,0,0,0,0,1,13,7.3,7.3,7.3,22,97.2,49.9,1,0,25,5.5,5.5,,
68,Riley Dixon,LAR,29,P,13,0,,0.15,0.15,100,1.38,0,0,0,0,0.15,12,9,9,9,1.4,104.2,,0,0,0,9,9,,
69,Braden Mann,NYJ,25,P,12,0,,0.08,0.17,50,1.42,0,0,0,0,0.08,17,8.5,8.5,17,1.4,79.2,0,0,0,0,8.5,8.5,,
70,Ryan Wright,MIN,22,P,12,0,,0.08,0.08,100,1.08,0,0,0,0,0.08,13,13,13,13,1.1,118.7,,0,0,0,13,13,,
71,Tyrod Taylor,NYG,33,QB,1,0,,1,3,33.3,11,0,0,1,33.3,1,11,3.7,-11.3,11,11,5.6,1.4,0,0,0,3.67,-11.33,,
72,Case Keenum,BUF,34,QB,2,0,,1,3.5,28.6,4,0,0,0,0,0,5,1.1,1.1,4,4,39.6,4.5,0,0,0,1.14,1.14,,
73,C.J. Beathard,JAX,29,QB,2,0,,1,1.5,66.7,3,0,0,0,0,0,3,2,2,3,3,70.1,50.8,0,0,0,2,2,,
74,Jack Fox,DET,26,P,12,0,,0.08,0.08,100,0.5,0,0,0,0,0.08,6,6,6,6,0.5,91.7,,0,0,0,6,6,,
75,Najee Harris,PIT,24,RB,12,12,,0.08,0.08,100,0.33,0,0,0,0,0,4,4,4,4,0.3,83.3,9.7,0,0,0,4,4,,
76,Derrick Henry,TEN,28,RB,12,12,,0.17,0.17,100,0.33,0.08,50,0,0,0.08,3,2,12,2,0.3,118.7,75.7,0,0,0,2,12,,
77,Mack Hollins,LVR,29,WR,13,12,,0.08,0.08,100,0.31,0,0,0,0,0,4,4,4,4,0.3,83.3,24.1,0,0,0,4,4,,
78,Braxton Berrios,NYJ,27,WR,12,2,,0.08,0.08,100,0.17,0.08,100,0,0,0.08,2,2,22,2,0.2,118.7,99.5,0,0,0,2,22,,
79,Chase Claypool,2TM,24,WR,13,11,,0.08,0.08,100,0.08,0.08,100,0,0,0.08,1,1,21,1,0.1,118.7,100,0,0,0,1,21,0,0
80,Rex Burkhead,HOU,32,RB,11,0,,0,0.09,0,0,0,0,0,0,0,0,0,0,,0,39.6,3.3,0,0,0,0,0,,
81,Amari Cooper,CLE,28,WR,12,12,,0,0.08,0,0,0,0,0.08,100,0,0,0,-45,,0,0,0,0,0,0,0,-45,,
82,DeeJay Dallas,SEA,24,RB,12,0,,0,0.08,0,0,0,0,0.08,100,0,0,0,-45,,0,0,0,0,0,0,0,-45,,
83,Chase Daniel,LAC,36,QB,2,0,,0,1,0,0,0,0,0,0,0,0,0,0,,0,39.6,27.4,0.5,0.5,33.3,-0.33,-0.33,,
84,Leonard Fournette,TAM,27,RB,11,9,,0,0.09,0,0,0,0,0.09,100,0,0,0,-45,,0,0,0,0,0,0,0,-45,,
85,Chad Henne,KAN,37,QB,2,0,,0,1,0,0,0,0,0,0,0,0,0,0,,0,39.6,3.5,0,0,0,0,0,,
86,Christian Kirk,JAX,26,WR,12,12,,0,0.08,0,0,0,0,0,0,0,0,0,0,,0,39.6,11.3,0,0,0,0,0,,
87,Cooper Kupp,LAR,29,WR,9,9,,0,0.11,0,0,0,0,0,0,0,0,0,0,,0,39.6,3.3,0,0,0,0,0,,
88,James Proche,BAL,26,WR,10,0,,0,0.1,0,0,0,0,0.1,100,0,0,0,-45,,0,0,0,0,0,0,0,-45,,
89,Tommy Townsend,KAN,26,P,12,0,,0,0.08,0,0,0,0,0,0,0,0,0,0,,0,39.6,,0,0,0,0,0,,
90,Garrett Wilson,NYJ,22,WR,12,7,,0,0.08,0,0,0,0,0,0,0,0,0,0,,0,39.6,0.9,0,0,0,0,0,,
