,,,,,Games,,Receiving,,,,,,,,,,,Rushing,,,,,,,,Total Yds,,,,
65,T.J. Hockenson,2TM,25,TE,9,9,6.89,4.67,56.7,12.1,0.33,2.67,81,4.7,56.7,67.7%,8.2,,,,0,,,,,4.67,12.1,56.7,3,0
66,Mark Andrews,BAL,27,TE,8,8,8,5.25,61,11.6,0.63,3.63,25,5.3,61,65.6%,7.6,0.25,0.88,0,0.25,4,3.5,0.9,0.3,5.5,11.3,61.9,5,0
67,Mike Williams,LAC,28,WR,7,7,8.43,5.29,70.7,13.4,0.43,3,50,5.3,70.7,62.7%,8.4,,,,0,,,,,5.29,13.4,70.7,3,0
68,Marquise Brown,ARI,25,WR,6,6,10.7,7.17,80.8,11.3,0.5,4,26,7.2,80.8,67.2%,7.6,,,,0,,,,,7.17,11.3,80.8,3,0.17
69,Eno Benjamin,ARI,23,RB,10,3,3.3,2.4,18.4,7.7,0,1,22,2.4,18.4,72.7%,5.6,7,29.9,0.2,1.4,45,4.3,29.9,7,9.4,5.1,48.3,2,0
70,DeVonta Smith,PHI,24,WR,9,9,6.78,5.11,53.4,10.5,0.33,3,45,5.1,53.4,75.4%,7.9,,,,0,,,,,5.11,10.5,53.4,3,0.11
71,Chris Godwin,TAM,26,WR,8,7,9.13,6,59.4,9.9,0.13,2.88,44,6,59.4,65.8%,6.5,0.38,0.63,0,0,2,1.7,0.6,0.4,6.38,9.4,60,1,0
72,Josh Allen,BUF,26,QB,9,9,0,0,0,,0,0,0,0,0,0.0%,,7.56,52.9,0.44,3.89,36,7,52.9,7.6,7.56,7,52.9,4,0.89
73,Ezekiel Elliott,DAL,27,RB,7,7,1.14,0.86,4.57,5.3,0,0.29,31,0.9,4.6,75.0%,4,15.6,63.3,0.57,3.71,27,4.1,63.3,15.6,16.4,4.1,67.9,4,0
74,Melvin Gordon,DEN,29,RB,9,5,3,2.22,20.4,9.2,0,1.11,24,2.2,20.4,74.1%,6.8,9.11,31.9,0.22,1.44,17,3.5,31.9,9.1,11.3,4.6,52.3,2,0.44
75,Adam Thielen,MIN,32,WR,9,9,7.11,4.78,51.9,10.9,0.22,3.22,36,4.8,51.9,67.2%,7.3,,,,0,,,,,4.78,10.9,51.9,2,0
76,Jakobi Meyers,NWE,26,WR,7,6,7.43,5.71,65.3,11.4,0.43,3.14,30,5.7,65.3,76.9%,8.8,0.29,1.29,0,0.29,7,4.5,1.3,0.3,6,11.1,66.6,3,0.14
77,Darnell Mooney,CHI,25,WR,10,10,5.6,3.6,46.4,12.9,0.1,1.9,56,3.6,46.4,64.3%,8.3,0.1,0.2,0,0,2,2,0.2,0.1,3.7,12.6,46.6,1,0
78,Diontae Johnson,PIT,26,WR,9,9,9,5.22,48.3,9.3,0,2.44,36,5.2,48.3,58.0%,5.4,0.56,2.44,0,0,8,4.4,2.4,0.6,5.78,8.8,50.8,0,0.11
79,James Robinson,2TM,24,RB,9,5,1.56,1.22,5.67,4.6,0.22,0.56,10,1.2,5.7,78.6%,3.6,11,45,0.33,2.33,50,4.1,45,11,12.2,4.1,50.7,5,0.11
80,James Conner,ARI,27,RB,7,7,3.86,3.14,19.9,6.3,0,0.71,21,3.1,19.9,81.5%,5.1,11.7,44.9,0.43,3.29,17,3.8,44.9,11.7,14.9,4.4,64.7,3,0.14
81,D'Onta Foreman,CAR,26,RB,10,3,0.7,0.4,2.5,6.3,0,0.1,23,0.4,2.5,57.1%,3.6,9.1,42.6,0.4,2,60,4.7,42.6,9.1,9.5,4.7,45.1,4,0
82,Jerry Jeudy,DEN,23,WR,9,9,6.11,3.33,49.9,15,0.33,2.33,67,3.3,49.9,54.5%,8.2,0.11,0.11,0,0.11,1,1,0.1,0.1,3.44,14.5,50,3,0
83,Clyde Edwards-Helaire,KAN,23,RB,9,6,2.56,1.89,16.8,8.9,0.33,1.22,25,1.9,16.8,73.9%,6.6,7.67,32.6,0.33,1.56,52,4.2,32.6,7.7,9.56,5.2,49.3,6,0
84,Kareem Hunt,CLE,27,RB,9,0,2.67,2.22,14.1,6.4,0.11,0.78,24,2.2,14.1,83.3%,5.3,9.22,34.9,0.33,2.22,24,3.8,34.9,9.2,11.4,4.3,49,4,0
85,Cordarrelle Patterson,ATL,31,RB,6,5,1.5,1,6.5,6.5,0,0.33,12,1,6.5,66.7%,4.3,12.7,67,0.83,3.83,40,5.3,67,12.7,13.7,5.4,73.5,5,0
86,Zay Jones,JAX,27,WR,9,8,7.22,5.22,46.3,8.9,0.11,2.78,22,5.2,46.3,72.3%,6.4,0.33,2.33,0,0.11,14,7,2.3,0.3,5.56,8.8,48.7,1,0
87,Marquez Valdes-Scantling,KAN,28,WR,9,6,4.78,2.89,49,17,0.11,2.11,57,2.9,49,60.5%,10.3,0.11,-0.33,0,0,-3,-3,-0.3,0.1,3,16.2,48.7,1,0
88,Mack Hollins,LVR,29,WR,9,8,5.56,3.33,46.2,13.9,0.22,2.22,60,3.3,46.2,60.0%,8.3,0.11,0,0,0,0,0,0,0.1,3.44,13.4,46.2,2,0
89,Rondale Moore,ARI,22,WR,7,7,8,5.86,59.1,10.1,0.14,2.29,38,5.9,59.1,73.2%,7.4,0.71,0.14,0,0.14,9,0.2,0.1,0.7,6.57,9,59.3,1,0
90,David Njoku,CLE,26,TE,7,7,6,4.86,59.7,12.3,0.14,3.14,38,4.9,59.7,81.0%,10,0.14,-0.86,0,0,-6,-6,-0.9,0.1,5,11.8,58.9,1,0.14
91,Drake London,ATL,21,WR,10,8,6.2,3.8,40.7,10.7,0.3,2.4,31,3.8,40.7,61.3%,6.6,,,,0,,,,,3.8,10.7,40.7,3,0.1
92,Zach Ertz,ARI,32,TE,10,10,6.9,4.7,40.6,8.6,0.4,2.4,32,4.7,40.6,68.1%,5.9,,,,0,,,,,4.7,8.6,40.6,4,0
93,Pat Freiermuth,PIT,24,TE,8,5,6.88,4.5,50.4,11.2,0.13,2.5,31,4.5,50.4,65.5%,7.3,,,,0,,,,,4.5,11.2,50.4,1,0
94,D'Andre Swift,DET,23,RB,6,4,4,2.83,25,8.8,0.33,1.17,25,2.8,25,70.8%,6.3,6.67,42.2,0.33,1.33,50,6.3,42.2,6.7,9.5,7.1,67.2,4,0
95,Parris Campbell,IND,25,WR,10,9,5.4,3.9,37.3,9.6,0.3,2,38,3.9,37.3,72.2%,6.9,0.2,2.9,0,0.1,28,14.5,2.9,0.2,4.1,9.8,40.2,3,0
96,Brandin Cooks,HOU,29,WR,8,8,7.5,4.5,48.9,10.9,0.13,2,44,4.5,48.9,60.0%,6.5,0.13,0.63,0,0,5,5,0.6,0.1,4.63,10.7,49.5,1,0
97,DeAndre Hopkins,ARI,30,WR,4,4,11.5,9,99,11,0.5,4.5,33,9,99,78.3%,8.6,,,,0,,,,,9,11,99,2,0.25
98,Alec Pierce,IND,22,WR,9,7,4.67,2.78,44,15.8,0.11,2,47,2.8,44,59.5%,9.4,,,,0,,,,,2.78,15.8,44,1,0.11
99,Josh Palmer,LAC,24,WR,8,8,7.25,4.63,48.8,10.5,0.13,2.5,45,4.6,48.8,63.8%,6.7,0.13,0.5,0,0.13,4,4,0.5,0.1,4.75,10.4,49.3,1,0
100,George Pickens,PIT,21,WR,9,5,5.22,3.22,41.1,12.8,0.11,2.11,36,3.2,41.1,61.7%,7.9,0.33,2.67,0.11,0.22,22,8,2.7,0.3,3.56,12.3,43.8,2,0
101,Chase Claypool,2TM,24,WR,10,8,5.8,3.5,33.2,9.5,0.1,1.8,26,3.5,33.2,60.3%,5.7,0.9,5.9,0,0.3,15,6.6,5.9,0.9,4.4,8.9,39.1,1,0
102,Kenyan Drake,BAL,28,RB,7,4,1.57,1.29,6.43,5,0.14,0.71,15,1.3,6.4,81.8%,4.1,10.4,49.1,0.43,2.29,40,4.7,49.1,10.4,11.7,4.7,55.6,4,0
103,Daniel Jones,NYG,25,QB,9,9,0,0,0,,0,0,0,0,0,0.0%,,7.67,43,0.33,3.44,24,5.6,43,7.7,7.67,5.6,43,3,0.33
104,Tyler Higbee,LAR,29,TE,9,9,7.22,4.89,42.8,8.8,0,2.11,26,4.9,42.8,67.7%,5.9,,,,0,,,,,4.89,8.8,42.8,0,0
105,Darrell Henderson,LAR,25,RB,9,6,2.44,1.89,11.3,6,0,0.56,15,1.9,11.3,77.3%,4.6,7.56,30.4,0.33,1.56,23,4,30.4,7.6,9.44,4.4,41.8,3,0
106,Devin Duvernay,BAL,25,WR,9,9,3.67,2.78,35.3,12.7,0.33,1.78,31,2.8,35.3,75.8%,9.6,0.78,6.11,0.11,0.44,18,7.9,6.1,0.8,3.56,11.7,41.4,4,0
107,Gerald Everett,LAC,28,TE,9,6,6.11,3.78,40.4,10.7,0.22,1.78,26,3.8,40.4,61.8%,6.6,0.11,0,0,0,0,0,0,0.1,3.89,10.4,40.4,2,0
108,Rashaad Penny,SEA,26,RB,5,5,1,0.8,3.2,4,0,0.4,6,0.8,3.2,80.0%,3.2,11.4,69.2,0.4,3,41,6.1,69.2,11.4,12.2,5.9,72.4,2,0.2
109,Taysom Hill,NOR,32,TE,9,4,0.56,0.33,1.78,5.3,0.11,0.22,11,0.3,1.8,60.0%,3.2,4.78,38.2,0.56,2.33,60,8,38.2,4.8,5.11,7.8,40,6,0.11
110,Kyler Murray,ARI,25,QB,9,9,0,0,0,,0,0,0,0,0,0.0%,,6.56,39.9,0.22,2.11,42,6.1,39.9,6.6,6.56,6.1,39.9,2,0.89
111,Olamide Zaccheaus,ATL,25,WR,10,7,2.9,2.4,36.5,15.2,0.2,1.9,42,2.4,36.5,82.8%,12.6,0.1,-0.6,0,0,-6,-6,-0.6,0.1,2.5,14.4,35.9,2,0.1
112,Josh Reynolds,DET,27,WR,7,7,6,3.71,51,13.7,0.29,2.43,31,3.7,51,61.9%,8.5,,,,0,,,,,3.71,13.7,51,2,0
113,Rachaad White,TAM,23,RB,10,1,2.5,2,13.5,6.8,0,0.9,20,2,13.5,80.0%,5.4,6,22.2,0.1,1.6,29,3.7,22.2,6,8,4.5,35.7,1,0.1
114,Nico Collins,HOU,23,WR,7,5,5.71,3.29,50.6,15.4,0.14,2.14,58,3.3,50.6,57.5%,8.9,,,,0,,,,,3.29,15.4,50.6,1,0
115,Jalen Hurts,PHI,24,QB,9,9,0,0,0,,0,0,0,0,0,0.0%,,10.4,39.3,0.78,3.56,26,3.8,39.3,10.4,10.4,3.8,39.3,7,0.56
116,Evan Engram,JAX,28,TE,10,7,5.1,3.6,35.2,9.8,0.1,1.5,28,3.6,35.2,70.6%,6.9,0.1,0,0,0,0,0,0,0.1,3.7,9.5,35.2,1,0
117,Corey Davis,NYJ,27,WR,7,5,4.86,2.71,50.1,18.5,0.29,2.43,66,2.7,50.1,55.9%,10.3,,,,0,,,,,2.71,18.5,50.1,2,0
118,Damien Harris,NWE,25,RB,7,6,2,1.57,6.71,4.3,0,0.29,11,1.6,6.7,78.6%,3.4,10.1,43.1,0.43,2.29,16,4.3,43.1,10.1,11.7,4.3,49.9,3,0
119,Marcus Mariota,ATL,29,QB,10,10,0,0,0,,0,0,0,0,0,0.0%,,6.3,34.7,0.3,2.3,30,5.5,34.7,6.3,6.3,5.5,34.7,3,0.8
120,Marvin Jones,JAX,32,WR,9,7,5.56,3.11,38.4,12.4,0.11,2,37,3.1,38.4,56.0%,6.9,,,,0,,,,,3.11,12.4,38.4,1,0
121,Noah Brown,DAL,26,WR,8,8,5.25,3.25,42.8,13.2,0.13,2,45,3.3,42.8,61.9%,8.1,,,,0,,,,,3.25,13.2,42.8,1,0.13
122,Robert Tonyan,GNB,28,TE,11,3,4.64,3.73,31.1,8.3,0.09,1.27,23,3.7,31.1,80.4%,6.7,,,,0,,,,,3.73,8.3,31.1,1,0
123,DeAndre Carter,LAC,29,WR,9,6,4.22,3.11,38.4,12.4,0.22,2.22,35,3.1,38.4,73.7%,9.1,0.11,-0.56,0,0,-5,-5,-0.6,0.1,3.22,11.8,37.9,2,0.11
124,George Kittle,SFO,29,TE,7,7,5.86,4.14,48.6,11.7,0.29,2.14,34,4.1,48.6,70.7%,8.3,,,,0,,,,,4.14,11.7,48.6,2,0.14
125,Jerick McKinnon,KAN,30,RB,9,0,3.67,2.78,23.6,8.5,0.11,1.11,34,2.8,23.6,75.8%,6.4,3.67,13.9,0,0.44,30,3.8,13.9,3.7,6.44,5.8,37.4,1,0
126,Robert Woods,TEN,30,WR,10,8,5,3,33.5,11.2,0.1,2,41,3,33.5,60.0%,6.7,,,,0,,,,,3,11.2,33.5,1,0.1
127,Caleb Huntley,ATL,24,RB,8,0,0,0,0,,0,0,0,0,0,0.0%,,8.63,41.4,0.13,2.13,30,4.8,41.4,8.6,8.63,4.8,41.4,1,0.13
128,Randall Cobb,GNB,32,WR,7,1,4.57,3.43,47.1,13.8,0,2.14,40,3.4,47.1,75.0%,10.3,,,,0,,,,,3.43,13.8,47.1,0,0.14
129,Mecole Hardman,KAN,24,WR,8,5,4.25,3.13,37.1,11.9,0.5,1.75,36,3.1,37.1,73.5%,8.7,0.5,3.88,0.25,0.38,25,7.8,3.9,0.5,3.63,11.3,41,6,0.13
130,Darius Slayton,NYG,25,WR,8,4,3.5,2.38,40.9,17.2,0.25,2,54,2.4,40.9,67.9%,11.7,,,,0,,,,,2.38,17.2,40.9,2,0
131,Romeo Doubs,GNB,22,WR,9,7,5.56,3.44,34.9,10.1,0.33,1.33,26,3.4,34.9,62.0%,6.3,0.11,1.22,0,0.11,11,11,1.2,0.1,3.56,10.2,36.1,3,0.22
132,Kalif Raymond,DET,28,WR,9,3,3.44,2.56,33.6,13.1,0,1.33,43,2.6,33.6,74.2%,9.7,0.33,2.56,0,0.11,12,7.7,2.6,0.3,2.89,12.5,36.1,0,0.11
133,DeVante Parker,NWE,29,WR,8,7,3.5,1.88,40.1,21.4,0.13,1.63,43,1.9,40.1,53.6%,11.5,,,,0,,,,,1.88,21.4,40.1,1,0
134,Jaylen Warren,PIT,24,RB,9,0,1.89,1.67,14.2,8.5,0,0.67,26,1.7,14.2,88.2%,7.5,4.22,21.1,0,1.22,21,5,21.1,4.2,5.89,6,35.3,0,0.11
