Rk,Player,Tm,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds,Sk%,NY/A,ANY/A,4QC,GWD
11,Jacoby Brissett,CLE,30,QB,8,8,3-5-0,20.4,31.9,63.9,232.8,0.88,2.7,0.63,2,11.3,55,7.3,7,11.4,232.8,86.8,60.7,2,11.6,5.9,6.53,6.21,0.13,0.13
12,Trevor Lawrence,JAX,23,QB,8,8,2-6-0,21.6,34.6,62.5,230,1.25,3.6,0.75,2.2,12,49,6.6,6.4,10.6,230,84.8,45.6,1.5,11.1,4.2,6.06,5.82,,
13,Aaron Rodgers,GNB,39,QB,8,8,3-5-0,22.8,34.3,66.4,225,1.63,4.7,0.5,1.5,10.5,55,6.6,6.9,9.9,225,94.5,38.3,2.13,16.8,5.8,5.73,6,0.13,0.13
14,Matthew Stafford,LAR,34,QB,7,7,3-4-0,26,36.9,70.5,251.9,1,2.7,1.14,3.1,13.1,75,6.8,6,9.7,251.9,85.5,48.4,3.43,24.6,8.5,5.64,4.86,,
15,Kirk Cousins,MIN,34,QB,7,7,6-1-0,25,37.7,66.3,247.7,1.57,4.2,0.71,1.9,13.3,64,6.6,6.5,9.9,247.7,90.7,49.7,2,15.7,5,5.84,5.82,0.43,0.43
16,Russell Wilson,DEN,34,QB,7,7,3-4-0,19.1,32.6,58.8,242,0.86,2.6,0.57,1.8,9.86,67,7.4,7.2,12.6,242,83.5,35.5,3.29,21.3,9.2,6.16,5.92,0.43,0.43
17,Jimmy Garoppolo,SFO,31,QB,7,6,3-3-0,20,30,66.7,241.6,1.57,5.2,0.57,1.9,11,57,8.1,8.2,12.1,241.6,100.7,47.2,2.14,11.3,6.7,7.16,7.34,,
18,Tua Tagovailoa,MIA,24,QB,6,6,5-1-0,21.7,31,69.9,279.7,2,6.5,0.5,1.6,13,60,9,9.6,12.9,279.7,112.7,78.7,1.33,11,4.1,8.31,8.85,0.33,0.33
19,Davis Mills,HOU,24,QB,8,8,1-6-1,20.3,32.3,62.8,207,1.25,3.9,1,3.1,8.63,58,6.4,5.8,10.2,207,81.2,33.1,2.38,18.4,6.9,5.45,4.87,0,0.13
20,Lamar Jackson,BAL,25,QB,8,8,5-3-0,18.5,29.4,63,204.4,1.88,6.4,0.75,2.6,9.88,75,7,7.1,11,204.4,94.2,63.7,2.13,10.6,6.7,6.15,6.27,0.13,0.13
21,Derek Carr,LVR,31,QB,7,7,2-5-0,21.3,33.9,62.9,231.6,1.29,3.8,0.71,2.1,11.4,60,6.8,6.6,10.9,231.6,86.8,58.9,2.14,14.6,6,6.03,5.85,0.14,0.14
22,Carson Wentz,WAS,30,QB,6,6,2-4-0,24,38.7,62.1,248.2,1.67,4.3,1,2.6,11.3,75,6.4,6.1,10.3,248.2,84.1,33.3,3.83,23.3,9,5.29,5.02,0.33,0.33
23,Marcus Mariota,ATL,29,QB,8,8,4-4-0,14,22.3,62.9,179,1.25,5.6,0.75,3.4,8.88,75,8,7.7,12.8,179,92.7,61.5,2.38,16.4,9.6,6.6,6.25,0.25,0.25
24,Daniel Jones,NYG,25,QB,8,8,6-2-0,17.9,27.5,65,174.9,0.75,2.7,0.25,0.9,8.75,65,6.4,6.5,9.8,174.9,88,58,3.13,17.1,10.2,5.15,5.27,0.5,0.63
25,Justin Fields,CHI,23,QB,8,8,3-5-0,11.6,19.9,58.5,149.9,0.88,4.4,0.75,3.8,6.13,56,7.5,6.7,12.9,149.9,81.2,41.7,3.88,23.6,16.3,5.32,4.63,0.13,0.25
26,Andy Dalton,NOR,35,QB,5,5,2-3-0,21,32.2,65.2,235,1.8,5.6,0.8,2.5,11.2,64,7.3,7.3,11.2,235,95.1,55,0.8,4.4,2.4,6.99,6.99,0.2,0.2
27,Ryan Tannehill,TEN,34,QB,6,6,4-2-0,15.8,24.3,65.1,182.8,1,4.1,0.5,2.1,8.83,61,7.5,7.4,11.5,182.8,92.8,40.3,2.33,18.3,8.8,6.17,6.08,,
28,Zach Wilson,NYJ,23,QB,5,5,4-1-0,15.6,28.4,54.9,209.6,0.6,2.1,1,3.5,8.8,79,7.4,6.2,13.4,209.6,71,41.7,2,14.6,6.6,6.41,5.33,0.2,0.2
29,Cooper Rush,DAL,29,QB,6,5,4-1-0,15,26,57.7,170,0.83,3.2,0.5,1.9,8.33,46,6.5,6.3,11.3,170,80.1,60.9,1.17,8.17,4.3,5.96,5.74,0,0.33
30,Mac Jones,NWE,24,QB,5,5,2-3-0,18.2,27.6,65.9,198.6,0.6,2.2,1.4,5.1,8.4,44,7.2,5.3,10.9,198.6,73.1,33.5,2.2,14.4,7.4,6.18,4.47,,
31,Baker Mayfield,CAR,27,QB,5,5,1-4-0,16.8,30.6,54.9,192.4,0.8,2.6,0.8,2.6,6.8,75,6.3,5.6,11.5,192.4,71.9,15.4,3,19.8,8.9,5.14,4.54,,
32,Kenny Pickett,PIT,24,QB,5,4,1-3-0,22.4,33,67.9,192.4,0.4,1.2,1.6,4.8,10.4,30,5.8,3.9,8.6,192.4,66.8,38.7,2.4,15.6,6.8,4.99,3.19,,
33,Joe Flacco,NYJ,37,QB,3,3,1-2-0,30.3,51.7,58.7,300.3,1.67,3.2,1,1.9,15.3,66,5.8,5.6,9.9,300.3,77.9,31.9,3,20,5.5,5.13,4.91,0.33,0.33
34,Jameis Winston,NOR,28,QB,3,3,1-2-0,24.3,38.3,63.5,286,1.33,3.5,1.67,4.3,11.7,51,7.5,6.2,11.8,286,79.5,32,3.67,24.7,8.7,6.22,5.07,0.33,0.33
35,Mitchell Trubisky,PIT,28,QB,5,4,1-3-0,15.6,25.6,60.9,159.4,0.6,2.3,0.4,1.6,8,45,6.2,6,10.2,159.4,80.1,50.2,1.8,10.6,6.6,5.43,5.21,0,0.2
36,Bailey Zappe,NWE,23,QB,4,2,2-0-0,16.3,23,70.7,195.3,1.25,5.4,0.75,3.3,9.25,53,8.5,8.1,12,195.3,100.9,34,1.5,10,6.1,7.56,7.2,,
37,P.J. Walker,CAR,27,QB,4,3,1-2-0,12.5,20,62.5,153.5,0.75,3.8,0.25,1.3,6.5,62,7.7,7.9,12.3,153.5,93.4,,1.5,9.75,7,6.69,6.86,,
38,Dak Prescott,DAL,29,QB,3,3,2-1-0,18,27,66.7,197,1,3.7,0.67,2.5,10.3,30,7.3,6.9,10.9,197,90.1,57.4,1.67,12.3,5.8,6.44,6.09,,
39,Teddy Bridgewater,MIA,30,QB,4,1,0-1-0,9.25,15,61.7,130.5,0.75,5,0.75,5,5.75,64,8.7,7.5,14.1,130.5,85.6,53,1.5,8.25,9.1,7.41,6.27,,
40,Taylor Heinicke,WAS,29,QB,2,2,2-0-0,21.5,32,67.2,240,1.5,4.7,1,3.1,12,42,7.5,7,11.2,240,91.9,46.8,1.5,8,4.5,6.93,6.48,0.5,0.5
41,Skylar Thompson,MIA,25,QB,2,1,0-1-0,13,23,56.5,127.5,0,0,0.5,2.2,5.5,30,5.5,4.6,9.8,127.5,63.2,40.7,1.5,8,6.1,4.88,3.96,,
42,Brett Rypien,DEN,26,QB,1,1,0-1-0,24,46,52.2,225,0,0,1,2.2,10,45,4.9,3.9,9.4,225,56.9,34,1,6,2.1,4.66,3.7,,
43,Sam Ehlinger,IND,24,QB,1,1,0-1-0,17,23,73.9,201,0,0,0,0,8,47,8.7,8.7,11.8,201,100.1,66.9,2,12,8,7.56,7.56,,
44,Trey Lance,SFO,22,QB,2,2,1-1-0,7.5,15.5,48.4,97,0,0,0.5,3.2,3,44,6.3,4.8,12.9,97,55,39.5,1,4.5,6.1,5.61,4.24,,
45,Taysom Hill,NOR,32,TE,7,2,,0.86,1.14,75,12.6,0.14,12.5,0,0,0.71,41,11,13.5,14.7,12.6,150,97.4,0,0,0,11,13.5,,
46,Jordan Love,GNB,24,QB,2,0,,3,4.5,66.7,36.5,0,0,0,0,2,25,8.1,8.1,12.2,36.5,91.4,29.4,0,0,0,8.11,8.11,,
47,Jarrett Stidham,LVR,26,QB,2,0,,4,6.5,61.5,36,0,0,0,0,2,18,5.5,5.5,9,36,76.4,37.9,0.5,4,7.1,4.57,4.57,,
48,Brock Purdy,SFO,23,QB,2,0,,2,4.5,44.4,33,0,0,0.5,11.1,2,22,7.3,2.3,16.5,33,30.1,23.6,0,0,0,7.33,2.33,,
49,Malik Willis,TEN,23,QB,3,1,1-0-0,2.33,4.67,50,20.3,0,0,0.33,7.1,1,16,4.4,1.1,8.7,20.3,32.1,3.6,1,5,17.6,2.71,0.06,,
50,Jacob Eason,CAR,25,QB,1,0,,3,5,60,59,0,0,1,20,2,49,11.8,2.8,19.7,59,61.7,1.1,0,0,0,11.8,2.8,,
51,Brian Hoyer,NWE,37,QB,1,1,0-1-0,5,6,83.3,37,0,0,0,0,2,27,6.2,6.2,7.4,37,92.4,27.5,1,8,14.3,4.14,4.14,,
52,Christian McCaffrey,2TM,26,,8,7,,0.13,0.13,100,4.25,0.13,100,0,0,0.13,34,34,54,34,4.3,158.3,100,0,0,0,34,54,0,0
53,Tyler Boyd,CIN,28,WR,8,6,,0.13,0.13,100,2.88,0,0,0,0,0.13,23,23,23,23,2.9,118.7,13.6,0.13,1.5,50,5.5,5.5,,
54,Justin Jefferson,MIN,23,WR,7,7,,0.14,0.14,100,3.29,0,0,0,0,0.14,23,23,23,23,3.3,118.7,97.3,0,0,0,23,23,,
55,Gardner Minshew II,PHI,26,QB,1,0,,1,2,50,23,0,0,0,0,1,23,11.5,11.5,23,23,91.7,57.6,0,0,0,11.5,11.5,,
56,Braden Mann,NYJ,25,P,8,0,,0.13,0.13,100,2.13,0,0,0,0,0.13,17,17,17,17,2.1,118.7,20.1,0,0,0,17,17,,
57,Ryan Wright,MIN,22,P,7,0,,0.14,0.14,100,1.86,0,0,0,0,0.14,13,13,13,13,1.9,118.7,,0,0,0,13,13,,
58,Riley Dixon,LAR,29,P,7,0,,0.14,0.14,100,1.71,0,0,0,0,0.14,12,12,12,12,1.7,116.7,,0,0,0,12,12,,
59,Trace McSorley,ARI,27,QB,1,0,,2,4,50,12,0,0,0,0,1,10,3,3,6,12,56.2,50.2,1,8,20,0.8,0.8,,
60,Tyrod Taylor,NYG,33,QB,1,0,,1,3,33.3,11,0,0,1,33.3,1,11,3.7,-11.3,11,11,5.6,1.6,0,0,0,3.67,-11.33,,
61,Case Keenum,BUF,34,QB,2,0,,1,3.5,28.6,4,0,0,0,0,0,5,1.1,1.1,4,4,39.6,4,0,0,0,1.14,1.14,,
62,Jack Fox,DET,26,P,7,0,,0.14,0.14,100,0.86,0,0,0,0,0.14,6,6,6,6,0.9,91.7,,0,0,0,6,6,,
63,Trevor Siemian,CHI,31,QB,1,0,,1,1,100,5,0,0,0,0,0,5,5,5,5,5,87.5,2.8,0,0,0,5,5,,
64,Najee Harris,PIT,24,RB,8,8,,0.13,0.13,100,0.5,0,0,0,0,0,4,4,4,4,0.5,83.3,14.9,0,0,0,4,4,,
65,Mack Hollins,LVR,29,WR,7,6,,0.14,0.14,100,0.57,0,0,0,0,0,4,4,4,4,0.6,83.3,25.3,0,0,0,4,4,,
66,Braxton Berrios,NYJ,27,WR,8,1,,0.13,0.13,100,0.25,0.13,100,0,0,0.13,2,2,22,2,0.3,118.7,99.4,0,0,0,2,22,,
67,Chase Claypool,PIT,24,WR,8,8,,0.13,0.13,100,0.13,0.13,100,0,0,0.13,1,1,21,1,0.1,118.7,100,0,0,0,1,21,,
68,Rex Burkhead,HOU,32,RB,8,0,,0,0.13,0,0,0,0,0,0,0,0,0,0,,0,39.6,3.5,0,0,0,0,0,,
69,Amari Cooper,CLE,28,WR,8,8,,0,0.13,0,0,0,0,0.13,100,0,0,0,-45,,0,0,0,0,0,0,0,-45,,
70,DeeJay Dallas,SEA,24,RB,8,0,,0,0.13,0,0,0,0,0.13,100,0,0,0,-45,,0,0,0,0,0,0,0,-45,,
71,Chad Henne,KAN,37,QB,2,0,,0,1,0,0,0,0,0,0,0,0,0,0,,0,39.6,3.1,0,0,0,0,0,,
72,Christian Kirk,JAX,26,WR,8,8,,0,0.13,0,0,0,0,0,0,0,0,0,0,,0,39.6,10.1,0,0,0,0,0,,
73,Cooper Kupp,LAR,29,WR,7,7,,0,0.14,0,0,0,0,0,0,0,0,0,0,,0,39.6,3.2,0,0,0,0,0,,
74,Tommy Townsend,KAN,26,P,7,0,,0,0.14,0,0,0,0,0,0,0,0,0,0,,0,39.6,,0,0,0,0,0,,
