,,,,,Games,,Receiving,,,,,,,,,,,Rushing,,,,,,,,Total Yds,,,,
10,Stefon Diggs,BUF,29,WR,7,7,10.4,7.86,109.1,13.9,1,4.86,53,7.9,109.1,75.3%,10.5,,,,0,,,,,7.86,13.9,109.1,7,0.14
11,Justin Jefferson,MIN,23,WR,7,7,10.1,7.43,107.4,14.5,0.29,4.43,64,7.4,107.4,73.2%,10.6,0.14,0.43,0.14,0.14,3,3,0.4,0.1,7.57,14.2,107.9,3,0
12,Jaylen Waddle,MIA,24,WR,8,8,7.88,5.25,90.9,17.3,0.63,4.25,59,5.3,90.9,66.7%,11.5,0.25,2.13,0,0,9,8.5,2.1,0.3,5.5,16.9,93,5,0.13
13,Austin Ekeler,LAC,27,RB,7,7,8.71,7.57,51,6.7,0.43,2.86,23,7.6,51,86.9%,5.9,12,54.3,0.71,2.57,71,4.5,54.3,12,19.6,5.4,105.3,8,0.29
14,Cooper Kupp,LAR,29,WR,7,7,12,9.14,98,10.7,0.71,5.71,75,9.1,98,76.2%,8.2,0.86,7.29,0.14,0.57,20,8.5,7.3,0.9,10,10.5,105.3,6,0.14
15,Travis Etienne,JAX,23,RB,8,3,3.25,2.13,19.6,9.2,0,1.13,23,2.1,19.6,65.4%,6,11.5,71.4,0.25,3.25,49,6.2,71.4,11.5,13.6,6.7,91,2,0.38
16,A.J. Brown,PHI,25,WR,8,7,8.63,5.38,89.8,16.7,0.75,3.75,54,5.4,89.8,62.3%,10.4,,,,0,,,,,5.38,16.7,89.8,6,0
17,Alvin Kamara,NOR,27,RB,6,5,7.5,5.5,47.8,8.7,0.33,1.67,54,5.5,47.8,73.3%,6.4,15.8,68.8,0.17,3.33,27,4.3,68.8,15.8,21.3,5.5,116.7,3,0.33
18,Miles Sanders,PHI,25,RB,8,8,1.63,1.38,5.25,3.8,0,0.13,16,1.4,5.3,84.6%,3.2,16.4,82,0.75,4.13,35,5,82,16.4,17.8,4.9,87.3,6,0
19,Breece Hall,NYJ,21,RB,7,2,4.43,2.71,31.1,11.5,0.14,1.14,79,2.7,31.1,61.3%,7,11.4,66.1,0.57,2.86,62,5.8,66.1,11.4,14.1,6.9,97.3,5,0.14
20,Dalvin Cook,MIN,27,RB,7,7,3.14,2.43,15.7,6.5,0,1,23,2.4,15.7,77.3%,5,16.3,80.1,0.71,4,53,4.9,80.1,16.3,18.7,5.1,95.9,5,0.14
21,Leonard Fournette,TAM,27,RB,8,8,5.25,4.63,34.1,7.4,0.38,1.75,25,4.6,34.1,88.1%,6.5,14,48.3,0.25,2.88,17,3.4,48.3,14,18.6,4.4,82.4,5,0
22,Joe Mixon,CIN,26,RB,8,8,5.63,4.25,26.8,6.3,0.13,1,22,4.3,26.8,75.6%,4.8,16.1,54,0.25,2.88,31,3.3,54,16.1,20.4,4,80.8,3,0
23,Tony Pollard,DAL,25,RB,8,2,2.38,1.5,15.1,10.1,0,0.63,46,1.5,15.1,63.2%,6.4,10.1,63.3,0.63,2.63,57,6.2,63.3,10.1,11.6,6.7,78.4,5,0
24,Khalil Herbert,CHI,24,RB,8,1,0.88,0.75,7.75,10.3,0.13,0.25,25,0.8,7.8,85.7%,8.9,11.4,70.4,0.5,2.5,63,6.2,70.4,11.4,12.1,6.4,78.1,5,0
25,Ja'Marr Chase,CIN,22,WR,7,7,10.6,6.71,86.4,12.9,0.86,4.86,60,6.7,86.4,63.5%,8.2,0.57,0.29,0,0,4,0.5,0.3,0.6,7.29,11.9,86.7,6,0.14
26,Mike Evans,TAM,29,WR,7,7,8.43,5.57,82.4,14.8,0.43,4,51,5.6,82.4,66.1%,9.8,,,,0,,,,,5.57,14.8,82.4,3,0
27,CeeDee Lamb,DAL,23,WR,8,8,9.13,5.25,69.5,13.2,0.38,3.63,30,5.3,69.5,57.5%,7.6,0.63,1.5,0,0.13,8,2.4,1.5,0.6,5.88,12.1,71,3,0
28,Terry McLaurin,WAS,27,WR,8,8,6.63,4.13,69.1,16.8,0.25,2.88,49,4.1,69.1,62.3%,10.4,0.5,1.38,0,0.13,7,2.8,1.4,0.5,4.63,15.2,70.5,2,0.13
29,Jeff Wilson,SFO,27,RB,8,6,1.63,1.25,11.4,9.1,0,0.38,16,1.3,11.4,76.9%,7,11.5,58.5,0.25,2.75,41,5.1,58.5,11.5,12.8,5.5,69.9,2,0.25
30,Travis Kelce,KAN,33,TE,7,7,8.57,6.71,79,11.8,1,5.14,35,6.7,79,78.3%,9.2,0.29,0.71,0,0.14,4,2.5,0.7,0.3,7,11.4,79.7,7,0
31,Amari Cooper,CLE,28,WR,8,8,8.25,4.88,69.1,14.2,0.63,3.63,55,4.9,69.1,59.1%,8.4,,,,0,,,,,4.88,14.2,69.1,5,0
32,Lamar Jackson,BAL,25,QB,8,8,0,0,0,,0,0,0,0,0,0.0%,,9.38,69.1,0.25,3.88,79,7.4,69.1,9.4,9.38,7.4,69.1,2,0.38
33,Raheem Mostert,MIA,30,RB,8,6,2.5,1.63,12.1,7.5,0.13,0.63,18,1.6,12.1,65.0%,4.9,12.6,56.5,0.13,2.75,25,4.5,56.5,12.6,14.3,4.8,68.6,2,0
34,Chris Olave,NOR,22,WR,7,5,9,5.29,78.1,14.8,0.29,3.43,51,5.3,78.1,58.7%,8.7,,,,0,,,,,5.29,14.8,78.1,2,0.14
35,Jonathan Taylor,IND,23,RB,6,6,4.17,2.67,11.8,4.4,0,0.17,9,2.7,11.8,64.0%,2.8,17.8,77,0.17,4,27,4.3,77,17.8,20.5,4.3,88.8,1,0.33
36,Tyler Lockett,SEA,30,WR,8,8,7.63,5.75,66.4,11.5,0.38,3.25,40,5.8,66.4,75.4%,8.7,,,,0,,,,,5.75,11.5,66.4,3,0.25
37,Michael Pittman Jr.,IND,25,WR,7,7,10,7.29,75.4,10.4,0.14,4.14,28,7.3,75.4,72.9%,7.5,,,,0,,,,,7.29,10.4,75.4,1,0.14
38,Deebo Samuel,SFO,26,WR,7,6,7.71,4.57,55.3,12.1,0.29,2,57,4.6,55.3,59.3%,7.2,3.43,19.7,0.14,0.57,51,5.8,19.7,3.4,8,9.4,75,3,0.29
39,Dallas Goedert,PHI,27,TE,8,8,6.25,5,65.1,13,0.25,3.63,31,5,65.1,80.0%,10.4,,,,0,,,,,5,13,65.1,2,0
40,Jamaal Williams,DET,27,RB,7,4,1.71,1.29,8.14,6.3,0,0.43,17,1.3,8.1,75.0%,4.8,14.6,66.3,1.14,4.14,51,4.5,66.3,14.6,15.9,4.7,74.4,8,0.29
41,Antonio Gibson,WAS,24,RB,8,6,4.38,3.63,28.5,7.9,0.25,1.5,26,3.6,28.5,82.9%,6.5,9.75,36.5,0.25,2.25,20,3.7,36.5,9.8,13.4,4.9,65,4,0
42,Davante Adams,LVR,30,WR,7,7,9.71,5.43,73.1,13.5,0.71,3.43,58,5.4,73.1,55.9%,7.5,0.43,-0.14,0,0,4,-0.3,-0.1,0.4,5.86,12.5,73,5,0.14
43,Christian Kirk,JAX,26,WR,8,8,7.63,4.38,62.3,14.2,0.5,3,49,4.4,62.3,57.4%,8.2,0.38,1.5,0,0,5,4,1.5,0.4,4.75,13.4,63.8,4,0.13
44,Devin Singletary,BUF,25,RB,7,7,4.29,3.29,26.1,8,0.14,1.71,22,3.3,26.1,76.7%,6.1,10.1,46.1,0,1.86,30,4.5,46.1,10.1,13.4,5.4,72.3,1,0.14
45,Tee Higgins,CIN,23,WR,8,7,6.25,4.25,63,14.8,0.38,2.88,59,4.3,63,68.0%,10.1,,,,0,,,,,4.25,14.8,63,3,0
46,David Montgomery,CHI,25,RB,7,7,2,1.86,19.3,10.4,0,0.71,30,1.9,19.3,92.9%,9.6,13.1,51.6,0.29,2.57,28,3.9,51.6,13.1,15,4.7,70.9,2,0.14
47,Curtis Samuel,WAS,26,WR,8,6,7.75,5.25,48.8,9.3,0.25,2.88,32,5.3,48.8,67.7%,6.3,2.13,13.3,0,0.75,21,6.2,13.3,2.1,7.38,8.4,62,2,0.13
48,Mark Andrews,BAL,27,TE,8,8,8,5.25,61,11.6,0.63,3.63,25,5.3,61,65.6%,7.6,0.25,0.88,0,0.25,4,3.5,0.9,0.3,5.5,11.3,61.9,5,0
49,Mike Williams,LAC,28,WR,7,7,8.43,5.29,70.7,13.4,0.43,3,50,5.3,70.7,62.7%,8.4,,,,0,,,,,5.29,13.4,70.7,3,0
50,JuJu Smith-Schuster,KAN,26,WR,7,7,6.86,4.86,70.6,14.5,0.29,3.14,53,4.9,70.6,70.8%,10.3,,,,0,,,,,4.86,14.5,70.6,2,0.29
51,Tyler Boyd,CIN,28,WR,8,6,5.38,4,61.6,15.4,0.5,2.88,60,4,61.6,74.4%,11.5,,,,0,,,,,4,15.4,61.6,4,0
52,Brandon Aiyuk,SFO,24,WR,8,8,6.88,4.75,60.4,12.7,0.5,2.88,34,4.8,60.4,69.1%,8.8,0.13,0.88,0,0,7,7,0.9,0.1,4.88,12.6,61.3,4,0
53,Kenneth Walker III,SEA,22,RB,7,3,1.71,1.29,4,3.1,0,0,7,1.3,4,75.0%,2.3,12.1,65.9,0.71,2.86,74,5.4,65.9,12.1,13.4,5.2,69.9,5,0
54,Marquise Brown,ARI,25,WR,6,6,10.7,7.17,80.8,11.3,0.5,4,26,7.2,80.8,67.2%,7.6,,,,0,,,,,7.17,11.3,80.8,3,0.17
55,Ezekiel Elliott,DAL,27,RB,7,7,1.14,0.86,4.57,5.3,0,0.29,31,0.9,4.6,75.0%,4,15.6,63.3,0.57,3.71,27,4.1,63.3,15.6,16.4,4.1,67.9,4,0
56,Najee Harris,PIT,24,RB,8,8,3.5,3,14,4.7,0.25,1,14,3,14,85.7%,4,13.5,45.1,0.13,1.88,18,3.3,45.1,13.5,16.5,3.6,59.1,3,0.13
57,D.K. Metcalf,SEA,25,WR,8,8,7.75,4.63,59.1,12.8,0.38,2.63,54,4.6,59.1,59.7%,7.6,,,,0,,,,,4.63,12.8,59.1,3,0.25
58,Courtland Sutton,DEN,27,WR,8,8,7.75,4.38,58.4,13.3,0.13,2.63,51,4.4,58.4,56.5%,7.5,0.13,0.63,0,0,5,5,0.6,0.1,4.5,13.1,59,1,0
59,D.J. Moore,CAR,25,WR,8,8,8.13,4.13,53.1,12.9,0.38,2.5,62,4.1,53.1,50.8%,6.5,0.88,4.88,0,0.13,11,5.6,4.9,0.9,5,11.6,58,3,0
60,Eno Benjamin,ARI,23,RB,8,3,4,2.88,21.1,7.3,0,1.13,22,2.9,21.1,71.9%,5.3,8.25,35.9,0.25,1.75,45,4.3,35.9,8.3,11.1,5.1,57,2,0
61,Jerry Jeudy,DEN,23,WR,8,8,6.75,3.75,56.1,15,0.38,2.63,67,3.8,56.1,55.6%,8.3,0.13,0.13,0,0.13,1,1,0.1,0.1,3.88,14.5,56.3,3,0
62,AJ Dillon,GNB,24,RB,8,2,2.63,1.75,11.1,6.4,0,0.38,12,1.8,11.1,66.7%,4.2,10.9,44.4,0.13,2.5,27,4.1,44.4,10.9,12.6,4.4,55.5,1,0
63,DeVonta Smith,PHI,24,WR,8,8,6.63,5,55.3,11.1,0.25,3,45,5,55.3,75.5%,8.3,,,,0,,,,,5,11.1,55.3,2,0
64,Michael Carter,NYJ,23,RB,8,6,3.88,3,23.3,7.8,0,1,37,3,23.3,77.4%,6,9.13,31.8,0.25,1.13,25,3.5,31.8,9.1,12.1,4.5,55,2,0.13
65,Garrett Wilson,NYJ,22,WR,8,4,7.38,4.25,53.6,12.6,0.25,2.75,54,4.3,53.6,57.6%,7.3,0.13,-0.25,0,0,-2,-2,-0.3,0.1,4.38,12.2,53.4,2,0
66,Clyde Edwards-Helaire,KAN,23,RB,7,6,2.71,2.29,19.6,8.6,0.43,1.43,25,2.3,19.6,84.2%,7.2,9.29,41.1,0.43,1.86,52,4.4,41.1,9.3,11.6,5.2,60.7,6,0
67,Justin Fields,CHI,23,QB,8,8,0,0,0,,0,0,0,0,0,0.0%,,9.5,53,0.38,3.75,39,5.6,53,9.5,9.5,5.6,53,3,1.38
68,Kareem Hunt,CLE,27,RB,8,0,2.88,2.38,14.6,6.2,0.13,0.88,24,2.4,14.6,82.6%,5.1,9.63,38.1,0.38,2.38,24,4,38.1,9.6,12,4.4,52.8,4,0
69,Jakobi Meyers,NWE,26,WR,6,5,7.5,5.83,69.2,11.9,0.5,3.33,30,5.8,69.2,77.8%,9.2,0.17,1.17,0,0.17,7,7,1.2,0.2,6,11.7,70.3,3,0
70,Donovan Peoples-Jones,CLE,23,WR,8,6,5.75,3.75,52.1,13.9,0,2,42,3.8,52.1,65.2%,9.1,0.13,0.25,0,0,2,2,0.3,0.1,3.88,13.5,52.4,0,0.13
71,Gabriel Davis,BUF,23,WR,6,6,5.5,2.67,69.7,26.1,0.67,2.17,98,2.7,69.7,48.5%,12.7,,,,0,,,,,2.67,26.1,69.7,4,0
72,David Njoku,CLE,26,TE,7,7,6,4.86,59.7,12.3,0.14,3.14,38,4.9,59.7,81.0%,10,0.14,-0.86,0,0,-6,-6,-0.9,0.1,5,11.8,58.9,1,0.14
73,Amon-Ra St. Brown,DET,23,WR,6,6,8.33,5.83,57.3,9.8,0.5,2.83,49,5.8,57.3,70.0%,6.9,0.33,11.3,0,0.17,58,34,11.3,0.3,6.17,11.1,68.7,3,0
74,James Robinson,2TM,24,,8,5,1.5,1.13,5.75,5.1,0.13,0.5,10,1.1,5.8,75.0%,3.8,10.8,44.6,0.38,2.25,50,4.2,44.6,10.8,11.9,4.2,50.4,4,0.13
75,Melvin Gordon,DEN,29,RB,8,4,2.63,2,17.3,8.6,0,0.88,24,2,17.3,76.2%,6.6,9.38,32.9,0.25,1.5,17,3.5,32.9,9.4,11.4,4.4,50.1,2,0.5
76,Tyler Allgeier,ATL,22,RB,7,4,0.71,0.71,10.1,14.2,0.14,0.57,25,0.7,10.1,100.0%,14.2,12,46.3,0.14,2.14,42,3.9,46.3,12,12.7,4.4,56.4,2,0
77,T.J. Hockenson,DET,25,TE,7,7,6.14,3.71,56.4,15.2,0.43,2.43,81,3.7,56.4,60.5%,9.2,,,,0,,,,,3.71,15.2,56.4,3,0
78,Diontae Johnson,PIT,26,WR,8,8,9.5,5.38,46.5,8.7,0,2.5,25,5.4,46.5,56.6%,4.9,0.63,2.75,0,0,8,4.4,2.8,0.6,6,8.2,49.3,0,0.13
79,Mack Hollins,LVR,29,WR,7,6,5.71,3.71,54.4,14.7,0.29,2.57,60,3.7,54.4,65.0%,9.5,,,,0,,,,,3.71,14.7,54.4,2,0
80,Alec Pierce,IND,22,WR,7,6,5.43,3.43,53.3,15.5,0.14,2.43,47,3.4,53.3,63.2%,9.8,,,,0,,,,,3.43,15.5,53.3,1,0.14
81,Chris Godwin,TAM,26,WR,6,5,9.17,5.83,61.3,10.5,0,2.67,44,5.8,61.3,63.6%,6.7,0.33,0.67,0,0,2,2,0.7,0.3,6.17,10.1,62,0,0
82,Devin Duvernay,BAL,25,WR,8,8,4,3,39.1,13,0.38,2,31,3,39.1,75.0%,9.8,0.88,6.88,0.13,0.5,18,7.9,6.9,0.9,3.88,11.9,46,4,0
83,Cordarrelle Patterson,ATL,31,RB,4,3,1.75,1,7,7,0,0.5,12,1,7,57.1%,4,14.5,85,0.75,4.75,40,5.9,85,14.5,15.5,5.9,92,3,0
84,Pat Freiermuth,PIT,24,TE,7,4,6.86,4.57,52.4,11.5,0.14,2.71,31,4.6,52.4,66.7%,7.6,,,,0,,,,,4.57,11.5,52.4,1,0
85,Chase Claypool,PIT,24,WR,8,8,6.25,4,38.9,9.7,0.13,2.13,26,4,38.9,64.0%,6.2,1,6.88,0,0.38,15,6.9,6.9,1,5,9.2,45.8,1,0
86,Marquez Valdes-Scantling,KAN,28,WR,7,5,5.43,3.14,52.7,16.8,0,2.29,57,3.1,52.7,57.9%,9.7,0.14,-0.43,0,0,-3,-3,-0.4,0.1,3.29,15.9,52.3,0,0
87,Darnell Mooney,CHI,25,WR,8,8,5.5,3.13,45.5,14.6,0,1.75,56,3.1,45.5,56.8%,8.3,,,,0,,,,,3.13,14.6,45.5,0,0
88,Daniel Jones,NYG,25,QB,8,8,0,0,0,,0,0,0,0,0,0.0%,,8,45.4,0.38,3.63,24,5.7,45.4,8,8,5.7,45.4,3,0.38
89,Rashaad Penny,SEA,26,RB,5,5,1,0.8,3.2,4,0,0.4,6,0.8,3.2,80.0%,3.2,11.4,69.2,0.4,3,41,6.1,69.2,11.4,12.2,5.9,72.4,2,0.2
90,Josh Reynolds,DET,27,WR,7,7,6,3.71,51,13.7,0.29,2.43,31,3.7,51,61.9%,8.5,,,,0,,,,,3.71,13.7,51,2,0
91,Brandin Cooks,HOU,29,WR,7,7,7.57,4.57,50.6,11.1,0.14,2.14,44,4.6,50.6,60.4%,6.7,,,,0,,,,,4.57,11.1,50.6,1,0
92,Zach Ertz,ARI,32,TE,8,8,7.5,5.13,44.3,8.6,0.38,2.63,32,5.1,44.3,68.3%,5.9,,,,0,,,,,5.13,8.6,44.3,3,0
93,Taysom Hill,NOR,32,TE,7,2,0.57,0.43,2.29,5.3,0.14,0.29,11,0.4,2.3,75.0%,4,5.57,48.1,0.71,3,60,8.6,48.1,5.6,6,8.4,50.4,6,0.14
94,Corey Davis,NYJ,27,WR,7,5,4.86,2.71,50.1,18.5,0.29,2.43,66,2.7,50.1,55.9%,10.3,,,,0,,,,,2.71,18.5,50.1,2,0
95,Adam Thielen,MIN,32,WR,7,7,7.14,5,50.1,10,0.29,3.57,22,5,50.1,70.0%,7,,,,0,,,,,5,10,50.1,2,0
96,Damien Harris,NWE,25,RB,7,6,2,1.57,6.71,4.3,0,0.29,11,1.6,6.7,78.6%,3.4,10.1,43.1,0.43,2.29,16,4.3,43.1,10.1,11.7,4.3,49.9,3,0
97,Drake London,ATL,21,WR,8,6,6.13,3.75,43.3,11.5,0.25,2.5,31,3.8,43.3,61.2%,7.1,,,,0,,,,,3.75,11.5,43.3,2,0
98,D'Andre Swift,DET,23,RB,4,3,4.25,3.25,26,8,0.5,1.25,25,3.3,26,76.5%,6.1,8,59.3,0.25,1.75,50,7.4,59.3,8,11.3,7.6,85.3,3,0
99,Allen Lazard,GNB,27,WR,6,6,6.83,4.33,56.7,13.1,0.67,3.5,35,4.3,56.7,63.4%,8.3,,,,0,,,,,4.33,13.1,56.7,4,0
100,Noah Brown,DAL,26,WR,7,7,5.57,3.57,48.4,13.6,0.14,2.29,45,3.6,48.4,64.1%,8.7,,,,0,,,,,3.57,13.6,48.4,1,0.14
101,George Pickens,PIT,21,WR,8,4,5.38,3.25,42.3,13,0.13,2.13,36,3.3,42.3,60.5%,7.9,0.13,0.13,0,0,1,1,0.1,0.1,3.38,12.6,42.4,1,0
102,Evan Engram,JAX,28,TE,8,7,5.63,4,41.3,10.3,0.13,1.75,28,4,41.3,71.1%,7.3,0.13,0,0,0,0,0,0,0.1,4.13,10,41.3,1,0
103,Zay Jones,JAX,27,WR,7,6,7.14,4.86,44.1,9.1,0.14,2.71,20,4.9,44.1,68.0%,6.2,0.43,3,0,0.14,14,7,3,0.4,5.29,8.9,47.1,1,0
104,Jalen Hurts,PHI,24,QB,8,8,0,0,0,,0,0,0,0,0,0.0%,,11,40.8,0.75,3.5,26,3.7,40.8,11,11,3.7,40.8,6,0.63
105,DeVante Parker,NWE,29,WR,8,7,3.5,1.88,40.1,21.4,0.13,1.63,43,1.9,40.1,53.6%,11.5,,,,0,,,,,1.88,21.4,40.1,1,0
106,George Kittle,SFO,29,TE,6,6,6.5,4.67,53.2,11.4,0.33,2.33,34,4.7,53.2,71.8%,8.2,,,,0,,,,,4.67,11.4,53.2,2,0.17
107,Tyler Higbee,LAR,29,TE,7,7,8,5.14,44.6,8.7,0,2.43,26,5.1,44.6,64.3%,5.6,,,,0,,,,,5.14,8.7,44.6,0,0
108,Parris Campbell,IND,25,WR,8,7,5,3.75,35.3,9.4,0.25,2.13,38,3.8,35.3,75.0%,7.1,0.13,3.5,0,0.13,28,28,3.5,0.1,3.88,10,38.8,2,0
109,Tyler Conklin,NYJ,27,TE,8,8,6,4,38.6,9.7,0.38,1.88,27,4,38.6,66.7%,6.4,0.13,0.13,0,0.13,1,1,0.1,0.1,4.13,9.4,38.8,3,0.25
110,Romeo Doubs,GNB,22,WR,8,6,6.13,3.75,37,9.9,0.38,1.38,26,3.8,37,61.2%,6,0.13,1.38,0,0.13,11,11,1.4,0.1,3.88,9.9,38.4,3,0.25
111,Josh Allen,BUF,26,QB,7,7,0,0,0,,0,0,0,0,0,0.0%,,7.57,43.7,0.29,3.43,21,5.8,43.7,7.6,7.57,5.8,43.7,2,0.71
112,Olamide Zaccheaus,ATL,25,WR,8,5,2.88,2.5,39,15.6,0.25,2,42,2.5,39,87.0%,13.6,0.13,-0.75,0,0,-6,-6,-0.8,0.1,2.63,14.6,38.3,2,0.13
113,Nico Collins,HOU,23,WR,6,4,5,3,50.8,16.9,0,2,58,3,50.8,60.0%,10.2,,,,0,,,,,3,16.9,50.8,0,0
114,Gerald Everett,LAC,28,TE,7,5,6.43,3.86,43.6,11.3,0.29,1.86,26,3.9,43.6,60.0%,6.8,,,,0,,,,,3.86,11.3,43.6,2,0
115,James Conner,ARI,27,RB,5,5,3.8,2.8,20.6,7.4,0,1,21,2.8,20.6,73.7%,5.4,10.8,40,0.2,3.2,17,3.7,40,10.8,13.6,4.5,60.6,1,0.2
116,D'Onta Foreman,CAR,26,RB,8,1,0.38,0.25,3.38,13.5,0,0.13,23,0.3,3.4,66.7%,9,6.63,34.1,0.38,1.5,60,5.2,34.1,6.6,6.88,5.5,37.5,3,0
117,Kyler Murray,ARI,25,QB,8,8,0,0,0,,0,0,0,0,0,0.0%,,6.38,37.4,0.25,2.13,42,5.9,37.4,6.4,6.38,5.9,37.4,2,0.75
118,Darrell Henderson,LAR,25,RB,7,4,2.86,2.29,13,5.7,0,0.57,15,2.3,13,80.0%,4.6,7.14,28.1,0.29,1.29,18,3.9,28.1,7.1,9.43,4.4,41.1,2,0
119,Robert Tonyan,GNB,28,TE,8,2,5.25,4.38,35.8,8.2,0.13,1.5,23,4.4,35.8,83.3%,6.8,,,,0,,,,,4.38,8.2,35.8,1,0
120,Rashod Bateman,BAL,23,WR,6,5,4.67,2.5,47.5,19,0.33,1.17,75,2.5,47.5,53.6%,10.2,,,,0,,,,,2.5,19,47.5,2,0.17
121,Kenyan Drake,BAL,28,RB,6,3,1.5,1.17,4.83,4.1,0.17,0.5,15,1.2,4.8,77.8%,3.2,8.17,41.8,0.17,1.67,40,5.1,41.8,8.2,9.33,5,46.7,2,0
122,Marcus Mariota,ATL,29,QB,8,8,0,0,0,,0,0,0,0,0,0.0%,,6.88,35,0.38,2.25,30,5.1,35,6.9,6.88,5.1,35,3,1
123,Javonte Williams,DEN,22,RB,4,4,5.5,4,19,4.8,0,1,13,4,19,72.7%,3.5,11.8,51,0,2.25,17,4.3,51,11.8,15.8,4.4,70,0,0.25
124,Hayden Hurst,CIN,29,TE,8,8,5.38,4.13,33.5,8.1,0.25,2,21,4.1,33.5,76.7%,6.2,,,,0,,,,,4.13,8.1,33.5,2,0
125,J.D. McKissic,WAS,29,RB,8,0,5,3.38,21.6,6.4,0,0.88,14,3.4,21.6,67.5%,4.3,2.75,11.9,0,0.63,33,4.3,11.9,2.8,6.13,5.5,33.5,0,0
126,Caleb Huntley,ATL,24,RB,6,0,0,0,0,,0,0,0,0,0,0.0%,,9.5,44.2,0.17,2.33,30,4.6,44.2,9.5,9.5,4.6,44.2,1,0.17
127,Marvin Jones,JAX,32,WR,7,5,5.86,3.14,37.9,12,0.14,2,37,3.1,37.9,53.7%,6.5,,,,0,,,,,3.14,12,37.9,1,0
128,DeAndre Hopkins,ARI,30,WR,2,2,13.5,11,131,11.9,0.5,6.5,33,11,131,81.5%,9.7,,,,0,,,,,11,11.9,131,1,0.5
129,Kalif Raymond,DET,28,WR,7,1,3.57,2.43,34,14,0,1.29,43,2.4,34,68.0%,9.5,0.43,3.29,0,0.14,12,7.7,3.3,0.4,2.86,13.1,37.3,0,0.14
130,Kyle Pitts,ATL,22,TE,7,7,5.57,3,36.9,12.3,0.29,2,33,3,36.9,53.8%,6.6,,,,0,,,,,3,12.3,36.9,2,0
131,Randall Cobb,GNB,32,WR,6,1,4.33,3,42.8,14.3,0,2,40,3,42.8,69.2%,9.9,,,,0,,,,,3,14.3,42.8,0,0.17
132,Robert Woods,TEN,30,WR,7,6,4.86,3.14,36.6,11.6,0.14,2.14,41,3.1,36.6,64.7%,7.5,,,,0,,,,,3.14,11.6,36.6,1,0.14
133,Dontrell Hilliard,TEN,27,RB,6,1,2.83,2.17,24,11.1,0.5,1.17,31,2.2,24,76.5%,8.5,2.33,18.2,0,0.5,30,7.8,18.2,2.3,4.5,9.4,42.2,3,0
134,Rondale Moore,ARI,22,WR,5,5,6.6,4.8,50.2,10.5,0.2,1.6,38,4.8,50.2,72.7%,7.6,1,0.2,0,0.2,9,0.2,0.2,1,5.8,8.7,50.4,1,0
135,Mecole Hardman,KAN,24,WR,7,5,3.57,2.71,31.1,11.5,0.43,1.57,36,2.7,31.1,76.0%,8.7,0.57,4.43,0.29,0.43,25,7.8,4.4,0.6,3.29,10.8,35.6,5,0.14
136,Ben Skowronek,LAR,25,WR,7,5,4.29,3.43,33,9.6,0,1.43,32,3.4,33,80.0%,7.7,0.14,2.43,0.14,0.14,17,17,2.4,0.1,3.57,9.9,35.4,1,0
