Player,Position_yah,Team_yah,Opponent_yah,expected_points,Salary_yah,ovr_ex_pas_yds,ovr_ex_pas_td,ovr_ex_rus_yds,ovr_ex_rus_td,fmb_scrim,Int_pas,games,ex_ppd,home_away
Russell Wilson,QB,DEN,CAR,13.966218128654969,22,243.36499999999998,0.8535,15.01918128654971,0.12595,0.44,0.56,9,0.634828096757044,Away
Kyler Murray,QB,ARI,LAC,18.11462743620016,31,237.855,1.3705,42.070867768595036,0.22689010989010988,0.89,0.67,9,0.5843428205225858,Home
Jimmy Garoppolo,QB,SF,NO,16.257660613207545,24,233.195,1.5965,3.2386061320754718,0.22,0.33,0.44,8.75,0.6774025255503143,Home
Davis Mills,QB,HOU,MIA,12.702513127001065,22,218.21,1.175,3.9411312700106724,0.13,0.4,1.1,10,0.5773869603182302,Away
Matthew Stafford,QB,LAR,KC,13.15088631499906,23,234.405,1.2585,1.0482917214191851,0.10764285714285714,0.56,0.89,9,0.5717776658695243,Away
Lamar Jackson,QB,BAL,JAX,21.217013636363635,33,205.185,1.6,63.36613636363636,0.2955,0.4,0.7,10,0.6429398071625344,Away
Daniel Jones,QB,NYG,DAL,16.813277759835586,30,190.82,0.93,42.82016221374046,0.3630769230769231,0.3,0.4,10,0.5604425919945195,Away
Marcus Mariota,QB,ATL,WAS,15.129614092986312,30,175.82999999999998,1.2489999999999999,32.00927854454203,0.33324770642201834,0.73,0.64,11,0.5043204697662104,Away
Andy Dalton,QB,NO,SF,14.179742395921835,20,223.70999999999998,1.6225,3.8134239592183516,0,0.38,0.88,8,0.7089871197960917,Away
Ryan Tannehill,QB,TEN,CIN,13.495204774666758,20,210.45,1.2125,4.68477501939488,0.12645454545454546,0.25,0.5,8,0.6747602387333379,Home
Justin Fields,QB,CHI,NYJ,18.53380556075008,39,157.025,1.138,70.73262253663465,0.6195905511811024,1.18,0.73,11,0.4752257836089764,Away
Carson Wentz,QB,WAS,ATL,14.916537984496124,23,250.915,1.637,13.319379844961238,0,1,1,6,0.648545129760701,Home
Kenny Pickett,QB,PIT,IND,13.199155055658627,20,202.27499999999998,0.5425,23.484800556586272,0.43161249999999995,0.43,1.14,6.75,0.6599577527829313,Away
Mac Jones,QB,NE,MIN,11.585148353552857,20,208.39499999999998,0.6944999999999999,11.693483535528596,0.14700000000000002,0.29,1,7,0.5792574176776428,Away
Baker Mayfield,QB,CAR,DEN,9.854272036199095,20,187.48,0.851,7.478412669683257,0.13053846153846155,0.86,0.86,6.75,0.49271360180995477,Home
Zach Wilson,QB,NYJ,CHI,11.314100380779692,20,184.815,0.6479999999999999,13.988603807796919,0.15344000000000002,0.14,0.71,7,0.5657050190389846,Home
Dak Prescott,QB,DAL,NYG,16.69257265333785,29,224.21,1.51,13.395572687224671,0.19076923076923077,0,0.8,5,0.5756059535633742,Home
Cooper Rush,QB,DAL,NYG,8.464171585903085,20,159.355,0.7535,0.859715859030837,0,0.29,0.43,6.5,0.4232085792951542,Home
Taylor Heinicke,QB,WAS,ATL,13.932314470284235,23,215.21499999999997,1.0675,12.512144702842377,0.23375,0.4,0.8,5,0.6057528030558362,Home
Joe Flacco,QB,NYJ,CHI,14.271785131459655,20,284.775,1.583,2.0878513145965547,0,1.33,1,3,0.7135892565729828,Home
Jameis Winston,QB,NO,SF,12.840938742565845,22,273.52,1.2655,5.081387425658454,0,1,1.67,3,0.5836790337529929,Away
Mitch Trubisky,QB,PIT,IND,10.721900185528757,20,164.62,0.687,5.846001855287569,0.20075,0,0.4,4.75,0.5360950092764378,Away
Bailey Zappe,QB,NE,MIN,12.584,20,206.1,1.2725,0,0,0,0.75,3.5,0.6292,Away
P J Walker,QB,CAR,DEN,7.596235294117648,20,131.55,0.5449999999999999,6.54235294117647,0,0,0.5,5.75,0.3798117647058824,Home
Teddy Bridgewater,QB,MIA,HOU,8.631650358239508,20,142.53,0.7725,5.904503582395087,0,0,0.75,3.25,0.4315825179119754,Home
Colt McCoy,QB,ARI,LAC,10.762803856749311,20,226.89,0.665,5.272038567493113,0,0.5,0.5,2,0.5381401928374656,Home
Sam Ehlinger,QB,IND,PIT,9.339885714285714,20,170.015,0.33,27.192857142857143,0,0.5,0.5,2,0.4669942857142857,Home
Skylar Thompson,QB,MIA,HOU,4.235400204708291,20,108.69999999999999,0.135,3.374002047082907,0,0.33,0.33,2.5,0.21177001023541453,Home
Brett Rypien,QB,DEN,CAR,7.680263157894736,20,224.325,0.1905,9.452631578947368,0,1,1,1,0.3840131578947368,Away
John Wolford,QB,LAR,KC,8.674087516425756,20,217.48999999999998,1.165,3.144875164257556,0,2,1,1,0.4337043758212878,Away
Trey Lance,QB,SF,NO,7.046557311320754,20,111.73,0.177,33.69357311320754,0,0.5,0.5,2,0.3523278655660377,Home
Malik Willis,QB,TEN,CIN,3.0788235841737777,20,55.41,0.15,12.624235841737782,0,0.4,0.2,4.25,0.15394117920868888,Home
Jordan Love,QB,GB,PHI,2.9114,20,57.785,0.15,0,0,0,0,1.5,0.14557,Away
Jarrett Stidham,QB,LV,SEA,3.4985999999999997,20,64.96499999999999,0.22499999999999998,0,0,0,0,1.5,0.17492999999999997,Away
Trace McSorley,QB,ARI,LAC,3.673571487603306,20,53.235,0.24,9.141714876033058,0,0,0.33,2.25,0.1836785743801653,Home
Brock Purdy,QB,SF,NO,2.397777830188679,20,47.98,0.177,1.0057783018867925,0,0,0.33,2.25,0.11988889150943396,Home
Bryce Perkins,QB,LAR,KC,6.0424272010512485,20,63.215,0.315,22.538272010512483,0,0,0,1.5,0.3021213600525624,Away
Nick Mullens,QB,MIN,NE,2.7168,20,49.92,0.18,0,0,0,0,1.5,0.13584000000000002,Home
Brian Hoyer,QB,NE,MIN,3.7018,20,71.545,0.21,0,0,0,0,1,0.18509,Away
Gardner Minshew II,QB,PHI,GB,2.807,20,48.425,0.2175,0,0,0,0,0.75,0.14035,Home
Brandon Allen,QB,CIN,TEN,3.4288000000000003,20,58.72,0.27,0,0,0,0,0.75,0.17144,Away
Tyrod Taylor,QB,NYG,DAL,2.020599236641222,20,35.525,0.165,29.395992366412216,0,1,1,0.75,0.1010299618320611,Away
Case Keenum,QB,BUF,DET,2.6692,20,42.73,0.24,0,0,0,0,1.5,0.13346,Away
Trevor Siemian,QB,CHI,NYJ,1.9148000000000003,20,34.370000000000005,0.135,0,0,0,0,0.75,0.09574000000000002,Away
Chase Daniel,QB,LAC,ARI,2.6184000000000003,20,36.81,0.2865,0,0,0,0,1.5,0.13092,Away
Chad Henne,QB,KC,LAR,2.1401999999999997,20,32.504999999999995,0.21,0,0,0,0,1.5,0.10700999999999998,Home
Nate Sudfeld,QB,DET,BUF,2.0448,20,33.12,0.18,0,0,0,0,0,0.10224,Home
Will Grier,QB,DAL,NYG,1.8708,20,31.77,0.15,0,0,0,0,0,0.09354,Home
Sam Darnold,QB,CAR,DEN,1.6008,20,28.02,0.12,0,0,0,0,0,0.08004,Home
Matt Corral,QB,CAR,DEN,1.6008,20,28.02,0.12,0,0,0,0,0,0.08004,Home
Blaine Gabbert,QB,TB,CLE,2.1288,20,32.22,0.21,0,0,0,0,0,0.10644,Away
Kyle Trask,QB,TB,CLE,2.1288,20,32.22,0.21,0,0,0,0,0,0.10644,Away
Joshua Dobbs,QB,CLE,TB,2.1204,20,29.009999999999998,0.24,0,0,0,0,0,0.10602,Home
Kellen Mond,QB,CLE,TB,2.1204,20,29.009999999999998,0.24,0,0,0,0,0,0.10602,Home
Tyler Huntley,QB,BAL,JAX,2.4455999999999998,20,37.14,0.24,0,0,0,0,0,0.12227999999999999,Away
C J Beathard,QB,JAX,BAL,2.2788,20,37.47,0.195,0,0,0,0,0,0.11394,Home
Kyle Allen,QB,HOU,MIA,2.3988,20,35.97,0.24,0,0,0,0,0,0.11994,Away
Mike White,QB,NYJ,CHI,1.8348,20,29.52,0.1635,0,0,0,0,0,0.09174,Home
Desmond Ridder,QB,ATL,WAS,2.2134,20,30.735,0.24599999999999997,0,0,0,0,0,0.11067,Away
Sam Howell,QB,WAS,ATL,2.4678,20,39.945,0.2175,0,0,0,0,0,0.12339,Home
Easton Stick,QB,LAC,ARI,2.6184000000000003,20,36.81,0.2865,0,0,0,0,0,0.13092,Away
Drew Lock,QB,SEA,LV,2.5056000000000003,20,37.14,0.255,0,0,0,0,0,0.12528,Home
Shane Buechele,QB,KC,LAR,2.1401999999999997,20,32.504999999999995,0.21,0,0,0,0,0,0.10700999999999998,Home
Ian Book,QB,PHI,GB,2.025,20,28.875,0.2175,0,0,0,0,0,0.10124999999999999,Home
Mason Rudolph,QB,PIT,IND,1.8731999999999998,20,29.129999999999995,0.177,0,0,0,0,0,0.09366,Away
Nick Foles,QB,IND,PIT,2.9526000000000003,20,40.815000000000005,0.33,0,0,0,0,0,0.14763,Home
