,,,,,Games,,Receiving,,,,,,,,,,,Rushing,,,,,,,,Total Yds,,,,
Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds,TD,1D,Lng,Y/A,Y/G,A/G,Touch,Y/Tch,YScm,RRTD,Fmb
315,Russell Wilson,DEN,34,QB,2,2,0,0,0,,0,0,0,0,0,0.0%,,1.5,2.5,0,0,4,1.7,2.5,1.5,1.5,1.7,2.5,0,0
316,Ty Johnson,NYJ,25,RB,2,0,1.5,0.5,2,4,0,0,4,0.5,2,33.3%,1.3,,,,0,,,,,0.5,4,2,0,0
317,Patrick Mahomes,KAN,27,QB,2,2,0,0,0,,0,0,0,0,0,0.0%,,2.5,2,0,0.5,4,0.8,2,2.5,2.5,0.8,2,0,0.5
318,Darnell Mooney,CHI,25,WR,2,2,2.5,1,2,2,0,0,8,1,2,40.0%,0.8,,,,0,,,,,1,2,2,0,0
319,Cade Otton,TAM,23,TE,2,2,1,0.5,2,4,0,0,4,0.5,2,50.0%,2,,,,0,,,,,0.5,4,2,0,0
320,Tyler Davis,GNB,25,TE,2,0,1,0.5,1.5,3,0,0,3,0.5,1.5,50.0%,1.5,,,,0,,,,,0.5,3,1.5,0,0
321,Chuba Hubbard,CAR,23,RB,2,0,0,0,0,,0,0,0,0,0,0.0%,,0.5,1.5,0,0,3,3,1.5,0.5,0.5,3,1.5,0,0.5
322,Caleb Huntley,ATL,24,RB,1,0,0,0,0,,0,0,0,0,0,0.0%,,1,3,0,0,3,3,3,1,1,3,3,0,0
323,KaVontae Turpin,DAL,26,WR,2,0,0,0,0,,0,0,0,0,0,0.0%,,0.5,1.5,0,0,3,3,1.5,0.5,0.5,3,1.5,0,0
324,Mitchell Wilcox,CIN,26,TE,2,0,0.5,0.5,1.5,3,0,0,3,0.5,1.5,100.0%,3,,,,0,,,,,0.5,3,1.5,0,0
325,Stephen Anderson,ARI,29,TE,2,0,0.5,0.5,1,2,0,0,2,0.5,1,100.0%,2,,,,0,,,,,0.5,2,1,0,0
326,Mike Boone,DEN,27,RB,2,0,0.5,0.5,1,2,0,0,2,0.5,1,100.0%,2,,,,0,,,,,0.5,2,1,0,0
327,River Cracraft,MIA,28,WR,2,0,1,0.5,1,2,0.5,0.5,2,0.5,1,50.0%,1,,,,0,,,,,0.5,2,1,1,0
328,Jaelon Darden,TAM,23,WR,2,0,0,0,0,,0,0,0,0,0,0.0%,,0.5,1,0,0,2,2,1,0.5,0.5,2,1,0,0
329,Bryan Edwards,ATL,24,WR,2,1,1.5,0.5,1,2,0,0,2,0.5,1,33.3%,0.7,,,,0,,,,,0.5,2,1,0,0
330,Ben Ellefson,MIN,26,TE,2,0,0.5,0.5,1,2,0,0,2,0.5,1,100.0%,2,,,,0,,,,,0.5,2,1,0,0
331,Justin Herbert,LAC,24,QB,2,2,0,0,0,,0,0,0,0,0,0.0%,,3,1,0,0.5,3,0.3,1,3,3,0.3,1,0,0
332,Case Keenum,BUF,34,QB,1,0,0,0,0,,0,0,0,0,0,0.0%,,3,2,0,0,4,0.7,2,3,3,0.7,2,0,0
333,Adam Prentice,NOR,25,FB,2,1,0.5,0.5,1,2,0,0,2,0.5,1,100.0%,2,,,,0,,,,,0.5,2,1,0,0.5
334,Cooper Rush,DAL,29,QB,2,1,0,0,0,,0,0,0,0,0,0.0%,,0.5,1,0,0,2,2,1,0.5,0.5,2,1,0,0
335,Matthew Stafford,LAR,34,QB,2,2,0,0,0,,0,0,0,0,0,0.0%,,0.5,1,0,0.5,2,2,1,0.5,0.5,2,1,0,0.5
336,Derek Watt,PIT,30,FB,3,0,0,0,0,,0,0,0,0,0,0.0%,,0.33,0.67,0,0.33,2,2,0.7,0.3,0.33,2,0.67,0,0
337,Zamir White,LVR,23,RB,2,0,0,0,0,,0,0,0,0,0,0.0%,,0.5,1,0,0,2,2,1,0.5,0.5,2,1,0,0
338,Damien Williams,ATL,30,RB,1,1,0,0,0,,0,0,0,0,0,0.0%,,2,2,0,0,2,1,2,2,2,1,2,0,0
339,Joe Fortson,KAN,27,TE,2,0,1,0.5,0.5,1,0.5,0.5,1,0.5,0.5,50.0%,0.5,,,,0,,,,,0.5,1,0.5,1,0
340,Jakob Johnson,LVR,28,FB,2,1,0.5,0.5,0.5,1,0,0,1,0.5,0.5,100.0%,1,,,,0,,,,,0.5,1,0.5,0,0
341,Kyle Juszczyk,SFO,31,FB,2,1,1.5,0,0,,0,0,0,0,0,0.0%,0,1,0.5,0.5,0.5,1,0.5,0.5,1,1,0.5,0.5,1,0
342,Chris Myarick,NYG,27,FB,2,2,0.5,0.5,0.5,1,0.5,0.5,1,0.5,0.5,100.0%,1,,,,0,,,,,0.5,1,0.5,1,0
343,Tua Tagovailoa,MIA,24,QB,2,2,0,0,0,,0,0,0,0,0,0.0%,,1.5,0.5,0,0.5,1,0.3,0.5,1.5,1.5,0.3,0.5,0,0.5
344,Tommy Tremble,CAR,22,TE,2,0,0.5,0.5,0.5,1,0,0,1,0.5,0.5,100.0%,1,,,,0,,,,,0.5,1,0.5,0,0
