Player,Position_yah,Team_yah,Opponent_yah,expected_points,Salary_yah,ovr_ex_pas_yds,ovr_ex_pas_td,ovr_ex_rus_yds,ovr_ex_rus_td,fmb_scrim,Int_pas,games,ex_ppd,home_away
Kirk Cousins,QB,MIN,ARI,16.61793314456505,28,254.45000000000002,1.605,3.050613496932515,0.1474786324786325,0.17,0.83,6,0.5934976123058947,Home
Jimmy Garoppolo,QB,SF,LAR,13.244750650276488,23,219.95,1.25,3.102390223695112,0.1344186046511628,0.5,0.67,5.75,0.5758587239250648,Away
Russell Wilson,QB,DEN,JAX,16.270627864461545,22,239.2,1.06,16.065813528336378,0.2826744186046512,0.17,0.5,6,0.7395739938391611,Away
Davis Mills,QB,HOU,TEN,14.592360973187686,23,251.25,1.67,0.32360973187686193,0,0.67,0.83,6,0.6344504770951168,Home
Tua Tagovailoa,QB,MIA,DET,16.23501170960187,34,254.25,1.65,4.650117096018736,0,0.2,0.6,5,0.477500344400055,Away
Daniel Jones,QB,NYG,SEA,19.7571384083045,27,212.05,1.215,45.65138408304498,0.4533333333333333,0.29,0.29,7,0.7317458669742407,Away
Marcus Mariota,QB,ATL,CAR,14.709089866156786,25,199.7,1.0699999999999998,30.01089866156788,0.38166666666666665,1.14,0.57,7,0.5883635946462714,Home
Ryan Tannehill,QB,TEN,HOU,12.895715823367064,21,215,0.915,6.074158233670653,0.19805,0.33,0.5,6,0.6140817058746221,Away
Justin Fields,QB,CHI,DAL,11.283493370165743,20,167.39999999999998,0.7849999999999999,43.25193370165746,0.18705,1.57,0.86,7,0.5641746685082871,Away
Cooper Rush,QB,DAL,CHI,9.03750369761709,20,175.15,0.77,1.115036976170912,0,0.33,0.5,5.75,0.45187518488085454,Home
Baker Mayfield,QB,CAR,ATL,14.545579669055106,20,249.5,1.33,7.929480901077375,0.2754385964912281,1.2,0.8,5,0.7272789834527553,Away
Andy Dalton,QB,NO,LV,16.930338028169015,26,249.6,1.96,6.06338028169014,0,0.25,1,4,0.6511668472372698,Home
Joe Flacco,QB,NYJ,NE,12.934837606837608,20,254.45,1.5499999999999998,2.1683760683760687,0,1.33,1,3,0.6467418803418804,Home
Jameis Winston,QB,NO,LV,14.765683098591554,29,274.35,1.75,4.616830985915493,0,1,1.67,3,0.5091614861583295,Home
Mac Jones,QB,NE,NYJ,12.298842084297585,23,204.60000000000002,0.82,14.220513866231649,0.23546511627906974,0.25,1.5,4,0.5347322645346776,Away
Mitch Trubisky,QB,PIT,PHI,12.392884138674331,20,173.7,0.885,6.522525597269624,0.2754385964912281,0,0.4,4.75,0.6196442069337166,Away
Bailey Zappe,QB,NE,NYJ,12.124,20,202.35000000000002,1.1949999999999998,0,0,0,0.75,3.5,0.6062000000000001,Away
Kenny Pickett,QB,PIT,PHI,14.558176216992997,20,190.4,0.835,17.205972696245734,0.6885964912280702,0.25,1.75,3.75,0.7279088108496499,Away
Zach Wilson,QB,NYJ,NE,12.717792784734645,21,190.95,0.84,11.383974358974358,0.18023255813953487,0,0.5,4,0.6056091802254593,Home
Teddy Bridgewater,QB,MIA,DET,12.108909836065575,23,189.9,1.125,7.629098360655738,0,0,0.75,3.25,0.5264743406985033,Away
Dak Prescott,QB,DAL,CHI,9.549270336894,30,175.4,0.605,6.132703368940016,0,0,0.5,2,0.31830901122980004,Home
P J Walker,QB,CAR,ATL,13.172,20,202.8,1.2650000000000001,0,0,0,0,2.75,0.6586000000000001,Away
Skylar Thompson,QB,MIA,DET,9.689922716627635,20,188.4,0.75,6.539227166276347,0,0.5,0.5,1.75,0.48449613583138174,Away
Brett Rypien,QB,DEN,JAX,9.745702010968921,20,231.55,0.645,9.037020109689214,0,1,1,1,0.4872851005484461,Away
Taylor Heinicke,QB,WAS,IND,13.539712121212121,22,195.65,1.5699999999999998,4.337121212121213,0,0,1,1,0.6154414600550964,Away
Trey Lance,QB,SF,LAR,9.5050231980116,20,147.1,0.5,31.210231980115992,0,0.5,0.5,2,0.47525115990058,Away
Jordan Love,QB,GB,BUF,6.496,20,120.9,0.415,0,0,0,0,1.5,0.32480000000000003,Away
Brock Purdy,QB,SF,LAR,6.104,20,115.1,0.5,0,0,0,0.5,1.5,0.3052,Away
Brian Hoyer,QB,NE,NYJ,7.208,20,123.2,0.57,0,0,0,0,1,0.3604,Away
Trace McSorley,QB,ARI,MIN,9.602887612797375,20,142,0.5,19.22887612797375,0,0,0,0.75,0.48014438063986875,Away
Tyrod Taylor,QB,NYG,SEA,8.142982698961937,20,130.2,0.785,27.949826989619375,0,1,1,0.75,0.40714913494809685,Away
Case Keenum,QB,BUF,GB,5.178,20,86.45,0.43,0,0,0,0,1.5,0.2589,Home
Malik Willis,QB,TEN,HOU,6.670071757129715,21,125.1,0.415,10.060717571297147,0,0.5,0,1.5,0.3176224646252245,Away
C J Beathard,QB,JAX,DEN,4.322,20,86.55,0.215,0,0,0,0,0,0.21610000000000001,Home
Tyler Huntley,QB,BAL,TB,7.14,20,97,0.815,0,0,0,0,0,0.357,Away
Blaine Gabbert,QB,TB,BAL,8.336,20,133.4,0.75,0,0,0,0,0,0.4168,Home
Kyle Trask,QB,TB,BAL,8.336,20,133.4,0.75,0,0,0,0,0,0.4168,Home
Sam Darnold,QB,CAR,ATL,9.852,20,153.3,0.93,0,0,0,0,0,0.49260000000000004,Away
Matt Corral,QB,CAR,ATL,9.852,20,153.3,0.93,0,0,0,0,0,0.49260000000000004,Away
Desmond Ridder,QB,ATL,CAR,6.9,20,115.5,0.57,0,0,0,0,0,0.34500000000000003,Home
Trevor Siemian,QB,CHI,DAL,5.422,20,92.55,0.43,0,0,0,0,0,0.2711,Away
Will Grier,QB,DAL,CHI,5.026,20,90.15,0.355,0,0,0,0,0,0.25129999999999997,Home
Nate Sudfeld,QB,DET,MIA,8.242,20,127.55,0.785,0,0,0,0,0,0.4121,Home
Colt McCoy,QB,ARI,MIN,7.44,20,136,0.5,0,0,0,0,0,0.372,Away
Nick Mullens,QB,MIN,ARI,8.592,20,129.3,0.855,0,0,0,0,0,0.42960000000000004,Home
Jarrett Stidham,QB,LV,NO,7.2059999999999995,20,108.65,0.715,0,0,0,0,0,0.36029999999999995,Away
Mike White,QB,NYJ,NE,7.032,20,104.3,0.715,0,0,0,0,0,0.3516,Home
Mason Rudolph,QB,PIT,PHI,6.1,20,94,0.585,0,0,0,0,0,0.305,Away
Gardner Minshew II,QB,PHI,PIT,9.228,20,137.7,0.93,0,0,0,0,0,0.4614,Home
Ian Book,QB,PHI,PIT,9.228,20,137.7,0.93,0,0,0,0,0,0.4614,Home
Kyle Allen,QB,HOU,TEN,9.89,20,138.75,1.085,0,0,0,0,0,0.49450000000000005,Home
Sam Howell,QB,WAS,IND,6.086,20,95.15,0.57,0,0,0,0,0,0.3043,Away
Nick Foles,QB,IND,WAS,8.352,20,108.8,1,0,0,0,0,0,0.4176,Home
Sam Ehlinger,QB,IND,WAS,8.352,20,108.8,1,0,0,0,0,0,0.4176,Home
John Wolford,QB,LAR,SF,6.078,20,101.95,0.5,0,0,0,0,0,0.3039,Home
Bryce Perkins,QB,LAR,SF,6.078,20,101.95,0.5,0,0,0,0,0,0.3039,Home
Drew Lock,QB,SEA,NYG,6.22,20,105.5,0.5,0,0,0,0,0,0.311,Home
Brandon Allen,QB,CIN,CLE,6.4879999999999995,20,105.2,0.57,0,0,0,0,0,0.32439999999999997,Away
Joshua Dobbs,QB,CLE,CIN,5.762,20,101.05,0.43,0,0,0,0,0,0.28809999999999997,Home
Kellen Mond,QB,CLE,CIN,5.762,20,101.05,0.43,0,0,0,0,0,0.28809999999999997,Home
