Player,Position_yah,Team_yah,Opponent_yah,expected_points,Salary_yah,ovr_ex_rec,ovr_ex_rec_yds,ovr_ex_rec_td,ovr_ex_rus_yds,ovr_ex_rus_td,fmb_scrim,games,ex_ppd,home_away
AJ Dillon,RB,GB,BUF,6.701860611175151,15,1.7866804979253113,10.98788974243109,0,36.35312783318223,0.17906976744186048,0,5.75,0.44679070741167676,Away
Michael Carter,RB,NYJ,NE,7.998303477191219,15,2.7143518518518515,21.3225595516114,0,35.344529914529915,0.20906976744186045,0.14,6.5,0.5332202318127479,Home
Cordarrelle Patterson,RB,ATL,CAR,13.09856731762348,22,1.3931297709923665,8.8295978905735,0,75.24856596558317,0.6656976744186047,0,3.75,0.59538942352834,Home
Kareem Hunt,RB,CLE,CIN,7.9379014684666185,15,2.0632057416267946,12.044309701492537,0.14,32.47481662591687,0.2690643274853801,0,5.25,0.5291934312311078,Home
Melvin Gordon III,RB,DEN,JAX,6.32134184269741,16,1.9994999999999998,17.111090826106796,0,33.537385740402186,0.23279069767441862,0.57,6,0.3950838651685881,Away
Tyler Allgeier,RB,ATL,CAR,5.866273931081897,14,0.459732824427481,5.259917600527357,0,42.05066921606118,0.15089147286821708,0,5.25,0.4190195665058498,Home
D Andre Swift,RB,DET,MIA,14.37356562751885,27,2.8022972972972973,25.988416833667333,0.30655737704918035,65.79615648593,0.3257692307692308,0,3,0.5323542825006982,Home
James Conner,RB,ARI,MIN,8.463433227354685,22,2.647368421052631,22.959737912336195,0,38.4577522559475,0.233,0.2,5,0.38470151033430383,Away
Damien Harris,RB,NE,NYJ,8.23995270161609,18,1.568877551020408,5.2178408051235134,0,41.08148450244698,0.4709302325581395,0,5.75,0.4577751500897828,Away
Kenyan Drake,RB,BAL,TB,6.705547565111422,12,1.2680270270270269,4.832492260061919,0.1586968085106383,37.60990338164251,0.14585227272727275,0,5.25,0.5587956304259518,Away
Darrell Henderson Jr,RB,LAR,SF,7.866109526947941,13,2.077873134328358,11.853238612620142,0,34.59078014184397,0.36379518072289163,0,5.5,0.6050853482267647,Home
J D McKissic,RB,WAS,IND,5.076110017025458,12,3.173482905982906,21.1233257918552,0,13.770359848484848,0,0,5.25,0.42300916808545486,Away
Mark Ingram II,RB,NO,LV,3.954081839799681,11,1.4921739130434784,6.368532969176746,0,24.25352112676056,0.12096491228070178,0.29,5.75,0.3594619854363346,Home
Chase Edmonds,RB,MIA,DET,8.887311524204708,14,1.3811111111111112,12.914293323863635,0.13140350877192986,21.942740046838406,0.6537719298245614,0,5.75,0.6348079660146221,Away
Justice Hill,RB,BAL,TB,3.0215113314957174,12,0.7261351351351353,3.171635706914344,0,26.81280193236715,0,0.17,4.5,0.25179261095797645,Away
Samaje Perine,RB,CIN,CLE,4.2567116412629336,13,1.6704119850187267,14.127215644061717,0.10728971962616823,13.650457665903888,0,0,5.25,0.32743935702022564,Away
D Onta Foreman,RB,CAR,ATL,2.9278369239741426,19,0.39124260355029583,5.416965232763701,0,21.90519098922625,0,0,5.25,0.1540966802091654,Away
Nyheim Hines,RB,IND,WAS,4.004673427712254,13,3.169655172413793,24.313699155794318,0,3.2847592592592596,0,0.17,5.5,0.3080518021317119,Home
Caleb Huntley,RB,ATL,CAR,4.1458810974254074,14,0,0,0,30.807648183556402,0.17751937984496124,0,3.75,0.2961343641018148,Home
Brian Robinson Jr,RB,WAS,IND,9.28860086098542,18,0.6198931623931624,4.02925113122172,0,56.05729166666667,0.495,0,2.75,0.5160333811658567,Away
Dontrell Hilliard,RB,TEN,HOU,8.634572019777819,14,2.79,32.91625377643504,0.5489999999999999,6.539466421343146,0,0,4,0.6167551442698442,Away
Alexander Mattison,RB,MIN,ARI,5.278337413145673,13,1.3091372549019609,10.001657024793388,0.1819,16.473312883435582,0.1474786324786325,0,4.5,0.40602595485735943,Home
Latavius Murray,RB,DEN,JAX,12.49368998355539,15,1.42975,1.742409858512095,0,49.20155393053017,1.1140697674418605,0,2.25,0.8329126655703594,Away
Mike Boone,RB,DEN,JAX,2.545828474597343,12,0.9244999999999999,9.087658603377454,0,11.748126142595977,0,0,5.25,0.21215237288311192,Away
Gus Edwards,RB,BAL,TB,11.041145147123409,19,0,0,0,58.934178743961354,0.8579545454545454,0,1.75,0.5811129024801794,Away
Chuba Hubbard,RB,CAR,ATL,2.7649759257918713,16,0.5801183431952662,2.203273423688863,0,13.77747306562194,0.19280701754385968,0.14,5.5,0.17281099536199196,Away
Travis Homer,RB,SEA,NYG,2.2860777082727664,11,1.2123008849557522,10.637228862328463,0,6.162043795620438,0,0,2.25,0.20782524620661513,Home
Ty Johnson,RB,NYJ,NE,0.32539906768677196,11,0.27523148148148147,1.411632414759458,0,0.4662008547008547,0,0,5.25,0.029581733426070178,Home
Damien Williams,RB,ATL,CAR,0.17705544933078396,13,0,0,0,1.7705544933078394,0,0,1,0.013619649948521844,Home
Kyren Williams,RB,LAR,SF,0,12,0,0,0,0,0,0,0,0,Home
