player,Position_yah,Opponent_yah,expected_points,Salary_yah,ex_ppd
K J Osborn,WR,DET,7.011270558951409,11,0.6373882326319463
Chase Claypool,WR,CLE,7.414506757099516,14,0.5296076255071083
Hayden Hurst,TE,NYJ,4.83410754893179,12,0.40284229574431585
Jakobi Meyers,WR,BAL,10.715643942606231,15,0.7143762628404154
A J Green,WR,LAR,6.90852385044815,11,0.6280476227680136
Allen Lazard,WR,TB,7.370095000907504,16,0.460630937556719
Logan Thomas,TE,PHI,7.967796902273964,15,0.5311864601515975
Russell Gage,WR,GB,7.235133119207052,13,0.5565487014774655
Elijah Moore,WR,CIN,10.023246894674747,13,0.7710189918980574
Courtland Sutton,WR,SF,7.967868221866773,19,0.4193614853614091
Robert Woods,WR,LV,10.058211096033212,15,0.6705474064022141
Robert Tonyan,TE,TB,4.8311627564856545,13,0.37162790434505033
Will Dissly,TE,ATL,4.760209854507176,13,0.3661699888082443
Mecole Hardman,WR,IND,6.685963199165973,12,0.5571635999304977
Jarvis Landry,WR,CAR,8.002707616666495,12,0.6668923013888746
O J Howard,TE,CHI,3.9445409248028067,11,0.3585946295275279
Corey Davis,WR,CIN,10.85098234554339,14,0.7750701675388135
Nelson Agholor,WR,BAL,9.921793334294769,12,0.8268161111912308
DeAndre Carter,WR,JAX,5.304179892079252,15,0.35361199280528344
Marquez Valdes Scantling,WR,IND,5.967090286486073,12,0.4972575238738394
Zay Jones,WR,LAC,6.088744903679,11,0.5535222639708182
Rashod Bateman,WR,NE,8.994414186759004,19,0.473390220355737
Michael Gallup,WR,NYG,5.341412950450451,14,0.38152949646074646
Rondale Moore,WR,LAR,4.178902406733053,15,0.27859349378220355
Devin Duvernay,WR,NE,5.559412875308743,15,0.3706275250205829
Julio Jones,WR,GB,6.226746231757116,15,0.4151164154504744
Jerry Jeudy,WR,SF,7.780900149043804,17,0.45770000876728256
Sammy Watkins,WR,TB,5.281546837389469,12,0.4401289031157891
Sterling Shepard,WR,DAL,10.064274895181,13,0.774174991937
Ashton Dulin,WR,KC,4.62877739511495,11,0.42079794501045
Isaiah McKenzie,WR,MIA,3.538504178584477,14,0.25275029847031977
Breshad Perriman,WR,GB,5.507431543196123,13,0.4236485802458556
Curtis Samuel,WR,PHI,3.681686424462461,18,0.20453813469235896
Drake London,WR,SEA,4.765157190869626,17,0.2803033641688015
Noah Brown,WR,NYG,4.855077543424318,11,0.44137068576584704
Garrett Wilson,WR,CIN,3.950556930693069,15,0.2633704620462046
Robbie Anderson,WR,NO,3.2654017857142854,13,0.2511847527472527
Michael Thomas,WR,CAR,4.542290723981901,23,0.19749090104269132
Chris Olave,WR,CAR,1.773450226244344,15,0.11823001508295626
Greg Dortch,WR,LAR,3.732594654788419,14,0.26661390391345846
Treylon Burks,WR,LV,2.6210432724530834,12,0.21842027270442363
Taysom Hill,TE,CAR,0.09393099547511312,16,0.00587068721719457
Jahan Dotson,WR,PHI,3.647605299954617,17,0.21456501764438923
JuJu Smith Schuster,WR,IND,1.2255588737201366,16,0.07659742960750854
Kyle Philips,WR,LV,1.4463381786193028,12,0.12052818155160856
Jody Fortson,TE,IND,0,14,0
DJ Moore,WR,NO,0,20,0
Gabe Davis,WR,MIA,0,20,0
Marvin Jones Jr,WR,LAC,0,11,0
Joshua Palmer,WR,JAX,0,17,0
Allen Robinson II,WR,ARI,0,17,0
DK Metcalf,WR,ATL,0,19,0
