,,,,,Games,,Receiving,,,,,,,,,,,Rushing,,,,,,,,Total Yds,,,,
65,Melvin Gordon,DEN,29,RB,10,6,3.2,2.5,22.3,8.9,0,1.1,24,2.5,22.3,78.1%,7,9,31.8,0.2,1.5,17,3.5,31.8,9,11.5,4.7,54.1,2,0.5
66,D.J. Moore,CAR,25,WR,11,11,7.45,3.82,45.6,12,0.27,2.27,62,3.8,45.6,51.2%,6.1,0.64,3.55,0,0.09,11,5.6,3.5,0.6,4.45,11,49.2,3,0
67,Garrett Wilson,NYJ,22,WR,10,6,7.1,4.4,53.3,12.1,0.2,2.6,54,4.4,53.3,62.0%,7.5,0.3,0.5,0,0,7,1.7,0.5,0.3,4.7,11.4,53.8,2,0.1
68,Allen Lazard,GNB,27,WR,9,9,7.33,4.22,58.8,13.9,0.56,3.22,47,4.2,58.8,57.6%,8,,,,0,,,,,4.22,13.9,58.8,5,0
69,Ezekiel Elliott,DAL,27,RB,8,8,1.13,0.88,4.63,5.3,0,0.25,31,0.9,4.6,77.8%,4.1,15.5,60.6,0.75,3.88,27,3.9,60.6,15.5,16.4,4,65.3,6,0
70,Jakobi Meyers,NWE,26,WR,8,7,7.25,5.5,63.6,11.6,0.38,3.13,30,5.5,63.6,75.9%,8.8,0.25,1.13,0,0.25,7,4.5,1.1,0.3,5.75,11.3,64.8,3,0.13
71,Mike Williams,LAC,28,WR,8,8,7.5,4.75,63.8,13.4,0.38,2.75,50,4.8,63.8,63.3%,8.5,,,,0,,,,,4.75,13.4,63.8,3,0
72,James Conner,ARI,27,RB,8,8,4,3,18.9,6.3,0,0.63,21,3,18.9,75.0%,4.7,12,44.5,0.5,3.38,17,3.7,44.5,12,15,4.2,63.4,4,0.25
73,Josh Palmer,LAC,24,WR,9,8,7.56,5,55.1,11,0.33,2.78,50,5,55.1,66.2%,7.3,0.11,0.44,0,0.11,4,4,0.4,0.1,5.11,10.9,55.6,3,0
74,Cordarrelle Patterson,ATL,31,RB,7,6,1.57,1.14,6.57,5.8,0,0.29,12,1.1,6.6,72.7%,4.2,12.3,64.9,0.71,3.57,40,5.3,64.9,12.3,13.4,5.3,71.4,5,0.14
75,Kareem Hunt,CLE,27,RB,10,0,2.6,2.2,14.9,6.8,0.1,0.9,24,2.2,14.9,84.6%,5.7,8.8,34.6,0.3,2.3,24,3.9,34.6,8.8,11,4.5,49.5,4,0
76,Darnell Mooney,CHI,25,WR,11,11,5.55,3.64,44.8,12.3,0.18,1.82,56,3.6,44.8,65.6%,8.1,0.09,0.18,0,0,2,2,0.2,0.1,3.73,12.1,45,2,0
77,Adam Thielen,MIN,32,WR,10,10,6.7,4.5,49.2,10.9,0.2,3.1,36,4.5,49.2,67.2%,7.3,,,,0,,,,,4.5,10.9,49.2,2,0
78,DeAndre Hopkins,ARI,30,WR,5,5,11.6,9,97.4,10.8,0.4,4.8,33,9,97.4,77.6%,8.4,,,,0,,,,,9,10.8,97.4,2,0.2
79,Marquise Brown,ARI,25,WR,6,6,10.7,7.17,80.8,11.3,0.5,4,26,7.2,80.8,67.2%,7.6,,,,0,,,,,7.17,11.3,80.8,3,0.17
80,Josh Allen,BUF,26,QB,10,10,0,0,0,,0,0,0,0,0,0.0%,,7.1,48.3,0.4,3.6,36,6.8,48.3,7.1,7.1,6.8,48.3,4,0.8
81,Eno Benjamin,ARI,23,RB,10,3,3.3,2.4,18.4,7.7,0,1,22,2.4,18.4,72.7%,5.6,7,29.9,0.2,1.4,45,4.3,29.9,7,9.4,5.1,48.3,2,0
82,Pat Freiermuth,PIT,24,TE,9,5,7.44,4.89,53.6,11,0.11,2.67,31,4.9,53.6,65.7%,7.2,,,,0,,,,,4.89,11,53.6,1,0
83,Chris Godwin,TAM,26,WR,8,7,9.13,6,59.4,9.9,0.13,2.88,44,6,59.4,65.8%,6.5,0.38,0.63,0,0,2,1.7,0.6,0.4,6.38,9.4,60,1,0
84,Diontae Johnson,PIT,26,WR,10,10,8.6,5.1,45.6,8.9,0,2.2,36,5.1,45.6,59.3%,5.3,0.6,2.3,0,0.1,8,3.8,2.3,0.6,5.7,8.4,47.9,0,0.1
85,George Pickens,PIT,21,WR,10,6,5.3,3.3,45.3,13.7,0.2,2.2,36,3.3,45.3,62.3%,8.5,0.3,2.4,0.1,0.2,22,8,2.4,0.3,3.6,13.3,47.7,3,0
86,D'Onta Foreman,CAR,26,RB,11,4,0.73,0.36,2.27,6.3,0,0.09,23,0.4,2.3,50.0%,3.1,9.27,40.9,0.36,2,60,4.4,40.9,9.3,9.64,4.5,43.2,4,0
87,Parris Campbell,IND,25,WR,11,10,5.45,4,40,10,0.27,2.09,38,4,40,73.3%,7.3,0.18,2.64,0,0.09,28,14.5,2.6,0.2,4.18,10.2,42.6,3,0
88,Mack Hollins,LVR,29,WR,10,9,5.9,3.6,46.8,13,0.2,2.1,60,3.6,46.8,61.0%,7.9,0.1,0,0,0,0,0,0,0.1,3.7,12.6,46.8,2,0
89,Brandin Cooks,HOU,29,WR,9,9,7.33,4.33,51.2,11.8,0.11,2.11,44,4.3,51.2,59.1%,7,0.11,0.56,0,0,5,5,0.6,0.1,4.44,11.7,51.8,1,0
90,James Robinson,2TM,24,RB,10,5,1.4,1.1,5.1,4.6,0.2,0.5,10,1.1,5.1,78.6%,3.6,10.6,41.5,0.3,2.1,50,3.9,41.5,10.6,11.7,4,46.6,5,0.1
91,Marquez Valdes-Scantling,KAN,28,WR,10,6,4.7,2.7,45.9,17,0.1,2,57,2.7,45.9,57.4%,9.8,0.1,-0.3,0,0,-3,-3,-0.3,0.1,2.8,16.3,45.6,1,0
92,Clyde Edwards-Helaire,KAN,23,RB,10,6,2.3,1.7,15.1,8.9,0.3,1.1,25,1.7,15.1,73.9%,6.6,7.1,30.2,0.3,1.5,52,4.3,30.2,7.1,8.8,5.1,45.3,6,0
93,Jerry Jeudy,DEN,23,WR,9,9,6.11,3.33,49.9,15,0.33,2.33,67,3.3,49.9,54.5%,8.2,0.11,0.11,0,0.11,1,1,0.1,0.1,3.44,14.5,50,3,0
94,Kenyan Drake,BAL,28,RB,8,5,1.88,1.38,6.5,4.7,0.13,0.63,15,1.4,6.5,73.3%,3.5,10.4,48.8,0.38,2.13,40,4.7,48.8,10.4,11.8,4.7,55.3,4,0
95,Damien Harris,NWE,25,RB,8,7,2,1.63,9.38,5.8,0,0.5,15,1.6,9.4,81.3%,4.7,9.88,45.9,0.38,2.25,30,4.6,45.9,9.9,11.5,4.8,55.3,3,0
96,Jalen Hurts,PHI,24,QB,10,10,0,0,0,,0,0,0,0,0,0.0%,,11,44,0.8,4,26,4,44,11,11,4,44,8,0.7
97,Zay Jones,JAX,27,WR,9,8,7.22,5.22,46.3,8.9,0.11,2.78,22,5.2,46.3,72.3%,6.4,0.33,2.33,0,0.11,14,7,2.3,0.3,5.56,8.8,48.7,1,0
98,Daniel Jones,NYG,25,QB,10,10,0,0,0,,0,0,0,0,0,0.0%,,7.6,43.7,0.4,3.6,24,5.8,43.7,7.6,7.6,5.8,43.7,4,0.3
99,D'Andre Swift,DET,23,RB,7,4,3.86,2.86,23.1,8.1,0.29,1,25,2.9,23.1,74.1%,6,6.43,39,0.43,1.43,50,6.1,39,6.4,9.29,6.7,62.1,5,0.14
100,Tyler Higbee,LAR,29,TE,10,10,7.3,4.8,43,9,0,2.1,26,4.8,43,65.8%,5.9,,,,0,,,,,4.8,9,43,0,0
101,David Njoku,CLE,26,TE,8,8,5.63,4.5,54.4,12.1,0.13,2.88,38,4.5,54.4,80.0%,9.7,0.13,-0.75,0,0,-6,-6,-0.8,0.1,4.63,11.6,53.6,1,0.13
102,George Kittle,SFO,29,TE,8,8,5.88,4.13,53,12.8,0.5,2.25,39,4.1,53,70.2%,9,,,,0,,,,,4.13,12.8,53,4,0.13
103,Alec Pierce,IND,22,WR,10,7,5,2.8,42.4,15.1,0.1,1.9,47,2.8,42.4,56.0%,8.5,,,,0,,,,,2.8,15.1,42.4,1,0.1
104,Taysom Hill,NOR,32,TE,10,5,0.6,0.4,2.4,6,0.1,0.3,11,0.4,2.4,66.7%,4,5.2,39.6,0.5,2.3,60,7.6,39.6,5.2,5.6,7.5,42,6,0.1
105,Darius Slayton,NYG,25,WR,9,5,4.22,2.67,45.9,17.2,0.22,2.22,54,2.7,45.9,63.2%,10.9,,,,0,,,,,2.67,17.2,45.9,2,0
106,Drake London,ATL,21,WR,11,9,5.91,3.55,37.2,10.5,0.36,2.27,31,3.5,37.2,60.0%,6.3,,,,0,,,,,3.55,10.5,37.2,4,0.09
107,Rondale Moore,ARI,22,WR,8,8,7,5.13,51.8,10.1,0.13,2,38,5.1,51.8,73.2%,7.4,0.75,-0.63,0,0.13,9,-0.8,-0.6,0.8,5.88,8.7,51.1,1,0
108,Zach Ertz,ARI,32,TE,10,10,6.9,4.7,40.6,8.6,0.4,2.4,32,4.7,40.6,68.1%,5.9,,,,0,,,,,4.7,8.6,40.6,4,0
109,Chase Claypool,2TM,24,WR,11,9,5.55,3.36,31.2,9.3,0.09,1.73,26,3.4,31.2,60.7%,5.6,0.82,5.36,0,0.27,15,6.6,5.4,0.8,4.18,8.7,36.5,1,0
110,Nico Collins,HOU,23,WR,8,6,5.88,3.5,50.3,14.4,0.13,2,58,3.5,50.3,59.6%,8.6,,,,0,,,,,3.5,14.4,50.3,1,0
111,Isiah Pacheco,KAN,22,RB,10,4,0.3,0.3,1.3,4.3,0,0.1,12,0.3,1.3,100.0%,4.3,7.5,38.6,0.1,1.4,28,5.1,38.6,7.5,7.8,5.1,39.9,1,0.3
112,Darrell Henderson,LAR,25,RB,10,7,2.2,1.7,10.2,6,0,0.5,15,1.7,10.2,77.3%,4.6,7,28.3,0.3,1.4,23,4,28.3,7,8.7,4.4,38.5,3,0
113,Noah Brown,DAL,26,WR,9,9,5,3.11,42.7,13.7,0.11,1.89,45,3.1,42.7,62.2%,8.5,,,,0,,,,,3.11,13.7,42.7,1,0.11
114,Olamide Zaccheaus,ATL,25,WR,11,8,2.82,2.27,34,15,0.18,1.73,42,2.3,34,80.6%,12.1,0.18,0.64,0,0.09,13,3.5,0.6,0.2,2.45,14.1,34.6,2,0.09
115,Devin Duvernay,BAL,25,WR,10,10,3.4,2.6,32.1,12.3,0.3,1.6,31,2.6,32.1,76.5%,9.4,0.8,5.9,0.1,0.5,18,7.4,5.9,0.8,3.4,11.2,38,4,0
116,DeAndre Carter,LAC,29,WR,10,6,4.1,3.1,37.9,12.2,0.2,2.1,35,3.1,37.9,75.6%,9.2,0.1,-0.5,0,0,-5,-5,-0.5,0.1,3.2,11.7,37.4,2,0.1
117,Marcus Mariota,ATL,29,QB,11,11,0,0,0,,0,0,0,0,0,0.0%,,6.91,33.8,0.36,2.36,30,4.9,33.8,6.9,6.91,4.9,33.8,4,0.73
118,Brian Robinson Jr.,WAS,23,RB,7,5,0.57,0.57,1,1.8,0,0,7,0.6,1,100.0%,1.8,15.4,51.7,0.29,3.29,24,3.4,51.7,15.4,16,3.3,52.7,2,0
119,Kalif Raymond,DET,28,WR,10,4,3.8,2.6,33.5,12.9,0,1.4,43,2.6,33.5,68.4%,8.8,0.4,3,0,0.2,12,7.5,3,0.4,3,12.2,36.5,0,0.1
120,Gerald Everett,LAC,28,TE,9,6,6.11,3.78,40.4,10.7,0.22,1.78,26,3.8,40.4,61.8%,6.6,0.11,0,0,0,0,0,0,0.1,3.89,10.4,40.4,2,0
121,Rashaad Penny,SEA,26,RB,5,5,1,0.8,3.2,4,0,0.4,6,0.8,3.2,80.0%,3.2,11.4,69.2,0.4,3,41,6.1,69.2,11.4,12.2,5.9,72.4,2,0.2
122,Jerick McKinnon,KAN,30,RB,10,0,3.4,2.6,21.2,8.2,0.1,1,34,2.6,21.2,76.5%,6.2,3.9,14.9,0,0.5,30,3.8,14.9,3.9,6.5,5.6,36.1,1,0.1
123,Kyler Murray,ARI,25,QB,9,9,0,0,0,,0,0,0,0,0,0.0%,,6.56,39.9,0.22,2.11,42,6.1,39.9,6.6,6.56,6.1,39.9,2,0.89
124,Josh Reynolds,DET,27,WR,7,7,6,3.71,51,13.7,0.29,2.43,31,3.7,51,61.9%,8.5,,,,0,,,,,3.71,13.7,51,2,0
125,Rachaad White,TAM,23,RB,10,1,2.5,2,13.5,6.8,0,0.9,20,2,13.5,80.0%,5.4,6,22.2,0.1,1.6,29,3.7,22.2,6,8,4.5,35.7,1,0.1
126,Kyle Pitts,ATL,22,TE,10,10,5.9,2.8,35.6,12.7,0.2,2,33,2.8,35.6,47.5%,6,,,,0,,,,,2.8,12.7,35.6,2,0
127,Evan Engram,JAX,28,TE,10,7,5.1,3.6,35.2,9.8,0.1,1.5,28,3.6,35.2,70.6%,6.9,0.1,0,0,0,0,0,0,0.1,3.7,9.5,35.2,1,0
128,James Cook,BUF,23,RB,10,0,1.4,0.7,9.6,13.7,0,0.2,41,0.7,9.6,50.0%,6.9,4.4,25.5,0.1,1.2,33,5.8,25.5,4.4,5.1,6.9,35.1,1,0.1
129,Corey Davis,NYJ,27,WR,7,5,4.86,2.71,50.1,18.5,0.29,2.43,66,2.7,50.1,55.9%,10.3,,,,0,,,,,2.71,18.5,50.1,2,0
130,Juwan Johnson,NOR,26,TE,11,7,4.27,2.82,31.7,11.3,0.45,1.36,41,2.8,31.7,66.0%,7.4,,,,0,,,,,2.82,11.3,31.7,5,0
131,Marvin Jones,JAX,32,WR,9,7,5.56,3.11,38.4,12.4,0.11,2,37,3.1,38.4,56.0%,6.9,,,,0,,,,,3.11,12.4,38.4,1,0
132,Robert Tonyan,GNB,28,TE,11,3,4.64,3.73,31.1,8.3,0.09,1.27,23,3.7,31.1,80.4%,6.7,,,,0,,,,,3.73,8.3,31.1,1,0
133,Samaje Perine,CIN,27,RB,10,0,2.6,2.2,17.8,8.1,0.4,0.7,29,2.2,17.8,84.6%,6.8,3.6,16.3,0,0.9,29,4.5,16.3,3.6,5.8,5.9,34.1,4,0
134,DeVante Parker,NWE,29,WR,9,7,3.33,1.89,37.8,20,0.11,1.44,43,1.9,37.8,56.7%,11.3,,,,0,,,,,1.89,20,37.8,1,0
