Rk,Player,Tm,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds,Sk%,NY/A,ANY/A,4QC,GWD
22,Daniel Jones,NYG,25,QB,10,10,7-3-0,18.3,28.1,65.1,193.7,0.9,3.2,0.4,1.4,9.5,65,6.9,6.9,10.6,193.7,89.8,58.2,3,17.5,9.6,5.67,5.67,0.4,0.5
23,Marcus Mariota,ATL,29,QB,11,11,5-6-0,14.2,22.8,62.2,170.7,1.18,5.2,0.64,2.8,8.73,75,7.5,7.3,12,170.7,90.7,57.1,2.36,16.3,9.4,6.13,5.94,0.18,0.27
24,Andy Dalton,NOR,35,QB,8,8,3-5-0,20.3,30.3,66.9,227.4,1.75,5.8,0.88,2.9,10.8,64,7.5,7.4,11.2,227.4,96.4,50.8,1.63,12.4,5.1,6.75,6.61,0.13,0.13
25,Ryan Tannehill,TEN,34,QB,8,8,6-2-0,17,26.1,65.1,210.6,1.25,4.8,0.5,1.9,9.75,63,8.1,8.2,12.4,210.6,97.9,53.1,2.25,17.3,7.9,6.81,6.9,,
26,Justin Fields,CHI,23,QB,11,11,3-8-0,12.4,20.7,59.6,149.3,1.18,5.7,0.73,3.5,6.27,56,7.2,6.8,12.1,149.3,86.2,54.8,3.64,21.6,14.9,5.24,4.87,0.09,0.18
27,Carson Wentz,WAS,30,QB,6,6,2-4-0,24,38.7,62.1,248.2,1.67,4.3,1,2.6,11.3,75,6.4,6.1,10.3,248.2,84.1,33,3.83,23.3,9,5.29,5.02,0.33,0.33
28,Kenny Pickett,PIT,24,QB,7,6,2-4-0,22.1,33.9,65.4,203.7,0.43,1.3,1.14,3.4,10.1,36,6,4.8,9.2,203.7,71.8,43,2.86,18.7,7.8,5.04,3.87,0,0.14
29,Mac Jones,NWE,24,QB,7,7,4-3-0,19.1,27.9,68.7,198,0.57,2.1,1,3.6,8,44,7.1,5.9,10.3,198,80.8,30.9,3,19.1,9.7,5.8,4.71,0,0
30,Baker Mayfield,CAR,27,QB,7,6,1-5-0,17,29.4,57.8,187.6,0.86,2.9,0.86,2.9,7,75,6.4,5.6,11,187.6,74.4,17.8,2.71,18,8.4,5.28,4.61,,
31,Zach Wilson,NYJ,23,QB,7,7,5-2-0,15,27,55.6,182.7,0.57,2.1,0.71,2.6,8,79,6.8,6,12.2,182.7,72.6,45.1,2.29,17.7,7.8,5.63,4.93,0.14,0.29
32,Dak Prescott,DAL,29,QB,5,5,3-2-0,20.6,30.4,67.8,226.4,1.6,5.3,0.8,2.6,10.6,68,7.4,7.3,11,226.4,96.2,60.6,1.4,8,4.4,6.87,6.74,,
33,Cooper Rush,DAL,29,QB,7,5,4-1-0,13.4,23,58.4,150.1,0.71,3.1,0.43,1.9,7.43,46,6.5,6.3,11.2,150.1,80.5,60.8,1,7,4.2,5.96,5.76,0,0.29
34,Taylor Heinicke,WAS,29,QB,5,5,4-1-0,18,29.6,60.8,206.2,1,3.4,0.8,2.7,10.4,49,7,6.4,11.5,206.2,81.8,46.4,1.8,14.4,5.7,6.11,5.6,0.2,0.2
35,Joe Flacco,NYJ,37,QB,3,3,1-2-0,30.3,51.7,58.7,300.3,1.67,3.2,1,1.9,15.3,66,5.8,5.6,9.9,300.3,77.9,32.5,3,20,5.5,5.13,4.91,0.33,0.33
36,Jameis Winston,NOR,28,QB,3,3,1-2-0,24.3,38.3,63.5,286,1.33,3.5,1.67,4.3,11.7,51,7.5,6.2,11.8,286,79.5,33.9,3.67,24.7,8.7,6.22,5.07,0.33,0.33
37,Mitchell Trubisky,PIT,28,QB,5,4,1-3-0,15.6,25.6,60.9,159.4,0.6,2.3,0.4,1.6,8,45,6.2,6,10.2,159.4,80.1,51.7,1.8,10.6,6.6,5.43,5.21,0,0.2
38,Bailey Zappe,NWE,23,QB,4,2,2-0-0,16.3,23,70.7,195.3,1.25,5.4,0.75,3.3,9.25,53,8.5,8.1,12,195.3,100.9,33.4,1.5,10,6.1,7.56,7.2,,
39,P.J. Walker,CAR,27,QB,6,5,2-3-0,10.5,17.7,59.4,121.8,0.5,2.8,0.5,2.8,5,62,6.9,6.2,11.6,121.8,78,,1.17,7.67,6.2,6.06,5.4,,
40,Teddy Bridgewater,MIA,30,QB,4,1,0-1-0,9.25,15,61.7,130.5,0.75,5,0.75,5,5.75,64,8.7,7.5,14.1,130.5,85.6,53,1.5,8.25,9.1,7.41,6.27,,
41,Colt McCoy,ARI,36,QB,2,2,1-1-0,25,35.5,70.4,228,0.5,1.4,0.5,1.4,9.5,47,6.4,6.1,9.1,228,86.4,55.6,2.5,24,6.6,5.37,5.04,,
42,Sam Ehlinger,IND,24,QB,2,2,0-2-0,16,26,61.5,152,0,0,0.5,1.9,5.5,47,5.8,5,9.5,152,69.7,35.8,5.5,36,17.5,3.68,2.97,,
43,Skylar Thompson,MIA,25,QB,3,1,0-1-0,9,15.7,57.4,90.7,0,0,0.33,2.1,4,30,5.8,4.8,10.1,90.7,65.2,41.6,1,5.33,6,5.12,4.22,,
44,Brett Rypien,DEN,26,QB,1,1,0-1-0,24,46,52.2,225,0,0,1,2.2,10,45,4.9,3.9,9.4,225,56.9,35.1,1,6,2.1,4.66,3.7,,
45,John Wolford,LAR,27,QB,1,1,0-1-0,24,36,66.7,212,1,2.8,1,2.8,12,25,5.9,5.2,8.8,212,79.9,20.6,3,19,7.7,4.95,4.31,,
46,Trey Lance,SFO,22,QB,2,2,1-1-0,7.5,15.5,48.4,97,0,0,0.5,3.2,3,44,6.3,4.8,12.9,97,55,36.1,1,4.5,6.1,5.61,4.24,,
47,Malik Willis,TEN,23,QB,5,2,1-1-0,2.4,6,40,28.2,0,0,0.2,3.3,1.2,48,4.7,3.2,11.8,28.2,41.1,3.5,1.2,7.6,16.7,2.86,1.61,,
48,Taysom Hill,NOR,32,TE,10,5,,0.8,1.3,61.5,11.5,0.1,7.7,0,0,0.7,41,8.8,10.4,14.4,11.5,115.9,90.3,0.1,0.7,7.1,7.71,9.14,,
49,Jordan Love,GNB,24,QB,2,0,,3,4.5,66.7,36.5,0,0,0,0,2,25,8.1,8.1,12.2,36.5,91.4,29.7,0,0,0,8.11,8.11,,
50,Jarrett Stidham,LVR,26,QB,2,0,,4,6.5,61.5,36,0,0,0,0,2,18,5.5,5.5,9,36,76.4,37.4,0.5,4,7.1,4.57,4.57,,
51,Trace McSorley,ARI,27,QB,3,0,,2.67,4.67,57.1,23.7,0,0,0.33,7.1,1.67,18,5.1,1.9,8.9,23.7,41.1,36.7,0.33,2.67,6.7,4.2,1.2,,
52,Brock Purdy,SFO,23,QB,3,0,,1.33,3,44.4,22,0,0,0.33,11.1,1.33,22,7.3,2.3,16.5,22,30.1,27.5,0,0,0,7.33,2.33,,
53,Bryce Perkins,LAR,26,QB,2,0,,3,5.5,54.5,30.5,0,0,0,0,1.5,20,5.5,5.5,10.2,30.5,70.6,19.3,1.5,13,21.4,2.5,2.5,,
54,Jacob Eason,CAR,25,QB,1,0,,3,5,60,59,0,0,1,20,2,49,11.8,2.8,19.7,59,61.7,0.9,0,0,0,11.8,2.8,,
55,Nick Mullens,MIN,27,QB,2,0,,3,4,75,25.5,0,0,0,0,1.5,15,6.4,6.4,8.5,25.5,91.1,29.7,0,0,0,6.38,6.38,,
56,Brian Hoyer,NWE,37,QB,1,1,0-1-0,5,6,83.3,37,0,0,0,0,2,27,6.2,6.2,7.4,37,92.4,27.8,1,8,14.3,4.14,4.14,,
57,Christian McCaffrey,2TM,26,RB,10,9,,0.1,0.1,100,3.4,0.1,100,0,0,0.1,34,34,54,34,3.4,158.3,100,0,0,0,34,54,0,0
58,Tyler Boyd,CIN,28,WR,10,8,,0.1,0.1,100,2.3,0,0,0,0,0.1,23,23,23,23,2.3,118.7,13.2,0.1,1.2,50,5.5,5.5,,
59,Justin Jefferson,MIN,23,WR,10,10,,0.1,0.1,100,2.3,0,0,0,0,0.1,23,23,23,23,2.3,118.7,96.9,0,0,0,23,23,,
60,Gardner Minshew II,PHI,26,QB,1,0,,1,2,50,23,0,0,0,0,1,23,11.5,11.5,23,23,91.7,60.4,0,0,0,11.5,11.5,,
61,Brandon Allen,CIN,30,QB,1,0,,3,3,100,22,0,0,0,0,1,13,7.3,7.3,7.3,22,97.2,48,1,0,25,5.5,5.5,,
62,Braden Mann,NYJ,25,P,10,0,,0.1,0.1,100,1.7,0,0,0,0,0.1,17,17,17,17,1.7,118.7,18.1,0,0,0,17,17,,
63,Ryan Wright,MIN,22,P,10,0,,0.1,0.1,100,1.3,0,0,0,0,0.1,13,13,13,13,1.3,118.7,,0,0,0,13,13,,
64,Riley Dixon,LAR,29,P,10,0,,0.1,0.1,100,1.2,0,0,0,0,0.1,12,12,12,12,1.2,116.7,,0,0,0,12,12,,
65,Tyrod Taylor,NYG,33,QB,1,0,,1,3,33.3,11,0,0,1,33.3,1,11,3.7,-11.3,11,11,5.6,1.4,0,0,0,3.67,-11.33,,
66,Case Keenum,BUF,34,QB,2,0,,1,3.5,28.6,4,0,0,0,0,0,5,1.1,1.1,4,4,39.6,4.3,0,0,0,1.14,1.14,,
67,Jack Fox,DET,26,P,10,0,,0.1,0.1,100,0.6,0,0,0,0,0.1,6,6,6,6,0.6,91.7,,0,0,0,6,6,,
68,Trevor Siemian,CHI,31,QB,1,0,,1,1,100,5,0,0,0,0,0,5,5,5,5,5,87.5,2.9,0,0,0,5,5,,
69,Najee Harris,PIT,24,RB,10,10,,0.1,0.1,100,0.4,0,0,0,0,0,4,4,4,4,0.4,83.3,9.6,0,0,0,4,4,,
70,Derrick Henry,TEN,28,RB,10,10,,0.2,0.2,100,0.4,0.1,50,0,0,0.1,3,2,12,2,0.4,118.7,77.9,0,0,0,2,12,,
71,Mack Hollins,LVR,29,WR,10,9,,0.1,0.1,100,0.4,0,0,0,0,0,4,4,4,4,0.4,83.3,25.3,0,0,0,4,4,,
72,Braxton Berrios,NYJ,27,WR,10,1,,0.1,0.1,100,0.2,0.1,100,0,0,0.1,2,2,22,2,0.2,118.7,99.5,0,0,0,2,22,,
73,Chase Claypool,2TM,24,WR,11,9,,0.09,0.09,100,0.09,0.09,100,0,0,0.09,1,1,21,1,0.1,118.7,100,0,0,0,1,21,0,0
74,Rex Burkhead,HOU,32,RB,10,0,,0,0.1,0,0,0,0,0,0,0,0,0,0,,0,39.6,3.5,0,0,0,0,0,,
75,Amari Cooper,CLE,28,WR,10,10,,0,0.1,0,0,0,0,0.1,100,0,0,0,-45,,0,0,0,0,0,0,0,-45,,
76,DeeJay Dallas,SEA,24,RB,10,0,,0,0.1,0,0,0,0,0.1,100,0,0,0,-45,,0,0,0,0,0,0,0,-45,,
77,Chase Daniel,LAC,36,QB,2,0,,0,1,0,0,0,0,0,0,0,0,0,0,,0,39.6,24.5,0.5,0.5,33.3,-0.33,-0.33,,
78,Leonard Fournette,TAM,27,RB,10,9,,0,0.1,0,0,0,0,0.1,100,0,0,0,-45,,0,0,0,0,0,0,0,-45,,
79,Chad Henne,KAN,37,QB,2,0,,0,1,0,0,0,0,0,0,0,0,0,0,,0,39.6,3.3,0,0,0,0,0,,
80,Christian Kirk,JAX,26,WR,10,10,,0,0.1,0,0,0,0,0,0,0,0,0,0,,0,39.6,10.8,0,0,0,0,0,,
81,Cooper Kupp,LAR,29,WR,9,9,,0,0.11,0,0,0,0,0,0,0,0,0,0,,0,39.6,3.3,0,0,0,0,0,,
82,Tommy Townsend,KAN,26,P,10,0,,0,0.1,0,0,0,0,0,0,0,0,0,0,,0,39.6,,0,0,0,0,0,,
