Player,Position_yah,Team_yah,Opponent_yah,expected_points,Salary_yah,ovr_ex_rec,ovr_ex_rec_yds,ovr_ex_rec_td,fmb_scrim,games,ex_ppd,home_away
Diontae Johnson,WR,PIT,BAL,8.102251910522273,16,5.502233928571428,54.911349462365585,0,0.07,15,0.5063907444076421,Away
DJ Moore,WR,CAR,TB,9.689645917263622,16,3.874508176100629,51.30874587833997,0.4369195402298851,0,15,0.6056028698289764,Away
Gabe Davis,WR,BUF,CIN,9.902767851041448,16,3.1774776315789475,56.08958612716763,0.47417840375586856,0.07,14,0.6189229906900905,Away
Zay Jones,WR,JAX,HOU,10.171893748309971,14,5.257133617021277,54.91731939799331,0.34193250000000003,0,13.75,0.7265638391649979,Away
Donovan Peoples Jones,WR,CLE,WAS,7.814039235177379,15,3.838851219512195,52.047942705825704,0.13830322580645163,0.07,14.25,0.5209359490118253,Away
Jerry Jeudy,WR,DEN,KC,11.340606703845976,20,4.312111764705882,60.52395982783357,0.5220258064516129,0,12.75,0.5670303351922988,Away
Mike Williams,WR,LAC,LAR,11.319177422660598,23,4.610349128919862,68.65882858200666,0.35802,0,11,0.49213814881133033,Home
Courtland Sutton,WR,DEN,KC,8.6077091420990115,16,4.465023529411765,58.30474796747967,0.09078709677419354,0,13,0.5379818213811882,Away
Joshua Palmer,WR,LAC,LAR,8.599089539801364,15,4.7370606271777005,51.17489226212514,0.20884499999999998,0.07,13.25,0.5732726359867576,Home
George Pickens,WR,PIT,BAL,7.636265500693538,16,3.1484446428571427,47.57625268817205,0.21740298507462688,0,13.75,0.47726659379334613,Away
DeAndre Hopkins,WR,ARI,ATL,13.218743832246043,23,6.983172972972974,80.71723345759554,0.349239,0.22,9,0.5747279927063497,Away
Jakobi Meyers,WR,NE,MIA,10.429288111306859,15,4.9423903846153845,61.44789693192713,0.35888387096774194,0.17,11.75,0.695285874087124,Home
Darius Slayton,WR,NYG,IND,7.442670186440709,14,3.1604177339901476,51.227193839617634,0.14662365591397852,0.07,13,0.5316192990314792,Home
Drake London,WR,ATL,ARI,8.491897226248344,16,4.3981089041095895,49.42756774193549,0.291681,0.2,14.5,0.5307435766405215,Home
Adam Thielen,WR,MIN,GB,8.556643100974977,13,4.310429433962264,44.78298383993844,0.3205216666666667,0,15,0.6582033154596136,Away
Allen Lazard,WR,GB,MIN,9.68517505053674,15,3.98272,54.543635535307516,0.37324191616766467,0,13,0.6456783367024493,Home
Marquise Brown,WR,ARI,ATL,11.143239114631873,16,5.892972972972973,64.91812628145387,0.31749,0.1,9.75,0.6964524446644921,Away
Marquez Valdes Scantling,WR,KC,DEN,5.989440920959731,11,2.4311857142857143,40.473428006589785,0.1210842105263158,0,13.5,0.5444946291781574,Home
Keenan Allen,WR,LAC,LAR,11.711851073031411,21,6.462286411149825,72.48957867456498,0.248625,0.13,8,0.5577071939538767,Home
Christian Watson,WR,GB,MIN,9.159791819731835,21,2.9667199999999996,42.583216400911155,0.5696850299401197,0,11.25,0.43618056284437307,Home
Brandin Cooks,WR,HOU,JAX,8.543951659833892,17,4.419356435643564,52.04861052631579,0.1882353982300885,0,11,0.5025853917549349,Home
Parris Campbell,WR,IND,NYG,6.586216376392161,14,3.5486359832635985,35.55124191211975,0.20946236559139786,0,14.75,0.47044402688515435,Away
Noah Brown,WR,DAL,TEN,6.224066561755963,15,2.8708544600938968,37.2395294117647,0.20078106508875743,0.07,14.5,0.4149377707837309,Away
Chris Moore,WR,HOU,JAX,6.162414135634803,14,3.1117945544554457,37.28085000000001,0.1464053097345133,0,11.75,0.44017243825962876,Home
K J Osborn,WR,MIN,GB,6.1860759892411465,13,3.0857660377358496,30.69722970373221,0.262245,0,13.5,0.4758519991723959,Away
Corey Davis,WR,NYJ,SEA,6.7096283628049624,12,2.542023696682464,42.9565251446373,0.190494,0,10.25,0.5591356969004135,Away
Treylon Burks,WR,TEN,DAL,6.45874364226778,12,2.982632530120482,43.365337601862635,0.10514893617021277,0,8.75,0.5382286368556484,Home
DeVante Parker,WR,NE,MIA,5.4891224430148755,14,2.1284,39.02909539789069,0.08700215053763441,0,11.5,0.39208017450106253,Home
Isaiah McKenzie,WR,BUF,CIN,5.914491068678576,12,2.831023684210526,28.488383815028904,0.2750234741784037,0,12.25,0.49287425572321464,Away
Terrace Marshall Jr,WR,CAR,TB,5.378311305799255,11,2.07748427672956,38.15265719158613,0.08738390804597701,0,11,0.48893739143629594,Away
Demarcus Robinson,WR,BAL,PIT,5.006419318226721,15,3.038932584269663,29.29058026091889,0.13631583333333336,0.13,12.25,0.3337612878817814,Home
Rashid Shaheed,WR,NO,PHI,5.612865428840587,13,1.9031039603960394,36.725291349170774,0.19813071895424839,0.1,8.5,0.4317588791415836,Away
Romeo Doubs,WR,GB,MIN,6.828929084882625,14,3.6068,37.943398633257395,0.2651982035928144,0.18,10,0.4877806489201875,Home
Michael Gallup,WR,DAL,TEN,6.626515327584488,15,2.9938910798122063,32.62305882352941,0.31121065088757394,0,12.25,0.4417676885056325,Away
Kendrick Bourne,WR,NE,MIA,3.9822962799973354,13,2.189796153846154,27.106369127516782,0.07612688172043011,0.14,11,0.3063304830767181,Home
Jahan Dotson,WR,WAS,CLE,9.6723920229623,17,2.869763033175355,41.160203102961916,0.6869150326797385,0,9.5,0.5689642366448412,Home
Randall Cobb,WR,GB,MIN,5.356294265955562,12,2.7736799999999997,36.19057858769932,0.0883994011976048,0.09,9,0.4463578554962968,Home
Russell Gage,WR,TB,CAR,7.34040277908199,14,3.980193898305085,33.70305829929447,0.36000000000000004,0.09,9.25,0.5243144842201422,Home
Jauan Jennings,WR,SF,LV,4.032561936726044,11,2.3376228855721393,25.892834280717096,0.06907784431137726,0.07,11.25,0.3665965397023676,Away
Isaiah Hodgins,WR,NYG,IND,7.631058828331711,15,3.6938640394088673,39.30449389272438,0.34561290322580646,0.11,7.75,0.5087372552221141,Home
Quez Watkins,WR,PHI,NO,4.261896765222714,12,2.060147596153846,22.155479671457904,0.1927125,0.07,13.25,0.35515806376855946,Home
Mecole Hardman,WR,KC,DEN,7.641318912828263,11,3.0808142857142857,35.666607578253704,0.4657085020242915,0.13,7.25,0.6946653557116602,Home
Kendall Hinton,WR,DEN,KC,3.9658722620755626,12,2.2223176470588237,28.547134385461504,0,0,9.5,0.3304893551729636,Away
Hunter Renfrow,WR,LV,SF,4.719393654126186,11,3.2876315789473685,30.839991146525012,0.125263125,0.38,6.25,0.4290357867387442,Home
Van Jefferson,WR,LAR,LAC,5.6200902310539735,13,1.9754418604651163,25.85197338204593,0.34119532710280376,0,8.5,0.43231463315799795,Away
Trenton Irwin,WR,CIN,BUF,6.382903011382451,15,1.7220801526717557,26.774135958395245,0.4740748898678414,0,6.5,0.4255268674254967,Home
Byron Pringle,WR,CHI,DET,3.502687230488293,14,1.0684444444444445,15.88072087912088,0.23006548672566374,0,7.25,0.25019194503487807,Away
DJ Chark,WR,DET,CHI,0,15,0,0,0,0,0,0,Home
Richie James,WR,NYG,IND,0,13,0,0,0,0,0,0,Home
Taysom Hill,TE,NO,PHI,1.2638270947950125,16,0.5008168316831684,4.6126965934558495,0.1386915032679739,0.14,12.5,0.07898919342468828,Away
Travis Kelce,TE,KC,DEN,15.571196943038753,35,6.368328571428572,80.56231037891268,0.7451336032388665,0.07,15,0.44489134122967866,Home
T J Hockenson,TE,MIN,GB,10.128552649664481,22,5.014369811320755,54.303010773374375,0.38851111111111114,0.07,14.5,0.46038875680293095,Away
Mark Andrews,TE,BAL,PIT,9.966508796325211,21,4.629307303370787,55.26915144639818,0.37749,0.07,14,0.4745956569678672,Home
Evan Engram,TE,JAX,HOU,8.521045503184375,19,4.443062553191489,47.60817976588629,0.25644937500000003,0,14.25,0.4484760791149671,Away
George Kittle,TE,SF,LV,11.073704022918276,20,4.08318407960199,55.21117971141233,0.6118323353293413,0.08,13,0.5536852011459138,Away
Pat Freiermuth,TE,PIT,BAL,8.13398701696013,17,4.315280357142857,50.63254301075269,0.15218208955223883,0,12.5,0.4784698245270665,Away
Dallas Goedert,TE,PHI,NO,9.786900661822777,18,4.578105769230769,59.634352772073925,0.28906875,0.1,10,0.5437167034345988,Home
Tyler Higbee,TE,LAR,LAC,7.241833401216673,14,4.276831627906977,38.62707306889353,0.20678504672897197,0,15,0.5172738143726195,Away
David Njoku,TE,CLE,WAS,8.315319031905775,15,4.384424390243902,46.8730038517092,0.2659677419354839,0.08,12,0.5543546021270517,Away
Dalton Schultz,TE,DAL,TEN,7.962071142284734,19,3.885906572769953,39.90682352941177,0.36140591715976333,0.07,14,0.41905637590972283,Away
Gerald Everett,TE,LAC,LAR,6.37598134096676,15,3.616151219512195,37.32525731210663,0.13923000000000002,0,12.75,0.42506542273111736,Home
Dawson Knox,TE,BUF,CIN,7.225510268417626,16,3.256667105263158,35.48726011560694,0.3414084507042254,0,14,0.4515943917761016,Away
Cole Kmet,TE,CHI,DET,6.881541956843551,17,3.1305422222222226,33.856814652014656,0.3450982300884956,0.07,15,0.4047965856966795,Away
Tyler Conklin,TE,NYJ,SEA,5.719565561285506,14,3.3195838862559244,30.498136181575436,0.21166000000000001,0.13,14.75,0.408540397234679,Away
Noah Fant,TE,SEA,NYJ,5.75298822418112,14,2.8831929460580916,27.834617511520737,0.254655,0,14.75,0.41092773029865143,Home
Juwan Johnson,TE,NO,PHI,7.236256993778912,16,2.5741985148514854,29.77196952039444,0.4953267973856209,0,13,0.452266062111182,Away
Hunter Henry,TE,NE,MIA,4.694271118933027,14,2.0465384615384616,28.2273092042186,0.14137849462365593,0,14.25,0.3353050799237876,Home
Greg Dulcich,TE,DEN,KC,7.189727111584209,13,3.3640588235294118,41.458912482066,0.22696774193548389,0,9,0.5530559316603237,Away
Hayden Hurst,TE,CIN,BUF,6.1891413397508455,11,3.9361832061068704,32.53936961367013,0.1611854625550661,0,12,0.5626492127046223,Home
Jordan Akins,TE,HOU,JAX,5.566815916567903,13,2.4124009900990098,30.77477368421053,0.24052300884955755,0.08,10.5,0.4282166089667618,Home
Cade Otton,TE,TB,CAR,4.7840615730676515,11,2.715095593220339,25.865137764574822,0.14,0,12.75,0.4349146884606956,Home
Jelani Woods,TE,IND,NYG,4.27924920828864,11,1.5968861924686195,21.955157894736843,0.24088172043010755,0.08,10,0.38902265529896723,Away
Darren Waller,TE,LV,SF,7.329948198987676,17,3.3280947368421057,39.893020805666225,0.279433125,0,6.75,0.4311734234698633,Home
Daniel Bellinger,TE,NYG,IND,4.255378807632486,11,2.465931034482759,20.71316516197557,0.18851612903225806,0.09,10.75,0.3868526188756805,Home
MyCole Pruitt,TE,ATL,ARI,2.8390912881131243,13,0.8861054794520549,6.4595254838709675,0.291681,0,9.25,0.2183916375471634,Home
Chigoziem Okonkwo,TE,TEN,DAL,0,12,0,0,0,0,0,0,Home
