Player,Position_yah,Team_yah,Opponent_yah,expected_points,Salary_yah,ovr_ex_pas_yds,ovr_ex_pas_td,ovr_ex_rus_yds,ovr_ex_rus_td,fmb_scrim,Int_pas,games,ex_ppd,home_away
Kirk Cousins,QB,MIN,WAS,16.360216982833006,29,230.85,1.6600000000000001,6.020211786372007,0.1956993006993007,0.29,0.71,7,0.5641454132011381,Away
Tua Tagovailoa,QB,MIA,CHI,15.08166345062429,30,233.85,1.44,8.076634506242907,0,0.17,0.5,6,0.5027221150208097,Away
Davis Mills,QB,HOU,PHI,11.075488714425909,20,192.3,1.25,3.8348871442590777,0,0.5,1,8,0.5537744357212955,Home
Lamar Jackson,QB,BAL,NO,20.306146739130437,35,206.35000000000002,1.565,58.02146739130434,0.25,0.38,0.75,8,0.5801756211180125,Away
Derek Carr,QB,LV,JAX,13.814094723183391,28,234.35,1.27,9.30094723183391,0,0.43,0.71,7,0.49336052582797824,Away
Marcus Mariota,QB,ATL,LAC,16.87193621153857,30,199.5,1.5550000000000002,32.730866540164456,0.35814159292035397,1,0.75,8,0.5623978737179524,Home
Justin Fields,QB,CHI,MIA,15.956083178325159,30,206,1.19,40.65021231422505,0.4001769911504425,1.38,0.75,8,0.5318694392775053,Home
Andy Dalton,QB,NO,BAL,15.909205944798302,25,250.9,1.65,4.732059447983015,0,0.2,0.8,5,0.6363682377919321,Home
Ryan Tannehill,QB,TEN,KC,16.000868421052633,24,229.9,1.715,4.025,0.11706140350877195,0.33,0.5,6,0.666702850877193,Away
Zach Wilson,QB,NYJ,BUF,12.180846043727225,20,206.35,0.8,8.241911764705883,0.1504424778761062,0,1,5,0.6090423021863612,Home
Mac Jones,QB,NE,IND,11.875110414584876,20,199.2,0.865,15.798537774167345,0.1778761061946903,0.4,1.4,5,0.5937555207292438,Home
Baker Mayfield,QB,CAR,CIN,10.182024269847798,20,201.4,0.8400000000000001,8.546606334841629,0.18522727272727274,1.2,0.8,5,0.5091012134923899,Away
Joe Flacco,QB,NYJ,BUF,11.935316176470588,20,251.7,1.335,1.8731617647058822,0,1.33,1,3,0.5967658088235294,Home
Jameis Winston,QB,NO,BAL,13.496390658174095,24,276.4,1.415,4.503906581740977,0,1,1.67,3,0.562349610757254,Home
Bailey Zappe,QB,NE,IND,11.912,20,197.55,1.19,0,0,0,0.75,3.5,0.5956,Home
P J Walker,QB,CAR,CIN,10.79545475113122,22,181.95,0.815,5.0745475113122165,0,0,0.25,3.75,0.49070248868778277,Away
Teddy Bridgewater,QB,MIA,CHI,9.607312712826333,20,159.25,0.815,7.273127128263337,0,0,0.75,3.25,0.4803656356413167,Away
Taylor Heinicke,QB,WAS,MIN,21.487287356321843,22,257.8,1.395,16.75287356321839,0.82,0,1,2,0.9766948798328111,Home
Skylar Thompson,QB,MIA,CHI,7.193410896708286,20,157.75,0.44,6.234108967082861,0,0.5,0.5,1.75,0.35967054483541433,Away
Sam Ehlinger,QB,IND,NE,11.33630979498861,20,212.75,0.75,18.263097949886102,0,1,0,1,0.5668154897494305,Away
Jordan Love,QB,GB,DET,9.478,20,151.45,0.855,0,0,0,0,1.5,0.4739,Away
Jarrett Stidham,QB,LV,JAX,7.962000000000001,20,136.55,0.625,0,0,0,0,1.5,0.3981,Away
Malik Willis,QB,TEN,KC,10.5935,20,148.65,1.215,7.775,0,0.33,0.33,2.5,0.529675,Away
Brian Hoyer,QB,NE,IND,6.996,20,118.4,0.565,0,0,0,0,1,0.3498,Home
Gardner Minshew II,QB,PHI,HOU,6.57,20,120.25,0.44,0,0,0,0,0.75,0.3285,Away
Trace McSorley,QB,ARI,SEA,9.941621993127148,20,124.3,0.69,22.096219931271477,0,0,0,0.75,0.4970810996563574,Home
Case Keenum,QB,BUF,NYJ,6.408,20,103.7,0.565,0,0,0,0,1.5,0.3204,Away
Trevor Siemian,QB,CHI,MIA,8.342,20,133.55,0.75,0,0,0,0,0.75,0.4171,Home
Chad Henne,QB,KC,TEN,9.094000000000001,20,127.35,1,0,0,0,0,1.5,0.45470000000000005,Home
Ian Book,QB,PHI,HOU,6.11,20,108.75,0.44,0,0,0,0,0,0.3055,Away
Kyle Allen,QB,HOU,PHI,6.052,20,88.8,0.625,0,0,0,0,0,0.3026,Home
Chase Daniel,QB,LAC,ATL,9.638,20,153.45,0.875,0,0,0,0,0,0.4819,Away
Easton Stick,QB,LAC,ATL,9.638,20,153.45,0.875,0,0,0,0,0,0.4819,Away
Desmond Ridder,QB,ATL,LAC,8.120000000000001,20,110,0.93,0,0,0,0,0,0.406,Home
Sam Darnold,QB,CAR,CIN,5.968,20,105.2,0.44,0,0,0,0,0,0.2984,Away
Matt Corral,QB,CAR,CIN,5.968,20,105.2,0.44,0,0,0,0,0,0.2984,Away
Brandon Allen,QB,CIN,CAR,7.3999999999999995,20,116,0.69,0,0,0,0,0,0.37,Home
Nate Sudfeld,QB,DET,GB,5.496,20,87.4,0.5,0,0,0,0,0,0.27480000000000004,Home
C J Beathard,QB,JAX,LV,9.442,20,129.05,1.07,0,0,0,0,0,0.4721,Home
Nick Foles,QB,IND,NE,7.49,20,112.25,0.75,0,0,0,0,0,0.3745,Away
Mike White,QB,NYJ,BUF,6.062,20,101.55,0.5,0,0,0,0,0,0.30310000000000004,Home
Nick Mullens,QB,MIN,WAS,7.78,20,107,0.875,0,0,0,0,0,0.389,Away
Sam Howell,QB,WAS,MIN,8.092,20,137.8,0.645,0,0,0,0,0,0.4046,Home
Drew Lock,QB,SEA,ARI,8.546,20,126.15,0.875,0,0,0,0,0,0.42729999999999996,Away
Colt McCoy,QB,ARI,SEA,7.492,20,118.3,0.69,0,0,0,0,0,0.3746,Home
John Wolford,QB,LAR,TB,7.14,20,97,0.815,0,0,0,0,0,0.357,Away
Bryce Perkins,QB,LAR,TB,7.14,20,97,0.815,0,0,0,0,0,0.357,Away
Blaine Gabbert,QB,TB,LAR,6.694,20,102.85,0.645,0,0,0,0,0,0.3347,Home
Kyle Trask,QB,TB,LAR,6.694,20,102.85,0.645,0,0,0,0,0,0.3347,Home
Shane Buechele,QB,KC,TEN,9.094000000000001,20,127.35,1,0,0,0,0,0,0.45470000000000005,Home
Tyler Huntley,QB,BAL,NO,6.666,20,104.15,0.625,0,0,0,0,0,0.33330000000000004,Away
